Bdl;Km;+m;Kmti;+mti;spm;UNE;spår;Pl/Str;objnr;Rälmodell;Räl vikt(kg/m);Rällängd(m);Skarvtyp;Inläggn.år räl;Tillv.år räl;Rev.klass räl;Tillverkare räl;Stålsort räl;Sliper typ;Sliperavstånd(mm);Inläggn.år sliper;Tillverkningsår;Tillverkare sliper;Slipermatta;Befästning typ;Klämma;Isolator;Mellanlägg;Ballast typ;Tillverkare;Inl/ren.år ballast;Tjocklek(cm från suk);Besiktningsklass;Bantyp;Stråk;Besiktningsklass bana;Spår Huvud/Sido;Infrastrukturägare;Infrastrukturförvaltare;Underhållsdistrikt;UH.kontraktsområde Bas;UH.entreprenör Bas;Status järnvägsnät;Funktionella system;Anläggningsregion;Rälmodell_Räl vikt(kg/m)_Sliper typ_Befästning typ
522;278;848;285;75;6229;U;;Fgl-Skn;10220;UIC;60;L;L;1990;1989;Ny;DOMN;R260;B;650;1990;0;ABET;-;P-Ec;?;?;?;M1;BV;2009;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Ec
522;278;848;285;75;6228;N;;Fgl-Skn;24394;UIC;60;L;L;2010;2009;Ny;DO;R260;B35;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;BV;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B35_P-Fc
522;285;75;286;894;1819;U;1;Skn;1303;UIC;60;L;L;1990;1989;Ny;DOMN;R260;B;650;1990;0;ABET;-;P-Ec;?;?;?;M1;BV;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Ec
522;285;75;286;977;1902;N;2;Skn;24377;UIC;60;L;L;2010;2009;Ny;DO;R260;B35;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6030;M1;BV;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B35_P-Fc
522;286;960;288;482;1526;U;1;Skn;10217;UIC;60;L;L;1989;1989;Ny;DOMN;R260;B;650;1989;0;ABET;-;P-Ec;?;?;?;M1;BV;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Ec
522;287;42;287;119;77;N;2;Skn;24378;UIC;60;L;L;2010;2009;Ny;DO;R260;B35;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;BV;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B35_P-Fc
522;287;174;288;298;1129;N;2;Skn;24384;UIC;60;L;L;2009;2009;Ny;DO;R260;B35;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;BV;2009;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B35_P-Fc
522;288;352;288;372;20;N;2;Skn;24387;UIC;60;L;L;2010;2009;Ny;DO;R260;B35;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;BV;2009;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B35_P-Fc
522;288;437;289;177;738;N;2;Skn;24389;UIC;60;L;L;2009;2009;Ny;DO;R260;B35;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;BV;2009;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B35_P-Fc
522;288;547;289;177;627;U;1;Skn;24391;UIC;60;L;L;1989;1989;Ny;DOMN;R260;B;650;1989;0;ABET;-;P-Ec;?;?;?;M1;BV;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Ec
522;289;177;292;787;3614;U;;Skn-My;10218;UIC;60;L;L;1989;1989;Ny;DOMN;R260;B;650;1989;0;ABET;-;P-Ec;?;?;?;M1;BV;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Ec
522;289;177;292;787;3610;N;;Skn-My;24392;UIC;60;L;L;2009;2009;Ny;DO;R260;B35;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;BV;2009;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B35_P-Fc
524;34;970;35;275;305;E;aä;Hsa;15802;UIC;60;L;L;1996;1996;Ny;?;R260;B2.5;650;1996;0;SBET;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;0;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.5_P-Ec
524;201;853;205;868;4014;U;;Hpbg-Kla;16514;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;201;853;205;868;4014;N;;Hpbg-Kla;16515;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;205;868;206;88;219;U;1;Kla;2718;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;205;868;206;176;307;N;2;Kla;2719;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;206;117;206;141;23;U;1;Kla;1495;E1;60;L;L;2019;2019;Ny;DO;R260;B2.5;600;2019;2019;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;SV;2019;50;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;206;170;207;123;949;U;1;Kla;1496;UIC;60;L;L;2009;2009;Ny;DO;R260;B2.5;600;2009;2009;ABET;-;P-Fc;FCröd;FC60E1;FC6025;M1;SKAN;2009;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.5_P-Fc
524;206;205;206;230;25;N;2;Kla;1497;E1;60;L;L;2019;2019;Ny;DO;R260;B2.5;600;2019;2019;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;SV;2019;50;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;206;259;207;23;760;N;2;Kla;1498;UIC;60;L;L;2009;2009;Ny;DO;R260;B2.5;600;2009;2009;ABET;-;P-Fc;FCröd;FC60E1;FC6025;M1;SKAN;2009;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.5_P-Fc
524;207;52;207;59;7;N;2;Kla;3514;E1;60;L;L;2019;2019;Ny;DO;R260;B2.5;600;2019;2019;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;SV;2019;40;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;207;113;207;390;277;N;2;Kla;1499;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;207;177;207;390;213;U;1;Kla;1500;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;207;390;213;317;5931;U;;Kla-Ms;10865;UIC;60;L;L;2010;2010;Ny;CO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;207;390;213;317;5931;N;;Kla-Ms;11197;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;213;317;213;598;281;U;2;Ms;2720;UIC;60;L;L;2010;2010;Ny;CO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;213;317;213;514;197;N;3;Ms;2721;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;213;579;215;3;1412;N;3;Ms;1501;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;213;664;214;845;1181;U;2;Ms;1502;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;214;878;214;914;36;U;2;Ms;3529;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2011;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;214;968;215;399;419;U;2;Ms;1503;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;215;57;215;399;342;N;3;Ms;1504;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;215;399;220;599;5214;U;;Ms-Ör;10866;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;215;399;220;601;5214;N;;Ms-Ör;10867;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
524;226;677;231;383;4708;N;;Ör-Hsa;11192;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;226;677;231;383;4707;U;;Ör-Hsa;11190;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;231;383;231;657;274;U;2;Hsa;11191;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;231;383;231;585;202;N;1;Hsa;11193;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;231;639;232;739;1098;N;1;Hsa;9185;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;231;711;231;717;6;U;2;Hsa;27437;E1;60;?;L;0;0;?;?;?;?;0;0;0;?;-;?;?;?;?;?;?;0;0;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_?_?
524;231;750;232;618;868;U;2;Hsa;9503;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;232;712;233;316;603;U;2;Hsa;8175;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;232;833;232;866;33;N;1;Hsa;8173;UIC;60;L;L;1996;1996;Ny;DO;R260;B2.5;650;1996;0;ABET;-;P-Ec;eGR/BR;GRÖN;P5;M1;?;1996;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.5_P-Ec
524;232;961;233;316;354;N;1;Hsa;8174;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;233;316;239;158;5844;U;;Hsa-Er;11173;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;233;316;239;160;5845;N;;Hsa-Er;11796;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;239;158;239;533;375;U;1;Er;11174;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;239;160;239;469;309;N;2;Er;11172;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;239;524;240;554;1031;N;2;Er;6602;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;239;588;240;459;872;U;1;Er;1524;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;240;506;240;548;43;U;1;Er;1527;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;VÄRM;1982;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;240;577;240;821;244;U;1;Er;1528;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;240;601;240;821;220;N;2;Er;1529;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;240;821;248;833;8016;U;;Er-Fv;10868;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;240;821;248;826;8008;N;;Er-Fv;10870;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;248;826;249;123;291;N;1;Fv;10871;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;248;833;249;123;289;U;2;Fv;10869;E1;60;L;L;2023;2022;Ny;K2;R260;B2.5;600;2023;2022;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;NCC;2023;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;249;152;249;157;6;U;2;Fv;3566;SJ;50;L;L;1980;1980;Ny;DOMN;R220;T;650;1980;0;?;-;Skruv;?;?;?;M1;SKAN;2011;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_T_Skruv
524;249;152;249;158;6;N;1;Fv;3569;SJ;50;L;L;1980;1980;Ny;DOMN;R220;T;650;1980;0;?;-;Skruv;?;?;?;M2;?;1968;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_T_Skruv
524;249;187;249;572;385;N;1;Fv;1531;E1;60;L;L;2022;2022;Ny;?;R260;B2.5;600;2022;2020;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;SV;2022;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5_P-FE
524;249;192;249;571;379;U;2;Fv;3571;BV;50;L;L;2015;2015;Ny;DOMN;R260;B;600;2015;2015;ABET;-;P-Fc;FCgrön;FC50E3;FC5025;M2;?;1982;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;BV_50_B_P-Fc
524;266;779;267;41;261;E;2;Fv;11547;UIC;60;L;L;1996;1996;Ny;DO;R260;B;600;2015;2015;ABET;-;P-Fc;FCgrön;GRÖN;e10;M1;?;0;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Fc
524;267;95;267;249;154;E;2;Fv;6660;UIC;60;L;L;2015;2015;Ny;L;R260;B;600;2015;2015;ABET;-;P-Fc;FCgrön;GRÖN;e10;M1;?;1996;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Fc
524;267;282;267;301;19;E;2;Fv;6857;UIC;60;L;L;2015;2015;Ny;L;R260;B;600;2015;2015;ABET;-;P-Fc;FCgrön;GRÖN;e10;M1;?;1996;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Fc
524;267;334;267;346;13;E;2;Fv;6858;UIC;60;L;L;2015;2015;Ny;L;R260;B;600;2015;2015;ABET;-;P-Fc;FCgrön;GRÖN;e10;M1;?;1996;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Fc
524;267;380;267;395;16;E;2;Fv;6860;UIC;60;L;L;2015;2015;Ny;L;R260;B;600;2015;2015;ABET;-;P-Fc;FCgrön;GRÖN;e10;M1;?;1996;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B_P-Fc
524;267;428;267;687;259;U;2;Fv;13583;BV;50;L;L;2015;2015;Ny;DOMN;R260;B;600;2015;2015;ABET;-;P-Fc;FCgrön;-;?;M2;?;1982;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;BV_50_B_P-Fc
524;300;0;300;209;210;N;1;Fv;13582;E1;60;L;L;2022;2022;Ny;?;R260;B2.5I;600;2022;2020;SBET;-;P-FE;FEröd;FE60E1;FE60E1;M1;SV;2022;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_B2.5I_P-FE
524;300;243;300;455;212;E;1;Fv;3741;UIC;60;L;L;1996;1996;Ny;DO;R260;B2.5;650;1996;0;SBET;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;1996;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.5_P-Ec
524;300;488;300;513;25;E;1;Fv;3586;UIC;60;L;L;1996;1996;Ny;L;R260;B2.5;650;1996;0;SBET;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;1996;30;b4;3;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.5_P-Ec
524;300;568;301;302;743;E;1;Fv;6661;SJ;50;L;L;1976;1976;Ny;DOMN;R260;B2.5;650;0;0;SBET;-;P-Ec;eGR/BR;BLÅVIT;e10;M1;?;1976;30;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_B2.5_P-Ec
524;301;345;301;361;16;E;1;Fv;16066;UIC;60;L;L;0;0;Ny;?;?;B2.5;0;0;0;?;-;P-Ec;?;?;?;M1;?;0;30;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.5_P-Ec
524;301;403;302;267;868;E;1;Fv;16067;SJ;50;L;L;0;1976;Ny;DOMN;?;B2.5;650;0;0;SBET;-;P-Ec;eGR/BR;BLÅVIT;e10;M1;?;0;30;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_B2.5_P-Ec
524;302;309;302;505;196;E;1;Fv;6768;SJ;50;L;L;1985;0;Ny;?;?;B;650;0;0;SBET;-;P-Ec;eGR/BR;BLÅVIT;G;M1;?;0;30;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_B_P-Ec
524;400;387;400;454;67;E;106-105;Fv;27434;E1;60;39;L;2021;2021;Ny;DO;R260;?;0;0;0;?;-;P-Ec;?;?;?;?;?;0;0;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;E1_60_?_P-Ec
524;400;508;401;73;558;E;3;Fv;16154;SJ;50;40;L;0;0;Ny;DOMN;?;B;0;0;0;?;-;P-Ec;?;-;?;M1;SWER;2013;30;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_B_P-Ec
524;401;114;401;287;173;E;20;Fv;14576;SJ;50;L;L;1985;0;Ny;?;?;B;650;1985;0;?;-;P-Ec;?;?;P;M1;?;1985;30;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_B_P-Ec
524;500;962;501;754;787;E;20;Fv;4468;SJ;50;L;L;1985;0;Ny;?;?;B;650;1994;0;SBET;-;P-Ec;eGR/BR;BLÅVIT;e10;M1;SWER;2014;30;b3;3;09;b3;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;SJ_50_B_P-Ec
527;220;599;221;38;432;U;2;Ör;29747;UIC;60;L;L;2010;2010;Ny;CO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;2;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
527;220;601;220;949;348;N;1;Ör;29748;UIC;60;L;L;2010;2010;Ny;DO;R260;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;2;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;UIC_60_B2.3_P-Fc
527;221;20;222;733;1720;N;1;Ör;29826;?;60;L;L;0;0;?;?;?;B2.3;600;2010;2010;ABET;-;P-Fc;FCgrön;FC60E1;FC6025;M1;SKAN;2010;30;b4;2;09;b4;nhsp;TRV;TRV;Öst;237967;nrc;Öppen;FS GGB;Mellan;?_60_B2.3_P-Fc
