Bdl;Km;+m;Kmti;+mti;spm;UNE;spår;Pl/Str;objnr;Rälmodell;Räl vikt(kg/m);Rällängd(m);Skarvtyp;Inläggn.år räl;Tillv.år räl;Rev.klass räl;Tillverkare räl;Stålsort räl;Sliper typ;Sliperavstånd(mm);Inläggn.år sliper;Tillverkningsår;Tillverkare sliper;Slipermatta;Befästning typ;Klämma;Isolator;Mellanlägg;Ballast typ;Tillverkare;Inl/ren.år ballast;Tjocklek(cm från suk);Besiktningsklass;Bantyp;Stråk;Besiktningsklass bana;Spår Huvud/Sido;Infrastrukturägare;Infrastrukturförvaltare;Underhållsdistrikt;UH.kontraktsområde Bas;UH.entreprenör Bas;Status järnvägsnät;Funktionella system;Anläggningsregion;Rälmodell_Räl vikt(kg/m)_Sliper typ_Befästning typ
001;38;785;40;478;1657;E;;Bfo-Tjs;31729;BJ;32;10;S;1927;1900;Ny;CAM;?;T;880;1927;0;?;-;R-spik;-;-;-;G;?;1927;0;ej;[Saknas];[Saknas];ej;nhsp;TRV;DVVJ;Övr;[Saknas];[Saknas];Öppen;[Saknas];[Saknas];BJ_32_T_R-spik
001;40;478;40;953;475;E;;Tjs;31730;BJ;32;10;S;1927;1920;Ny;TREB;?;T;890;1927;0;?;-;R-spik;-;-;-;G;?;1927;0;ej;[Saknas];[Saknas];ej;nhsp;TRV;DVVJ;Övr;[Saknas];[Saknas];Öppen;[Saknas];[Saknas];BJ_32_T_R-spik
001;40;953;43;276;2310;E;;Tjs-Bef;12119;BJ;32;10;S;1927;1920;Ny;TREB;?;T;890;1927;0;?;-;R-spik;-;-;-;G;?;1927;0;ej;[Saknas];[Saknas];ej;nhsp;TRV;DVVJ;Övr;[Saknas];[Saknas];Öppen;[Saknas];[Saknas];BJ_32_T_R-spik
001;43;276;43;515;239;E;z2;Bef;10500;BJ;32;10;S;1927;1920;Ny;TREB;?;T;890;1927;0;?;-;R-spik;-;-;-;G;?;1927;0;ej;[Saknas];[Saknas];ej;nhsp;TRV;DVVJ;Övr;[Saknas];[Saknas];Öppen;[Saknas];[Saknas];BJ_32_T_R-spik
111;1417;874;1422;705;4831;E;;Pea-Kv;11570;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Ec
111;1422;705;1422;917;212;E;1;Kv;9799;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;?;?;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1422;971;1423;987;1016;E;1;Kv;703;UIC;60;L;L;2005;0;Ny;?;R350LHT;B;600;2005;0;?;-;P-Ec;?;?;e10;M1;?;2005;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B_P-Ec
111;1424;40;1424;218;178;E;1;Kv;704;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;500;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1424;218;1433;262;9043;E;;Kv-Rut;9800;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1433;262;1433;516;254;E;1;Rut;9801;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1433;549;1434;418;870;E;1;Rut;705;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1434;452;1434;874;422;E;1;Rut;706;UIC;60;L;L;2021;2021;Ny;?;R400HT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1434;874;1443;117;8240;E;;Rut-Rsn;9802;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1443;117;1443;561;444;E;1;Rsn;9803;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1443;615;1444;580;965;E;1;Rsn;707;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1444;634;1444;923;289;E;1;Rsn;708;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1444;923;1452;890;7966;E;;Rsn-Bfs;9804;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1452;890;1453;126;236;E;1;Bfs;9805;UIC;60;L;L;2008;2008;Ny;DO;R350LHT;B2.5;600;2008;2008;?;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;1988;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1453;181;1454;13;832;E;1;Bfs;709;UIC;60;L;L;2008;2008;Ny;DO;R350LHT;B2.5;600;2008;2008;?;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;1977;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1454;46;1454;291;245;E;1;Bfs;710;UIC;60;L;L;2008;2008;Ny;DO;R350LHT;B2.5;600;2008;2008;?;-;P-Ec;eGRÖN;LJGRÖN;DP;M1;?;1988;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1454;291;1463;163;8867;E;;Bfs-Tnk;9806;UIC;60;L;L;2008;0;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1463;163;1463;575;412;E;3;Tnk;9807;UIC;60;L;L;2007;0;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Ec;FCröd;LJGRÖN;DP;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1463;629;1464;493;864;E;3;Tnk;15934;UIC;60;L;L;2021;2021;Ny;?;R400HT;B2.5;600;2008;0;?;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1464;547;1464;948;401;E;3;Tnk;712;UIC;60;L;L;2008;2008;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;?;?;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1464;948;1473;334;8384;E;;Tnk-Sbk;9808;UIC;60;L;L;2008;0;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1473;334;1473;565;231;E;1;Sbk;9809;UIC;60;L;L;2008;2008;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1473;598;1474;522;923;E;1;Sbk;713;UIC;60;L;L;2008;2008;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1474;576;1474;807;231;E;1;Sbk;714;UIC;60;L;L;2008;2008;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1474;807;1482;219;7412;E;;Sbk-Kpe;9810;UIC;60;L;L;2008;1990;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1482;219;1482;460;241;E;2;Kpe;9811;UIC;60;L;L;2008;1990;Ny;DO;R350LHT;B2.5;600;2008;0;?;-;P-Fc;FCröd;LJGRÖN;e10;M1;?;2008;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
111;1482;514;1483;633;1119;E;2;Kpe;715;UIC;60;L;L;2005;0;Ny;DO;R350LHT;B2.5;600;2007;2007;?;-;P-Ec;eGR/BR;GRÖN;e10;M1;KGS;2005;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1483;688;1483;932;244;E;2;Kpe;716;E1;60;L;L;2022;2022;Ny;?;R400HT;B2.5;600;2007;2007;SBET;-;P-Ecp;eGRÖN;LJGRÖN;DP;M1;KGS;2007;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Ecp
111;1483;932;1494;662;10729;E;;Kpe-Soa;9812;UIC;60;L;L;2007;2007;Ny;DO;R350LHT;B2.5;600;2007;2007;SBET;-;P-Ec;eGRÖN;LJGRÖN;DP;M1;KGS;2007;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1494;662;1494;899;237;E;1;Soa;9813;UIC;60;L;L;2007;2007;Ny;DO;R350LHT;B2.5;600;2007;2007;SBET;-;P-Ec;?;?;?;M1;KGS;2007;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1494;953;1495;804;851;E;1;Soa;717;UIC;60;L;L;2007;2007;Ny;DO;R350LHT;B2.5;600;2007;2007;SBET;-;P-Ec;eGRÖN;LJGRÖN;DP;M1;KGS;2007;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1495;837;1496;73;236;E;1;Soa;718;E1;60;L;L;2019;2019;Ny;?;R350HT;B2.5;600;2007;2007;SBET;-;P-Ec;e-plus;VIT EP;-;M1;KGS;2007;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Ec
111;1496;73;1505;48;8975;E;;Soa-Ak;9814;UIC;60;L;L;2007;2007;Ny;DO;R350LHT;B2.5;600;2007;2007;SBET;-;P-Ec;eGRÖN;LJGRÖN;DP;M1;KGS;2007;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1505;48;1505;379;331;E;2;Ak;24963;E1;60;L;L;2012;2012;Ny;DO;R350LHT;B35;600;2012;0;?;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2012;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
111;1505;433;1505;441;8;E;2;Ak;25907;E1;60;L;L;2012;2012;Ny;DO;R350LHT;B;600;2011;2011;SBET;-;P-Fc;FCröd;FC60E1;FC6030;;;0;0;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B_P-Fc
111;1505;495;1506;364;869;E;2;Ak;26363;E1;60;L;L;2012;2012;Ny;DO;R350LHT;B;600;2012;2012;SBET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2012;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B_P-Fc
111;1506;419;1506;426;8;E;2;Ak;25909;E1;60;L;L;2012;2012;Ny;DO;R350LHT;;0;0;0;;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2012;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60__P-Fc
111;1506;481;1506;862;381;E;2;Ak;722;E1;60;L;L;2012;2012;Ny;DO;R350LHT;B35;600;2012;0;?;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2012;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
111;1506;862;1514;652;7839;E;;Ak-Bln;12204;UIC;60;L;L;2007;2007;Ny;DO;R350LHT;B2.5;600;2007;2007;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2007;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1514;652;1514;893;241;E;1;Bln;9817;UIC;60;L;L;2017;2017;Ny;DO;R350LHT;B2.5;600;2006;2006;SBET;-;P-Ec;e-plus;VIT EP;-;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1514;947;1515;960;1012;E;1;Bln;723;UIC;60;L;L;2006;2006;Ny;DO;R350LHT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1516;16;1516;391;375;E;1;Bln;724;E1;60;L;L;2023;2023;Ny;DO;R400HT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Ec
111;1516;391;1523;555;7164;E;;Bln-Kå;9818;UIC;60;L;L;2020;2020;Ny;?;R400HT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1523;555;1523;805;250;E;3;Kå;9819;UIC;60;L;L;2020;2020;Ny;?;R400HT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1523;859;1524;848;989;E;3;Kå;725;UIC;60;L;L;2006;2006;Ny;DO;R350LHT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1524;902;1525;150;248;E;3;Kå;9820;UIC;60;L;L;2006;2006;Ny;DO;R350LHT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1525;150;1533;174;8022;E;;Kå-Vj;9821;UIC;60;L;L;2006;2006;Ny;DO;R350LHT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1533;174;1534;410;1236;E;1;Vj;726;E1;60;L;L;2023;2023;Ny;DO;R400HT;B2.5;600;2006;0;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Ec
111;1534;465;1535;325;860;E;1;Vj;645;UIC;60;L;L;2006;2006;Ny;DO;R350LHT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
111;1535;379;1535;787;408;E;1;Vj;646;E1;60;L;L;2022;2022;Ny;?;R400HT;B2.5;600;2006;0;SBET;-;P-Ec;e-plus;VIT EP;-;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Ec
111;1535;787;1542;573;6693;E;;Vj-Bjf;9798;E1;60;L;L;2022;2022;Ny;?;R400HT;B2.5;600;2006;2006;SBET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2006;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Ec
112;0;54;0;64;10;E1;21;Pea;25071;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2011;2011;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2012;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Fc
112;0;118;1;285;1166;E1;21;Pea;24775;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2011;2011;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2010;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Fc
112;1413;837;1413;877;40;E2;11;Kmb;3370;UIC;60;L;L;1999;0;Ny;?;R260;B2.5;650;1999;0;?;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;1999;30;b3;8;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
112;1413;931;1413;949;18;E2;11;Kmb;13834;UIC;60;L;L;1999;1999;Ny;?;R260;B2.5;650;1999;0;?;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;1999;30;b3;8;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
112;1413;982;1414;372;390;E2;11;Kmb;699;UIC;60;L;L;1999;0;Ny;?;R260;B2.5;650;1999;0;?;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;1999;30;b3;8;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
112;1414;405;1414;560;154;E2;11;Kmb;702;?;50;L;L;0;0;?;?;?;B2.5;650;1999;0;?;-;P-Ec;eGR/BR;GRÖN;e10;M1;?;1999;30;b3;8;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;?_50_B2.5_P-Ec
112;1414;540;1416;382;1842;E;1;Pea;25094;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2011;2011;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2011;30;b5;3;21;b5;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Fc
112;1414;596;1415;22;428;E2;11;Kmb;30998;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;H;500;0;0;?;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;?;2009;30;b3;8;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_H_P-Ec
112;1415;22;1415;629;607;E2;22;Pea;24506;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Ec;eGRÖN;LJGRÖN;e10;M1;KGS;2010;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Ec
112;1415;683;1417;593;1909;E2;22;Pea;24507;UIC;60;L;L;2009;2009;Ny;DO;R350LHT;B2.5;600;2009;2009;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2010;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
112;1416;436;1416;441;5;E;1;Pea;25095;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2011;2011;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;0;30;b5;3;21;b5;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Fc
112;1416;495;1417;593;1536;E;1;Pea;24864;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2011;2011;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2011;30;b5;3;21;b5;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Fc
112;1417;647;1417;874;227;E;1;Pea;25916;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2010;2010;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;2010;30;b4;3;21;b4;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Fc
113;0;54;1;185;1131;E2;2;Rsi;3999;E1;60;L;L;2011;2011;Ny;DO;R350LHT;B2.5;600;2011;2011;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;0;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B2.5_P-Fc
113;1;239;1;535;296;E2;2;Rsi;643;UIC;60;L;L;1993;1993;Ny;L;R260;B2.5;650;1993;0;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M1;KGS;1993;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;UIC_60_B2.5_P-Fc
113;1315;399;1322;660;7264;E;;Gvc-Stk;12684;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
113;1322;660;1322;884;224;E;2;Stk;2664;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
113;1322;928;1323;548;618;E;2;Stk;680;SJ;50;L;L;1982;1982;Ny;DOMN;R320Cr;B35;600;2024;2024;ABET;-;P-Ec;?;?;?;M1;?;1982;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;SJ_50_B35_P-Ec
113;1323;603;1323;817;214;E;2;Stk;681;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
113;1323;817;1335;561;11744;E;;Stk-Lin;9845;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
113;1335;561;1335;782;221;E;3;Lin;9846;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
113;1335;826;1336;563;739;E;3;Lin;682;SJ;50;L;L;1983;1982;Ny;DOMN;R320Cr;B;600;1983;0;?;-;P-Ec;?;?;?;M1;?;1983;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;SJ_50_B_P-Ec
113;1336;608;1336;855;247;E;3;Lin;683;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;ABET;-;P-Fc;FCröd;FC60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
113;1336;855;1345;256;8400;E;;Lin-Håk;9847;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;SBET;-;P-Fc;FCröd;FE60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
113;1345;256;1345;469;213;E;1;Håk;9848;E1;60;L;L;2024;2024;Ny;DO;R400HT;B35;600;2024;2024;SBET;-;P-Fc;FCröd;FE60E1;FC6030;M2;LKAB;2024;30;b3;3;21;b3;nhsp;TRV;TRV;Nord;20102999;bdx;Öppen;FS MB;Norra;E1_60_B35_P-Fc
