Track Gauge,Month1,Month2,Month3,Month4,Month5,Month6,Month7,Month8,Month9,Month10,Month11,Month12,Month13,Month14,Month15,Month16,Month17,Month18
1440,0.08833333333333333,0.17666666666666667,0.265,0.35333333333333333,0.44166666666666665,0.53,0.74,0.85,0.88,0.92,0.95,1.04,1.092,1.1466,1.2039300000000002,1.2641265000000002,1.3273328250000003,1.3936994662500004
1445,0.09166666666666667,0.18333333333333335,0.275,0.3666666666666667,0.45833333333333337,0.55,0.89,0.98,0.99,1.0395,1.06,1.14,1.1969999999999998,1.2568499999999998,1.3196925,1.385677125,1.45496098125,1.5277090303125
1450,0.08833333333333333,0.17666666666666667,0.265,0.35333333333333333,0.44166666666666665,0.53,0.895,0.98,0.99,1.03,1.12,1.2,1.26,1.3230000000000002,1.3891500000000003,1.4586075000000005,1.5315378750000006,1.6081147687500008
1455,0.08833333333333333,0.17666666666666667,0.265,0.35333333333333333,0.44166666666666665,0.53,0.9,0.98,0.99,1.11,1.2,1.27,1.3335000000000001,1.4001750000000002,1.4701837500000003,1.5436929375000004,1.6208775843750005,1.7019214635937505
