Bandel;Startläge;Slutläge;Spårnamn;Event Category;Event Type;Start Date;End Date;Reference ID;Day Age;Last Edited By;Last Edited Time;Räl Beskrivning Yttersträng;Max Sidoslitage;Max Sidoslitage Yttersträng;Sträcka;Mätning;Befästningsmodell;Längd sträcka H > 6 mm Innersträng (m);Mätning Spårvidd;Spårklass;Räl Inläggningsår Innersträng;Medel Sidoslitage Cirkulärkurva;Hastighetsklass;Medel Spårvidd Cirkulärkurva;Slipermodell;Längd sträcka H > 6 mm Yttersträng (m);Räl Stålsort Yttersträng;Räl Stålsort Innersträng;Medel Höjdslitage Yttersträng Cirkulärkurva;Medel Höjdslitage Innersträng Cirkulärkurva;Radie;Längd sträcka H > 10 mm Innersträng (m);Medel Sidoslitage Innersträng Cirkulärkurva;Procent mätt Spårvidd;Max H Innersträng;Skriptversion;Räl Beskrivning Innersträng;Max H;Längd Kurva (m);_Skapat_av;Max Höjdslitage Innersträng;Medel H Yttersträng Cirkulärkurva;Procent mätt;Medel Spårvidd - Sidoslitage Cirkulärkurva;_Skapat_datum;Medel Höjdslitage Cirkulärkurva;Rälvikt (kg);Medel H Innersträng Cirkulärkurva;Längd sträcka H > 10 mm Yttersträng (m);Max Sidoslitage Innersträng;Max Spårvidd;Medel H Cirkulärkurva;Max Spårvidd - Max Sidoslitage;Max H Yttersträng;Max Höjdslitage;Plats;Längd Spårvidd max över UH1 gräns;Räl Inläggningsår Yttersträng;Skriptnamn;Max Höjdslitage Yttersträng;Min Spårvidd;Medel Sidoslitage Yttersträng Cirkulärkurva;Mätvagn;Mätdatum;Geometrityp;Räl Stålsort Höger räl;Medel Höjdslitage Vänster räl;BIS objnr;Längd sträcka H > 10 mm Vänster räl (m);Medel H Vänster räl;Medel Sidoslitage Vänster räl;Räl Inläggningsår Vänster räl;Räl Inläggningsår Höger räl;Max H Vänster räl;Max Höjdslitage Höger räl;Längd sträcka H > 10 mm Höger räl (m);Max Höjdslitage Vänster räl;Max Sidoslitage Vänster räl;Max Sidoslitage Höger räl;Medel Höjdslitage Höger räl;Medel H Höger räl;Medel Sidoslitage Höger räl;Max H Höger räl;Räl Beskrivning Vänster räl;Längd sträcka H > 6 mm Höger räl (m);Räl Stålsort Vänster räl;Räl Beskrivning Höger räl;Längd sträcka H > 6 mm Vänster räl (m);Medel Sidoslitage;Medel H;Medel Höjdslitage;Radie (meter);Event ID
116;12 + 813,0 m;13 + 501,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266445;3381;;;93L60L93;3,1;3,1;Linje;RPM_1507280925A_116_E_1_536;P-Ec;20.0;SPL_1507280925A_116_E_1_535;1;2014;2,27;1,0;11,9;B2.5;2.0;900A;?;3,97;1,81;600,0;;0,27;100,0;7,27;2.4;14?60?;7,27;688;spajan01;7,68;5,1;100;9,63;160513 23:09;3,97;60;1,95;;1,1;16,2;5,1;13,1;7,25;7,68;Apt - Mtn;;1993;Rail Wear varningslista;6,76;1,4;2,27;;150728 00:00;;;;366;;;;;;;;;;;;;;;;;;;;;;;;;
116;20 + 302,0 m;21 + 139,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266446;3381;;;94L60L94;2,03;0,71;Linje;RPM_1507280925A_116_E_1_536;P-Ec;589.0;SPL_1507280925A_116_E_1_535;1;1994;0,13;1,0;7,9;B2.5;8.0;900A;900A;1,81;6,53;1000,0;;-0,62;100,0;9,43;2.4;94L60L94;9,43;836;spajan01;8,55;1,88;100;7,77;160513 23:09;6,53;60;6,22;;2,03;15,2;6,22;13,17;7,46;8,55;Apt - Mtn;;1994;Rail Wear varningslista;7,1;0,0;0,13;;150728 00:00;;;;376;;;;;;;;;;;;;;;;;;;;;;;;;
116;18 + 907,0 m;19 + 306,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266447;3381;;;93L60L93;2,36;2,36;Linje;RPM_1507280925A_116_E_1_536;P-Ec;108.0;SPL_1507280925A_116_E_1_535;1;1993;0,49;1,0;10,8;B2.5;48.0;900A;900A;2,84;3,29;612,0;;0,49;100,0;8,47;2.4;93L60L93;8,63;400;spajan01;8,74;2,89;100;10,31;160513 23:09;3,29;60;3,53;;1,0;13,7;3,53;11,34;8,63;8,74;Apt - Mtn;;1993;Rail Wear varningslista;8,1;2,0;0,11;;150728 00:00;;;;700;;;;;;;;;;;;;;;;;;;;;;;;;
116;36 + 912,0 m;37 + 145,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266448;3381;;;94L60L94;0,16;0,16;Linje;RPM_1507280925A_116_E_1_536;P-Ec;;SPL_1507280925A_116_E_1_535;1;1994;-0,44;1,0;3,6;B2.5;;900A;900A;4,31;5,13;3420,0;;-0,84;100,0;5,88;2.4;94L60L94;5,88;234;spajan01;6,37;4,09;100;4,04;160513 23:09;5,13;60;4,71;;-0,46;5,6;4,71;5,44;5,71;6,37;Pii - Svv;;1994;Rail Wear varningslista;5,77;-0,9;-0,44;;150728 00:00;;;;389;;;;;;;;;;;;;;;;;;;;;;;;;
116;23 + 894,0 m;24 + 344,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266449;3381;;;94L60L94;1,72;1,72;Linje;RPM_1507280925A_116_E_1_536;P-Ec;104.0;SPL_1507280925A_116_E_1_535;1;1994;0,2;1,0;9,0;B2.5;18.0;900A;900A;2,84;3,32;600,0;;0,11;100,0;8,05;2.4;94L60L94;8,05;450;spajan01;8,39;2,94;100;8,8;160513 23:09;3,32;60;3,38;;0,68;11,4;3,38;9,68;6,73;8,39;Apt - Mtn;;2005;Rail Wear varningslista;7,03;1,2;0,2;;150728 00:00;;;;380;;;;;;;;;;;;;;;;;;;;;;;;;
116;10 + 997,0 m;11 + 251,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266450;3381;;;93L60L93;2,4;2,4;Linje;RPM_1507280925A_116_E_1_536;P-Ec;152.0;SPL_1507280925A_116_E_1_535;1;1993;1,38;1,0;8,2;B2.5;214.0;900A;900A;6,71;6,33;1930,0;;-0,57;100,0;7,57;2.4;93L60L93;8,33;254;spajan01;7,95;7,4;100;6,82;160513 23:09;6,71;60;6,05;;0,79;10,1;7,4;7,7;8,33;7,95;Apt - Mtn;;1993;Rail Wear varningslista;7,88;0,8;1,38;;150728 00:00;;;;364;;;;;;;;;;;;;;;;;;;;;;;;;
116;24 + 720,0 m;25 + 18,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266451;3381;;;94L60L94;5,97;5,97;Linje;RPM_1507280925A_116_E_1_536;P-Ec;162.0;SPL_1507280925A_116_E_1_535;1;2013;4,4;1,0;15,7;B2.5;441.0;900A;900A;8,52;1,63;823,0;;0,47;100,0;8,35;2.4;94L60L94;12,05;297;spajan01;8,54;10,72;100;11,3;160513 23:09;8,52;60;1,87;94.0;0,85;20,9;10,72;14,93;12,05;9,52;Apt - Mtn;;1994;Rail Wear varningslista;9,52;2,8;4,4;;150728 00:00;;;;718;;;;;;;;;;;;;;;;;;;;;;;;;
116;5 + 635,0 m;6 + 634,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266452;3381;;;93L60L93;2,71;2,71;Linje;RPM_1507280925A_116_E_1_536;P-Ec;1106.0;SPL_1507281022A_116_E_10_1000;1;1993;1,4;1,0;11,6;B2.5;328.0;900A;900A;4,84;9,99;738,0;283.0;-0,69;100,0;11,78;2.4;93L60L93;11,78;1000;spajan01;12,1;5,54;100;10,2;160513 23:09;9,99;60;9,64;;2,67;16,1;9,64;13,39;9,03;12,1;Rsi - Apt;;2014;Rail Wear varningslista;8,92;1,3;1,4;;150728 00:00;;;;359;;;;;;;;;;;;;;;;;;;;;;;;;
116;17 + 628,0 m;18 + 102,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266453;3381;;;93L60L93;3,35;3,35;Linje;RPM_1507280925A_116_E_1_536;P-Ec;252.0;SPL_1507280925A_116_E_1_535;1;1993;2,02;1,0;9,0;B2.5;405.0;900A;900A;5,92;6,24;2000,0;;-0,55;100,0;7,35;2.4;93L60L93;8,33;472;spajan01;7,6;6,93;100;6,98;160513 23:09;6,24;60;5,96;;1,64;11,9;6,93;8,55;8,33;7,6;Apt - Mtn;;1993;Rail Wear varningslista;7,04;2,0;2,02;;150728 00:00;;;;371;;;;;;;;;;;;;;;;;;;;;;;;;
116;29 + 555,0 m;30 + 203,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266454;3381;;;94L60L94;2,3;2,3;Driftplats (nhsp);RPM_1507280925A_116_E_1_536;P-Ec;249.0;SPL_1507280925A_116_E_1_535;1;1994;1,51;1,0;11,5;B2.5;14.0;900A;900A;2,43;2,63;599,0;6.0;0,11;100,0;11,02;2.4;94L60L94;11,02;649;spajan01;10,95;3,18;100;9,99;160513 23:09;2,63;60;2,69;;0,62;14,4;3,18;12,1;7,62;10,95;Mtn;;1994;Rail Wear varningslista;7,69;0,9;1,51;;150728 00:00;;;;385;;;;;;;;;;;;;;;;;;;;;;;;;
116;35 + 678,0 m;36 + 16,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266455;3381;;;94L60L94;1,83;1,83;Driftplats (nhsp);RPM_1507280925A_116_E_1_536;P-Ec;328.0;SPL_1507280925A_116_E_1_535;1;1994;0,9;1,0;4,2;B2.5;222.0;900A;900A;7,91;7,29;-1004,0;;-0,31;100,0;8,62;2.4;94L60L94;9,18;338;spajan01;8,81;8,36;100;3,3;160513 23:09;7,91;60;7,13;;0,28;6,5;8,36;4,67;9,18;8,95;Pii;;1994;Rail Wear varningslista;8,95;-2,0;0,9;;150728 00:00;;;;388;;;;;;;;;;;;;;;;;;;;;;;;;
116;14 + 763,0 m;15 + 358,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266456;3381;;;93L60L93;2,78;2,78;Linje;RPM_1507280925A_116_E_1_536;P-Ec;161.0;SPL_1507280925A_116_E_1_535;1;1993;0,87;1,0;10,6;B2.5;66.0;900A;900A;3,42;2,5;-597,0;;0,04;100,0;9,24;2.4;93L60L93;9,24;594;spajan01;9,32;3,86;100;9,73;160513 23:09;3,42;60;2,53;;0,54;14,5;3,86;11,72;6,95;9,32;Apt - Mtn;;1993;Rail Wear varningslista;7,14;0,7;0,87;;150728 00:00;;;;368;;;;;;;;;;;;;;;;;;;;;;;;;
116;19 + 407,0 m;19 + 750,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266457;3381;;;94L60L94;1,2;1,2;Linje;RPM_1507280925A_116_E_1_536;P-Ec;95.0;SPL_1507280925A_116_E_1_535;1;1994;0,37;1,0;9,4;B2.5;99.0;900A;900A;2,71;2,54;704,0;;-0,08;100,0;8,75;2.4;94L60L94;9,78;343;spajan01;9,08;2,9;100;9,03;160513 23:09;2,71;60;2,5;;0,16;11,4;2,9;10,2;9,78;10,03;Apt - Mtn;;1994;Rail Wear varningslista;10,03;1,2;0,37;;150728 00:00;;;;703;;;;;;;;;;;;;;;;;;;;;;;;;
116;1 + 918,0 m;2 + 935,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266458;3381;;;05L60DO05;3,17;3,17;Linje;RPM_1507280925A_116_E_1_536;P-Ec;1060.0;SPL_1507281022A_116_E_10_1000;1;1993;2,31;1,0;11,2;B2.5;48.0;900A;900A;2,86;8,81;699,0;3.0;-0,66;100,0;10,27;2.4;93L60L93;10,27;1019;spajan01;10,66;4,02;100;8,89;160513 23:09;8,81;60;8,48;;1,06;13,9;8,48;10,73;8,72;10,66;Rsi - Apt;;2005;Rail Wear varningslista;8,07;2,6;2,31;;150728 00:00;;;;354;;;;;;;;;;;;;;;;;;;;;;;;;
116;1 + 535,0 m;1 + 700,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266459;3381;;;93L60L93;1,65;1,65;Linje;RPM_1507280925A_116_E_1_536;P-Ec;;SPL_1507281022A_116_E_10_1000;1;1993;0,92;1,0;5,1;B2.5;32.0;900A;900A;5,13;5,11;-2049,0;;-0,16;99,0;5,74;2.4;93L60L93;6,76;165;spajan01;5,87;5,6;99;4,18;160513 23:09;5,13;60;5,03;;0,44;6,7;5,6;5,05;6,76;6,07;Rsi - Apt;;1993;Rail Wear varningslista;6,07;2,1;0,92;;150728 00:00;;;;353;;;;;;;;;;;;;;;;;;;;;;;;;
116;18 + 220,0 m;18 + 828,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266460;3381;;;93L60L93;1,96;1,96;Linje;RPM_1507280925A_116_E_1_536;P-Ec;;SPL_1507280925A_116_E_1_535;1;1993;-0,04;1,0;5,0;B2.5;8.0;900A;900A;5,25;4,74;-3850,0;;-0,04;100,0;5,96;2.4;93L60L93;7,11;608;spajan01;5,8;5,23;100;5,04;160513 23:09;5,25;60;4,72;;0,61;7,4;5,23;5,44;7,11;6,33;Apt - Mtn;;1993;Rail Wear varningslista;6,33;1,2;-0,04;;150728 00:00;;;;372;;;;;;;;;;;;;;;;;;;;;;;;;
116;33 + 348,0 m;33 + 692,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266461;3381;;;94L60L94;1,75;1,75;Linje;RPM_1507280925A_116_E_1_536;P-Ec;331.0;SPL_1507280925A_116_E_1_535;1;1994;0,96;1,0;11,9;B2.5;321.0;900A;900A;7,68;7,13;-1003,0;;-0,36;100,0;8,21;2.4;94L60L94;9,42;344;spajan01;8,41;8,16;100;10,94;160513 23:09;7,68;60;6,95;;-0,02;17,3;8,16;15,55;9,42;8,73;Mtn - Pii;;1994;Rail Wear varningslista;8,73;0,5;0,96;;150728 00:00;;;;387;;;;;;;;;;;;;;;;;;;;;;;;;
116;3 + 258,0 m;3 + 774,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266462;3381;;;93L60L93;4,33;4,33;Linje;RPM_1507280925A_116_E_1_536;P-Ec;158.0;SPL_1507281022A_116_E_10_1000;1;1993;2,72;1,0;11,7;B2.5;104.0;900A;900A;2,04;1,87;-600,0;;0,03;100,0;9,58;2.4;93L60L93;10,51;516;spajan01;9,52;3,4;100;8,98;160513 23:09;2,04;60;1,88;4.0;1,28;14,6;3,4;10,27;10,51;9,61;Rsi - Apt;;1993;Rail Wear varningslista;9,61;1,2;2,72;;150728 00:00;;;;355;;;;;;;;;;;;;;;;;;;;;;;;;
116;23 + 305,0 m;23 + 666,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266463;3381;;;13L60?;1,38;1,38;Linje;RPM_1507280925A_116_E_1_536;P-Ec;;SPL_1507280925A_116_E_1_535;1;2013;1,0;1,0;8,2;B2.5;;?;?;1,36;1,38;-880,0;;0,32;100,0;5,88;2.4;13L60?;5,88;361;spajan01;6,1;1,86;100;7,2;160513 23:09;1,38;60;1,54;;0,7;10,4;1,86;9,02;5,44;6,1;Apt - Mtn;;2013;Rail Wear varningslista;6,0;0,8;1,0;;150728 00:00;;;;379;;;;;;;;;;;;;;;;;;;;;;;;;
116;22 + 956,0 m;23 + 124,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266464;3381;;;94L60L94;0,55;0,42;Linje;RPM_1507280925A_116_E_1_536;P-Ec;1.0;SPL_1507280925A_116_E_1_535;1;1994;-0,31;1,0;6,7;B2.5;13.0;900A;900A;5,98;5,08;-1650,0;;-0,31;100,0;7,4;2.4;94L60L94;7,4;167;spajan01;7,13;5,62;100;7,01;160513 23:09;5,98;60;4,93;;0,55;9,9;5,62;9,35;6,73;7,13;Apt - Mtn;;1994;Rail Wear varningslista;6,56;0,3;-0,72;;150728 00:00;;;;711;;;;;;;;;;;;;;;;;;;;;;;;;
116;11 + 415,0 m;11 + 945,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266465;3381;;;93L60L93;2,93;2,93;Linje;RPM_1507280925A_116_E_1_536;P-Ec;192.0;SPL_1507280925A_116_E_1_535;1;1993;1,27;1,0;12,1;B2.5;12.0;900A;900A;3,56;2,14;-595,0;13.0;-0,01;100,0;10,62;2.4;93L60L93;10,62;530;spajan01;10,7;4,2;100;10,83;160513 23:09;3,56;60;2,14;;0,46;17,0;4,2;14,07;7,39;10,7;Apt - Mtn;;1993;Rail Wear varningslista;7,82;1,2;1,27;;150728 00:00;;;;365;;;;;;;;;;;;;;;;;;;;;;;;;
116;25 + 18,0 m;25 + 377,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266466;3381;;;94L60L94;4,37;4,37;Linje;RPM_1507280925A_116_E_1_536;P-Ec;426.0;SPL_1507280925A_116_E_1_535;1;1994;2,71;1,0;13,5;B2.5;351.0;900A;900A;8,12;7,04;-1000,0;;-0,32;100,0;7,9;2.4;94L60L94;10,84;359;spajan01;7,98;9,48;100;10,79;160513 23:09;8,12;60;6,88;30.0;1,01;15,9;9,48;11,53;10,84;9,06;Apt - Mtn;;1994;Rail Wear varningslista;9,06;2,3;2,71;;150728 00:00;;;;383;;;;;;;;;;;;;;;;;;;;;;;;;
116;37 + 638,0 m;38 + 859,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266467;3381;;;94L60L94;5,29;5,29;Linje;RPM_1507280925A_116_E_1_536;P-Ec;248.0;SPL_1507280925A_116_E_1_535;1;1994;3,16;1,0;12,3;B2.5;961.0;900A;900A;6,8;6,04;1099,0;;-0,79;85,0;9,77;2.4;94L60L94;10,44;1221;spajan01;10,35;8,38;85;9,14;160513 23:09;6,8;60;5,64;32.0;1,39;15,9;8,38;10,61;10,44;10,35;Pii - Svv;;1994;Rail Wear varningslista;8,19;1,3;3,16;;150728 00:00;;;;390;;;;;;;;;;;;;;;;;;;;;;;;;
116;27 + 749,0 m;28 + 117,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150728 00:00;150928 00:00;2363266468;3381;;;14?60?;1,51;0,76;Linje;RPM_1507280925A_116_E_1_536;P-Ec;351.0;SPL_1507280925A_116_E_1_535;1;1994;0,16;1,0;8,0;B2.5;3.0;?;900A;1,7;7,65;-965,0;1.0;-0,35;100,0;10,92;2.4;94L60L94;10,92;367;spajan01;10,16;1,78;100;7,84;160513 23:09;7,65;60;7,47;;1,51;13,9;7,47;12,39;6,09;10,16;Apt - Mtn;;2014;Rail Wear varningslista;6,3;-0,8;0,16;;150728 00:00;;;;384;;;;;;;;;;;;;;;;;;;;;;;;;
