Bandel;Startläge;Slutläge;Spårnamn;Event Category;Event Type;Start Date;End Date;Reference ID;Day Age;Last Edited By;Last Edited Time;Räl Beskrivning Yttersträng;Max Sidoslitage;Max Sidoslitage Yttersträng;Sträcka;Mätning;Befästningsmodell;Längd sträcka H > 6 mm Innersträng (m);Mätning Spårvidd;Spårklass;Räl Inläggningsår Innersträng;Medel Sidoslitage Cirkulärkurva;Hastighetsklass;Medel Spårvidd Cirkulärkurva;Slipermodell;Längd sträcka H > 6 mm Yttersträng (m);Räl Stålsort Yttersträng;Räl Stålsort Innersträng;Medel Höjdslitage Yttersträng Cirkulärkurva;Medel Höjdslitage Innersträng Cirkulärkurva;Radie;Längd sträcka H > 10 mm Innersträng (m);Medel Sidoslitage Innersträng Cirkulärkurva;Procent mätt Spårvidd;Max H Innersträng;Skriptversion;Räl Beskrivning Innersträng;Max H;Längd Kurva (m);_Skapat_av;Max Höjdslitage Innersträng;Medel H Yttersträng Cirkulärkurva;Procent mätt;Medel Spårvidd - Sidoslitage Cirkulärkurva;_Skapat_datum;Medel Höjdslitage Cirkulärkurva;Rälvikt (kg);Medel H Innersträng Cirkulärkurva;Längd sträcka H > 10 mm Yttersträng (m);Max Sidoslitage Innersträng;Max Spårvidd;Medel H Cirkulärkurva;Max Spårvidd - Max Sidoslitage;Max H Yttersträng;Max Höjdslitage;Plats;Längd Spårvidd max över UH1 gräns;Räl Inläggningsår Yttersträng;Skriptnamn;Max Höjdslitage Yttersträng;Min Spårvidd;Medel Sidoslitage Yttersträng Cirkulärkurva;Mätvagn;Mätdatum;Geometrityp;Räl Stålsort Höger räl;Medel Höjdslitage Vänster räl;BIS objnr;Längd sträcka H > 10 mm Vänster räl (m);Medel H Vänster räl;Medel Sidoslitage Vänster räl;Räl Inläggningsår Vänster räl;Räl Inläggningsår Höger räl;Max H Vänster räl;Max Höjdslitage Höger räl;Längd sträcka H > 10 mm Höger räl (m);Max Höjdslitage Vänster räl;Max Sidoslitage Vänster räl;Max Sidoslitage Höger räl;Medel Höjdslitage Höger räl;Medel H Höger räl;Medel Sidoslitage Höger räl;Max H Höger räl;Räl Beskrivning Vänster räl;Längd sträcka H > 6 mm Höger räl (m);Räl Stålsort Vänster räl;Räl Beskrivning Höger räl;Längd sträcka H > 6 mm Vänster räl (m);Medel Sidoslitage;Medel H;Medel Höjdslitage;Radie (meter);Event ID
113A;1372 + 591,59 m;1373 + 89,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262036;3699;;;85L50DOMN84;1,68;1,68;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;1.0;SPL_1409131425A_113A_E_1380_801;2;1986;1,47;2,0;8,9;B;;1100;1100;1,26;5,35;592,0;;0,13;100,0;6,09;2.4;85L50DOMN84;6,09;499;spajan01;5,99;2,0;100;7,43;160514 12:44;5,35;50;5,41;;0,74;11,6;5,41;9,92;5,3;5,99;Fjå - Ktm;;1986;Rail Wear varningslista;4,68;2,5;1,47;;140913 00:00;;;;31201;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1346 + 549,0 m;1346 + 627,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262037;3699;;;83L50DOMN83;2,18;2,18;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;8.0;SPL_1409131425A_113A_E_1380_801;2;1983;1,62;2,0;6,0;B;;1100;1100;1,59;5,88;592,0;;0,02;100,0;6,18;2.4;83L50DOMN83;6,18;78;spajan01;6,18;2,4;100;4,38;160514 12:44;5,88;50;5,89;;0,07;8,6;5,89;6,42;2,76;6,18;Håk - Har;;1983;Rail Wear varningslista;1,92;3,5;1,62;;140913 00:00;;;;31141;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1364 + 17,0 m;1364 + 351,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262038;3699;;;84L50DOMN83;4,78;4,78;Linje;RPM_1409131425A_113A_E_1380_798;-;;SPL_1409131425A_113A_E_1380_801;2;1984;3,97;2,0;7,8;B;92.0;1100;1100;4,42;4,2;625,0;;0,0;100,0;4,92;2.4;84L50DOMN83;6,92;334;spajan01;4,78;6,41;100;3,83;160514 12:44;4,42;50;4,2;;0,28;11,2;6,41;6,42;6,92;4,83;Har - Fjå;;1984;Rail Wear varningslista;4,83;-1,9;3,97;;140913 00:00;;;;50108;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1346 + 876,0 m;1346 + 996,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262039;3699;;;83L50DOMN83;2,0;2,0;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;23.0;SPL_1409131425A_113A_E_1380_801;2;1983;1,31;2,0;6,5;B;;1100;1100;1,64;5,96;590,0;;0,09;100,0;6,39;2.4;83L50DOMN83;6,39;120;spajan01;6,37;2,3;100;5,19;160514 12:44;5,96;50;6,0;;0,4;9,2;6,0;7,2;2,72;6,37;Håk - Har;;1983;Rail Wear varningslista;1,83;3,5;1,31;;140913 00:00;;;;31143;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1325 + 921,0 m;1326 + 369,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262040;3699;;;82L50DOMN82;5,34;5,34;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1982;4,67;2,0;11,2;B;113.0;1100;1100;3,9;3,74;680,0;;0,16;100,0;4,3;2.4;82L50DOMN82;7,32;449;spajan01;4,26;6,23;100;6,53;160514 12:44;3,9;50;3,82;;0,58;14,6;6,23;9,26;7,32;5,17;Stk - Lin;;1982;Rail Wear varningslista;5,17;-0,5;4,67;;140913 00:00;;;;31080;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1343 + 420,42 m;1343 + 710,71 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262041;3699;;;83L50DOMN82;7,01;7,01;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;105.0;SPL_1409131425A_113A_E_1380_801;2;1983;6,38;2,0;12,9;B;199.0;1100;1100;5,01;4,62;603,0;;0,3;100,0;6,91;2.4;83L50DOMN82;8,7;290;spajan01;6,78;8,2;100;6,52;160514 12:44;5,01;50;4,77;;0,75;17,5;8,2;10,49;8,7;6,78;Lin - Håk;12.100000000000001;1983;Rail Wear varningslista;5,82;1,2;6,38;;140913 00:00;;;;49995;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1338 + 346,0 m;1338 + 580,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262042;3699;;;83L50DOMN82;0,4;0,34;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1983;0,25;3,0;1,3;B;;1100;1100;3,82;3,17;-1958,0;;0,25;100,0;3,83;2.4;83L50DOMN82;4,35;234;spajan01;3,72;3,87;100;1,05;160514 12:44;3,82;50;3,29;;0,4;4,3;3,87;3,9;4,35;4,18;Lin - Håk;;1983;Rail Wear varningslista;4,18;-1,4;0,1;;140913 00:00;;;;31101;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1320 + 678,0 m;1320 + 977,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262043;3699;;;82L50DOMN82;5,36;5,36;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1982;4,77;2,0;5,7;B;86.0;1100;1100;4,54;3,58;-643,0;;0,37;100,0;4,84;2.4;82L50DOMN82;7,29;299;spajan01;3,9;6,92;100;0,93;160514 12:44;4,54;50;3,76;;2,81;11,9;6,92;6,54;7,29;4,66;Gv - Stk;;1982;Rail Wear varningslista;4,66;-5,4;4,77;;140913 00:00;;;;49922;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1330 + 165,17 m;1330 + 339,34 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262044;3699;;;82L50DOMN82;0,58;0,52;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1982;0,38;2,0;2,2;B;;1100;1100;4,44;3,59;-1906,0;;0,25;100,0;4,11;2.4;82L50DOMN82;4,84;174;spajan01;3,84;4,63;100;1,82;160514 12:44;4,44;50;3,72;;0,58;4,4;4,63;3,82;4,84;4,62;Stk - Lin;;1982;Rail Wear varningslista;4,62;-1,2;0,38;;140913 00:00;;;;49975;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1345 + 587,59 m;1346 + 130,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262045;3699;;;84L50DOMN83;5,91;5,91;Driftplats (nhsp);RPM_1409131425A_113A_E_1380_798;P-Ec;6.0;SPL_1409131425A_113A_E_1380_801;2;1984;4,48;2,0;13,2;B;372.0;1100;1100;4,94;4,04;-681,0;;0,23;100,0;8,42;2.4;84L50DOMN83;8,78;542;spajan01;8,21;7,18;100;8,72;160514 12:44;4,94;50;4,16;;0,87;19,4;7,18;13,49;8,78;8,42;Håk;95.80000000000001;1984;Rail Wear varningslista;8,42;-1,2;4,48;;140913 00:00;;;;31139;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1338 + 801,0 m;1338 + 982,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262046;3699;;;83L50DOMN82;0,38;0,22;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1983;0,21;3,0;1,2;B;;1100;1100;3,88;3,43;-2080,0;;0,21;100,0;3,86;2.4;83L50DOMN82;4,35;181;spajan01;3,75;3,94;100;0,99;160514 12:44;3,88;50;3,53;;0,38;3,7;3,94;3,32;4,35;4,34;Lin - Håk;;1983;Rail Wear varningslista;4,34;-2,7;0,12;;140913 00:00;;;;49984;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1359 + 876,0 m;1360 + 195,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262047;3699;;;84L50DOMN83;1,56;1,56;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1984;1,11;2,0;8,8;B;;1100;1100;3,41;3,1;-969,0;;0,21;100,0;3,62;2.4;84L50DOMN83;4,27;317;spajan01;3,48;3,96;100;7,69;160514 12:44;3,41;50;3,21;;0,39;13,2;3,96;11,64;4,27;3,69;Har - Fjå;;1984;Rail Wear varningslista;3,69;-2,1;1,11;;140913 00:00;;;;50088;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1340 + 712,7 m;1341 + 346,07 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262048;3699;;;83L50DOMN82;9,97;9,97;Linje;RPM_1409131425A_113A_E_1380_798;-;96.0;SPL_1409131425A_113A_E_1380_801;2;1983;7,96;2,0;17,7;B;565.0;1100;1100;5,61;5,57;-592,0;;0,19;100,0;6,42;2.4;83L50DOMN82;11,08;627;spajan01;6,37;9,6;100;9,74;160514 12:44;5,61;50;5,66;147.0;0,54;22,5;9,6;12,53;11,08;6,59;Lin - Håk;2494.3;1983;Rail Wear varningslista;6,59;1,7;7,96;;140913 00:00;;;;31111;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1358 + 396,0 m;1358 + 761,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262049;3699;;;84L50DOMN83;7,33;7,33;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1984;6,09;2,0;11,1;B;72.0;1100;1100;3,27;3,05;-583,0;;0,26;100,0;3,39;2.4;84L50DOMN83;7,14;365;spajan01;3,3;6,32;100;5,01;160514 12:44;3,27;50;3,18;;0,4;14,1;6,32;6,77;7,14;3,48;Har - Fjå;;1984;Rail Wear varningslista;3,48;-2,5;6,09;;140913 00:00;;;;50082;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1369 + 877,12 m;1370 + 404,4 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262050;3699;;;84L50DOMN83;0,43;0,43;Driftplats (nhsp);RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1984;0,24;2,0;1,1;B;;1100;1100;3,3;3,29;-1993,0;;0,02;100,0;5,49;2.4;84L50DOMN83;5,5;527;spajan01;5,43;3,42;100;0,86;160514 12:44;3,3;50;3,29;;0,33;10,4;3,42;9,97;5,5;5,43;Fjå;;1984;Rail Wear varningslista;5,4;-2,5;0,24;;140913 00:00;;;;31196;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1363 + 383,0 m;1363 + 762,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262051;3699;;;84L50DOMN83;5,96;5,96;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1984;4,75;2,0;10,0;B;139.0;1100;1100;4,43;3,51;-567,0;;0,39;100,0;4,06;2.4;84L50DOMN83;7,77;379;spajan01;3,92;6,8;100;5,25;160514 12:44;4,43;50;3,7;;0,52;12,7;6,8;6,74;7,77;4,87;Har - Fjå;;1984;Rail Wear varningslista;4,87;-2,7;4,75;;140913 00:00;;;;50103;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1338 + 580,0 m;1338 + 801,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262052;3699;;;83L50DOMN82;0,98;0,98;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1983;0,24;3,0;1,8;B;;1100;1100;3,83;3,2;-1993,0;;0,24;100,0;3,85;2.4;83L50DOMN82;4,66;221;spajan01;3,76;3,88;100;1,56;160514 12:44;3,83;50;3,32;;0,41;4,4;3,88;3,42;4,66;4,59;Lin - Håk;;1983;Rail Wear varningslista;4,59;-0,5;0,1;;140913 00:00;;;;31102;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1350 + 55,94 m;1350 + 351,65 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262053;3699;;;83L50DOMN83;6,61;6,61;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1983;5,98;2,0;11,5;B;117.0;1100;1100;4,8;3,94;-592,0;;0,11;100,0;4,19;2.4;83L50DOMN83;8,17;296;spajan01;4,15;7,79;100;5,52;160514 12:44;4,8;50;3,99;;0,22;17,0;7,79;10,39;8,17;5,07;Håk - Har;4.5;1983;Rail Wear varningslista;5,07;-1,6;5,98;;140913 00:00;;;;50051;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1330 + 745,75 m;1330 + 785,79 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262054;3699;;;82L50DOMN82;0,53;0,53;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1982;0,27;2,0;-2,2;B;;1100;1100;3,39;3,31;-99000,0;;0,04;100,0;3,47;2.4;82L50DOMN82;3,71;40;spajan01;3,41;3,53;100;-2,47;160514 12:44;3,39;50;3,33;;0,12;1,1;3,53;0,57;3,71;3,55;Stk - Lin;;1982;Rail Wear varningslista;3,55;-4,1;0,27;;140913 00:00;;;;31087;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1333 + 872,87 m;1333 + 916,92 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262055;3699;;;82L50DOMN82;1,32;1,32;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1982;0,58;3,0;2,4;B;;1100;1100;4,09;3,58;-99000,0;;0,13;100,0;3,95;2.4;82L50DOMN82;5,28;44;spajan01;3,93;4,37;100;1,82;160514 12:44;4,09;50;3,65;;0,44;4,4;4,37;3,08;5,28;4,66;Stk - Lin;;1982;Rail Wear varningslista;4,66;0,1;0,58;;140913 00:00;;;;31093;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1342 + 959,04 m;1343 + 145,14 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262056;3699;;;14?50?;0,47;0,47;Linje;RPM_1409131425A_113A_E_1380_798;-;455.0;SPL_1409131425A_113A_E_1380_801;2;1983;0,28;2,0;6,5;B;;?;1100;1,21;6,55;-586,0;;0,08;100,0;7,0;2.4;83L50DOMN82;7,0;185;spajan01;6,95;1,35;100;6,22;160514 12:44;6,55;50;6,59;;0,21;11,6;6,59;11,13;1,56;6,95;Lin - Håk;;2014;Rail Wear varningslista;1,42;2,9;0,28;;140913 00:00;;;;31114;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1374 + 238,76 m;1374 + 710,29 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140913 00:00;141113 00:00;2363262057;3699;;;85L50DOMN85;3,17;3,17;Linje;RPM_1409131425A_113A_E_1380_798;P-Ec;;SPL_1409131425A_113A_E_1380_801;2;1985;2,44;3,0;7,4;B;;1100;1100;3,36;3,37;-977,0;;0,11;100,0;3,87;2.4;85L50DOMN85;5,13;472;spajan01;3,77;4,58;100;4,96;160514 12:44;3,37;50;3,42;;0,29;12,7;4,58;9,53;5,13;3,91;Ktm - Lab;;1985;Rail Wear varningslista;3,91;-2,8;2,44;;140913 00:00;;;;31203;;;;;;;;;;;;;;;;;;;;;;;;;
