Bandel;Startläge;Slutläge;Spårnamn;Event Category;Event Type;Start Date;End Date;Reference ID;Day Age;Last Edited By;Last Edited Time;Räl Beskrivning Yttersträng;Max Sidoslitage;Max Sidoslitage Yttersträng;Sträcka;Mätning;Befästningsmodell;Längd sträcka H > 6 mm Innersträng (m);Mätning Spårvidd;Spårklass;Räl Inläggningsår Innersträng;Medel Sidoslitage Cirkulärkurva;Hastighetsklass;Medel Spårvidd Cirkulärkurva;Slipermodell;Längd sträcka H > 6 mm Yttersträng (m);Räl Stålsort Yttersträng;Räl Stålsort Innersträng;Medel Höjdslitage Yttersträng Cirkulärkurva;Medel Höjdslitage Innersträng Cirkulärkurva;Radie;Längd sträcka H > 10 mm Innersträng (m);Medel Sidoslitage Innersträng Cirkulärkurva;Procent mätt Spårvidd;Max H Innersträng;Skriptversion;Räl Beskrivning Innersträng;Max H;Längd Kurva (m);_Skapat_av;Max Höjdslitage Innersträng;Medel H Yttersträng Cirkulärkurva;Procent mätt;Medel Spårvidd - Sidoslitage Cirkulärkurva;_Skapat_datum;Medel Höjdslitage Cirkulärkurva;Rälvikt (kg);Medel H Innersträng Cirkulärkurva;Längd sträcka H > 10 mm Yttersträng (m);Max Sidoslitage Innersträng;Max Spårvidd;Medel H Cirkulärkurva;Max Spårvidd - Max Sidoslitage;Max H Yttersträng;Max Höjdslitage;Plats;Längd Spårvidd max över UH1 gräns;Räl Inläggningsår Yttersträng;Skriptnamn;Max Höjdslitage Yttersträng;Min Spårvidd;Medel Sidoslitage Yttersträng Cirkulärkurva;Mätvagn;Mätdatum;Geometrityp;Räl Stålsort Höger räl;Medel Höjdslitage Vänster räl;BIS objnr;Längd sträcka H > 10 mm Vänster räl (m);Medel H Vänster räl;Medel Sidoslitage Vänster räl;Räl Inläggningsår Vänster räl;Räl Inläggningsår Höger räl;Max H Vänster räl;Max Höjdslitage Höger räl;Längd sträcka H > 10 mm Höger räl (m);Max Höjdslitage Vänster räl;Max Sidoslitage Vänster räl;Max Sidoslitage Höger räl;Medel Höjdslitage Höger räl;Medel H Höger räl;Medel Sidoslitage Höger räl;Max H Höger räl;Räl Beskrivning Vänster räl;Längd sträcka H > 6 mm Höger räl (m);Räl Stålsort Vänster räl;Räl Beskrivning Höger räl;Längd sträcka H > 6 mm Vänster räl (m);Medel Sidoslitage;Medel H;Medel Höjdslitage;Radie (meter);Event ID
113A;1354 + 379,0 m;1354 + 675,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262476;4831;;;84L50DOMN83;2,23;2,23;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1984;1,73;2,0;;B;;1100;1100;3,58;3,2;915,0;;0,13;;3,55;2.4;84L50DOMN83;4,75;296;spajan01;3,49;4,45;100;;160518 22:16;3,58;50;3,26;;0,28;;4,45;;4,75;4,14;Håk - Har;;1984;Rail Wear varningslista;4,14;;1,73;;110808 00:00;;;;50064;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1322 + 616,76 m;1322 + 850,3 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262478;4831;;;82L50DOMN82;0,86;0,86;Driftplats (nhsp);RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1982;0,53;3,0;;B;;1100;1100;2,73;2,53;1159,0;;0,08;;2,77;2.4;82L50DOMN82;3,43;234;spajan01;2,76;2,99;100;;160518 22:16;2,73;50;2,57;;0,44;;2,99;;3,43;3,17;Stk;;1982;Rail Wear varningslista;3,17;;0,53;;110808 00:00;;;;49941;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1339 + 188,0 m;1339 + 361,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262480;4831;;;83L50DOMN82;5,66;5,66;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1983;5,12;2,0;;B;62.0;1100;1100;3,73;3,49;651,0;;0,06;;3,79;2.4;83L50DOMN82;6,82;173;spajan01;3,75;6,29;100;;160518 22:16;3,73;50;3,52;;0,29;;6,29;;6,82;4,02;Lin - Håk;;1983;Rail Wear varningslista;4,02;;5,12;;110808 00:00;;;;49985;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1400 + 40,0 m;1400 + 397,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262482;4831;;;86L50DOMN86;8,76;8,76;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1986;8,16;2,0;;B;161.0;1100;1100;3,32;3,36;583,0;;0,17;;3,93;2.4;86L50DOMN86;8,09;357;spajan01;3,93;7,4;100;;160518 22:16;3,36;50;3,44;;1,03;;7,4;;8,09;3,93;Kx - Rsi;;1986;Rail Wear varningslista;3,71;;8,16;;110808 00:00;;;;31232;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1392 + 921,92 m;1393 + 235,76 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262484;4831;;;86L50DOMN85;4,09;4,09;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1986;3,34;2,0;;B;;1100;1100;3,57;2,85;861,0;;0,03;;3,39;2.4;86L50DOMN85;5,81;313;spajan01;3,3;5,24;100;;160518 22:16;3,57;50;2,87;;0,28;;5,24;;5,81;3,76;Gy - Kx;;1986;Rail Wear varningslista;3,76;;3,34;;110808 00:00;;;;50186;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1398 + 4,0 m;1398 + 250,75 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262486;4831;;;86L50DOMN85;6,75;6,75;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1986;5,64;2,0;;B;43.0;1100;1100;3,24;2,61;592,0;;0,24;;3,28;2.4;86L50DOMN85;6,69;247;spajan01;2,95;6,06;100;;160518 22:16;3,24;50;2,73;;0,66;;6,06;;6,69;3,58;Gy - Kx;;1986;Rail Wear varningslista;3,58;;5,64;;110808 00:00;;;;50197;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1340 + 515,89 m;1340 + 712,7 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262488;4831;;;83L50DOMN82;10,22;10,22;Linje;RPM_1108081420A_113A_E_1318_147;-;32.0;;2;1983;8,99;2,0;;B;705.0;1100;1100;6,12;5,51;584,0;;0,06;;6,61;2.4;83L50DOMN82;11,51;198;spajan01;6,61;10,61;100;;160518 22:16;6,12;50;5,54;98.0;0,66;;10,61;;11,51;6,61;Lin - Håk;;1983;Rail Wear varningslista;6,52;;8,99;;110808 00:00;;;;31110;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1380 + 573,57 m;1380 + 701,7 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262491;4831;;;86L50DOMN86;0,48;0,48;Driftplats (nhsp);RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1986;0,18;3,0;;B;;1100;1100;1,73;2,38;2550,0;;0,06;;2,69;2.4;86L50DOMN86;2,69;128;spajan01;2,61;1,82;100;;160518 22:16;2,38;50;2,41;;0,19;;2,41;;2,14;2,61;Lab;;1986;Rail Wear varningslista;2,02;;0,18;;110808 00:00;;;;50162;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1343 + 420,42 m;1343 + 710,71 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262493;4831;;;83L50DOMN82;6,63;6,63;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;6.0;;2;1983;5,94;2,0;;B;151.0;1100;1100;4,4;3,83;603,0;;0,32;;6,09;2.4;83L50DOMN82;7,73;290;spajan01;5,84;7,37;100;;160518 22:16;4,4;50;3,99;;0,7;;7,37;;7,73;5,84;Lin - Håk;;1983;Rail Wear varningslista;5,18;;5,94;;110808 00:00;;;;49995;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1380 + 883,88 m;1381 + 338,66 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262495;4831;;;85L50DOMN85;2,09;2,09;Driftplats (nhsp);RPM_1108081420A_113A_E_1318_147;P-Ec;1.0;;2;1986;1,21;3,0;;B;;1100;1100;2,56;2,4;957,0;;0,06;;8,0;2.4;85L50DOMN85;8,0;456;spajan01;7,66;3,16;100;;160518 22:16;2,56;50;2,43;;0,89;;3,16;;5,25;7,66;Lab;;1986;Rail Wear varningslista;4,9;;1,21;;110808 00:00;;;;31210;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1339 + 437,0 m;1339 + 526,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262497;4831;;;83L50DOMN82;6,24;6,24;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1983;5,17;2,0;;B;68.0;1100;1100;3,74;2,99;669,0;;0,15;;3,46;2.4;83L50DOMN82;7,52;89;spajan01;3,4;6,32;100;;160518 22:16;3,74;50;3,07;;0,45;;6,32;;7,52;4,55;Lin - Håk;;1983;Rail Wear varningslista;4,55;;5,17;;110808 00:00;;;;31106;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1360 + 490,0 m;1360 + 889,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262499;4831;;;84L50DOMN83;1,71;1,71;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1984;1,14;2,0;;B;;1100;1100;2,84;2,82;940,0;;0,05;;3,38;2.4;84L50DOMN83;4,11;399;spajan01;3,38;3,41;100;;160518 22:16;2,84;50;2,84;;0,34;;3,41;;4,11;3,38;Har - Fjå;;1984;Rail Wear varningslista;3,36;;1,14;;110808 00:00;;;;31171;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1357 + 986,0 m;1358 + 17,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262501;4831;;;84L50DOMN83;0,37;0,05;Driftplats (nhsp);RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1984;0,23;2,0;;B;;1100;1100;2,26;1,68;99000,0;;0,23;;2,39;2.4;84L50DOMN83;2,52;30;spajan01;2,31;2,27;100;;160518 22:16;2,26;50;1,79;;0,37;;2,27;;2,52;2,51;Har;;1984;Rail Wear varningslista;2,51;;0,02;;110808 00:00;;;;31164;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1396 + 990,0 m;1397 + 455,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262503;4831;;;86L50DOMN85;6,97;6,97;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1986;5,23;2,0;;B;69.0;1100;1100;3,24;2,56;700,0;;0,22;;3,67;2.4;86L50DOMN85;7,28;467;spajan01;3,39;5,85;100;;160518 22:16;3,24;50;2,67;;0,88;;5,85;;7,28;3,79;Gy - Kx;;1986;Rail Wear varningslista;3,79;;5,23;;110808 00:00;;;;31228;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1401 + 456,0 m;1402 + 228,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262505;4831;;;86L50DOMN86;9,8;9,8;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1986;8,58;2,0;;B;526.0;1100;1100;3,11;3,21;590,0;;0,04;;3,74;2.4;86L50DOMN86;8,3;770;spajan01;3,74;7,4;100;;160518 22:16;3,21;50;3,24;;0,86;;7,4;;8,3;3,74;Kx - Rsi;;1986;Rail Wear varningslista;3,68;;8,58;;110808 00:00;;;;31234;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1322 + 262,47 m;1322 + 469,06 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262506;4831;;;82L50DOMN82;0,69;0,69;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1982;0,52;3,0;;B;;1100;1100;2,06;3,24;-2167,0;;0,26;;3,8;2.4;82L50DOMN82;3,8;207;spajan01;3,65;2,32;100;;160518 22:16;3,24;50;3,37;;0,49;;3,37;;3,14;3,65;Gv - Stk;;1982;Rail Wear varningslista;2,87;;0,52;;110808 00:00;;;;49933;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1381 + 338,66 m;1381 + 956,04 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262507;4831;;;85L50DOMN85;6,68;6,68;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1985;5,1;2,0;;B;152.0;1100;1100;3,38;2,9;-590,0;;0,29;;3,4;2.4;85L50DOMN85;7,23;618;spajan01;3,29;5,93;100;;160518 22:16;3,38;50;3,04;;0,76;;5,93;;7,23;3,99;Lab - Sjka;;1985;Rail Wear varningslista;3,99;;5,1;;110808 00:00;;;;31211;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1405 + 622,0 m;1406 + 682,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262508;4831;;;11L60DO11;5,59;5,59;Linje;RPM_1108081420A_113A_E_1318_147;P-Fc;31.0;;1;2011;2,62;3,0;;B2.5F;290.0;LHT;LHT;3,6;3,81;-1735,0;1.0;0,96;;11,03;2.4;11L60DO11;11,03;1060;spajan01;9,35;4,91;100;;160518 22:16;3,81;60;4,29;;5,1;;4,91;;9,01;9,35;Rsi - Kia;;2011;Rail Wear varningslista;8,19;;2,62;;110808 00:00;;;;35361;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1350 + 753,25 m;1351 + 272,27 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262509;4831;;;83L50DOMN83;6,21;6,21;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1983;5,05;2,0;;B;316.0;1100;1100;4,41;3,47;-596,0;;0,08;;3,84;2.4;83L50DOMN83;8,15;520;spajan01;3,79;6,93;100;;160518 22:16;4,41;50;3,51;;0,28;;6,93;;8,15;5,28;Håk - Har;;1983;Rail Wear varningslista;5,28;;5,05;;110808 00:00;;;;31152;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1371 + 796,2 m;1372 + 505,5 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262510;4831;;;85L50DOMN84;7,29;7,29;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1985;6,47;2,0;;B;127.0;1100;1100;2,77;2,87;-596,0;;0,43;;3,47;2.4;85L50DOMN84;6,53;707;spajan01;3,32;6,01;100;;160518 22:16;2,87;50;3,08;;0,75;;6,01;;6,53;3,52;Fjå - Ktm;;1985;Rail Wear varningslista;3,52;;6,47;;110808 00:00;;;;31200;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1384 + 712,29 m;1385 + 196,2 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262511;4831;;;85L50DOMN85;7,96;7,96;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1985;6,63;2,0;;B;281.0;1100;1100;4,17;3,61;-595,0;;0,05;;4,29;2.4;85L50DOMN85;8,69;485;spajan01;4,26;7,49;100;;160518 22:16;4,17;50;3,63;;0,31;;7,49;;8,69;5,04;Sjka - Gy;;1985;Rail Wear varningslista;5,04;;6,63;;110808 00:00;;;;31213;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1342 + 555,44 m;1342 + 959,04 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262512;4831;;;14?50?;8,62;8,62;Linje;RPM_1108081420A_113A_E_1318_147;-;77.0;;2;1983;7,27;2,0;;B;701.0;?;1100;5,56;5,8;-601,0;;0,11;;6,4;2.4;83L50DOMN82;10,7;404;spajan01;6,37;9,19;100;;160518 22:16;5,8;50;5,86;23.0;0,51;;9,19;;10,7;6,79;Lin - Håk;;2014;Rail Wear varningslista;6,79;;7,27;;110808 00:00;;;;31113;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1333 + 872,87 m;1333 + 916,92 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262513;4831;;;82L50DOMN82;0,95;0,95;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1982;0,46;3,0;;B;;1100;1100;2,65;2,92;-99000,0;;0,12;;3,42;2.4;82L50DOMN82;4,03;44;spajan01;3,11;2,88;100;;160518 22:16;2,92;50;2,98;;0,62;;2,98;;4,03;3,55;Stk - Lin;;1982;Rail Wear varningslista;3,55;;0,46;;110808 00:00;;;;31093;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1391 + 783,22 m;1392 + 311,31 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262514;4831;;;86L50DOMN85;3,15;3,15;Driftplats (nhsp);RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1986;2,26;2,0;;B;;1100;1100;2,8;3,27;-978,0;;0,05;;5,32;2.4;86L50DOMN85;5,32;534;spajan01;5,32;3,93;100;;160518 22:16;3,27;50;3,29;;0,19;;3,93;;4,83;5,32;Gy;;1986;Rail Wear varningslista;4,67;;2,26;;110808 00:00;;;;31220;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1374 + 238,76 m;1374 + 710,29 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262515;4831;;;85L50DOMN85;2,82;2,82;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1985;2,19;3,0;;B;;1100;1100;2,71;2,9;-977,0;;0,13;;3,44;2.4;85L50DOMN85;4,22;472;spajan01;3,35;3,81;100;;160518 22:16;2,9;50;2,97;;0,28;;3,81;;4,22;3,35;Ktm - Lab;;1985;Rail Wear varningslista;3,14;;2,19;;110808 00:00;;;;31203;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1342 + 959,04 m;1343 + 145,14 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262516;4831;;;14?50?;8,08;8,08;Linje;RPM_1108081420A_113A_E_1318_147;-;18.0;;2;1983;6,54;2,0;;B;575.0;?;1100;5,37;5,61;-586,0;;0,14;;6,17;2.4;83L50DOMN82;10,12;185;spajan01;6,13;8,64;100;;160518 22:16;5,61;50;5,68;11.0;0,44;;8,64;;10,12;6,13;Lin - Håk;;2014;Rail Wear varningslista;6,12;;6,54;;110808 00:00;;;;31114;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1343 + 145,14 m;1343 + 420,42 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262517;4831;;;14?50?;8,18;8,18;Linje;RPM_1108081420A_113A_E_1318_147;-;;;2;1983;6,74;2,0;;B;582.0;?;1100;5,37;5,29;-602,0;;0,13;;5,73;2.4;83L50DOMN82;10,12;275;spajan01;5,67;8,74;100;;160518 22:16;5,37;50;5,36;6.0;0,31;;8,74;;10,12;6,03;Lin - Håk;;2014;Rail Wear varningslista;6,03;;6,74;;110808 00:00;;;;31115;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1331 + 152,85 m;1331 + 583,42 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262518;4831;;;82L50DOMN82;6,47;6,47;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1982;5,28;2,0;;B;197.0;1100;1100;4,34;2,97;594,0;;0,29;;3,76;2.4;82L50DOMN82;8,15;431;spajan01;3,46;6,98;100;;160518 22:16;4,34;50;3,12;;0,75;;6,98;;8,15;5,02;Stk - Lin;;1982;Rail Wear varningslista;5,02;;5,28;;110808 00:00;;;;31089;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1361 + 482,48 m;1361 + 719,72 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262519;4831;;;84L50DOMN83;0,51;0,51;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1984;0,34;2,0;;B;;1100;1100;2,5;2,62;1463,0;;0,06;;3,06;2.4;84L50DOMN83;3,06;237;spajan01;3,06;2,67;100;;160518 22:16;2,62;50;2,65;;0,41;;2,67;;2,84;3,06;Har - Fjå;;1984;Rail Wear varningslista;2,75;;0,34;;110808 00:00;;;;50097;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1346 + 130,0 m;1346 + 549,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262520;4831;;;83L50DOMN83;3,92;3,92;Driftplats (nhsp);RPM_1108081420A_113A_E_1318_147;P-Ec;33.0;;2;1984;0,58;2,0;;B;68.0;1100;1100;0,82;4,86;595,0;;0,15;;8,42;2.4;83L50DOMN83;9,65;419;spajan01;8,17;1,11;100;;160518 22:16;4,86;50;4,94;;2,23;;4,94;;9,65;8,81;Håk;;1984;Rail Wear varningslista;8,81;;0,58;;110808 00:00;;;;31140;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1367 + 200,2 m;1367 + 643,64 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262521;4831;;;84L50DOMN83;2,19;2,19;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1984;1,66;2,0;;B;;1100;1100;3,11;3,45;1164,0;;0,07;;4,03;2.4;84L50DOMN83;4,55;443;spajan01;3,85;3,94;100;;160518 22:16;3,45;50;3,48;;0,4;;3,94;;4,55;3,85;Har - Fjå;;1984;Rail Wear varningslista;3,7;;1,66;;110808 00:00;;;;31189;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1341 + 644,85 m;1341 + 918,48 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262523;4831;;;83L50DOMN82;6,17;6,17;Linje;RPM_1108081420A_113A_E_1318_147;Hambo;1.0;;2;1983;5,04;2,0;;B;132.0;1100;1100;5,6;5,07;640,0;;0,19;;6,11;2.4;83L50DOMN82;9,01;272;spajan01;5,81;8,12;100;;160518 22:16;5,6;50;5,17;;0,61;;8,12;;9,01;5,92;Lin - Håk;;1983;Rail Wear varningslista;5,92;;5,04;;110808 00:00;;;;49992;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1328 + 826,82 m;1329 + 195,8 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262525;4831;;;82L50DOMN82;4,87;4,87;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1982;3,99;2,0;;B;2.0;1100;1100;3,16;2,04;786,0;;0,13;;2,88;2.4;82L50DOMN82;6,2;374;spajan01;2,66;5,16;100;;160518 22:16;3,16;50;2,1;;0,43;;5,16;;6,2;3,76;Stk - Lin;;1982;Rail Wear varningslista;3,76;;3,99;;110808 00:00;;;;49974;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1346 + 627,0 m;1346 + 876,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262527;4831;;;83L50DOMN83;1,36;1,36;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1983;0,73;2,0;;B;;1100;1100;0,82;4,81;602,0;;0,09;;5,47;2.4;83L50DOMN83;5,47;249;spajan01;5,22;1,19;100;;160518 22:16;4,81;50;4,85;;0,65;;4,85;;1,46;5,22;Håk - Har;;1983;Rail Wear varningslista;0,94;;0,73;;110808 00:00;;;;31142;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1317 + 843,84 m;1318 + 224,55 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262529;4831;;;82L50DOMN82;0,78;0,78;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1982;0,62;2,0;;B;;1100;1100;2,88;2,37;2060,0;;0,07;;2,93;2.4;82L50DOMN82;3,27;380;spajan01;2,84;3,19;21;;160518 22:16;2,88;50;2,4;;0,29;;3,19;;3,27;3,02;Gv - Stk;;1982;Rail Wear varningslista;3,02;;0,62;;110808 00:00;;;;31054;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1319 + 862,86 m;1320 + 292,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262531;4831;;;82L50DOMN82;2,81;2,81;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1982;2,11;2,0;;B;;1100;1100;3,77;2,53;947,0;;0,14;;3,05;2.4;82L50DOMN82;5,69;428;spajan01;3,02;4,82;100;;160518 22:16;3,77;50;2,6;;0,5;;4,82;;5,69;4,39;Gv - Stk;;1982;Rail Wear varningslista;4,39;;2,11;;110808 00:00;;;;31056;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1376 + 637,64 m;1377 + 203,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262533;4831;;;85L50DOMN85;1,67;1,67;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1985;0,98;3,0;;B;;1100;1100;2,88;2,29;1475,0;;0,04;;2,68;2.4;85L50DOMN85;4,15;566;spajan01;2,67;3,37;100;;160518 22:16;2,88;50;2,31;;0,26;;3,37;;4,15;3,53;Ktm - Lab;;1985;Rail Wear varningslista;3,53;;0,98;;110808 00:00;;;;31205;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1352 + 971,03 m;1353 + 439,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262534;4831;;;83L50DOMN83;2,4;2,4;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1983;1,54;2,0;;B;;1100;1100;3,11;3,07;946,0;;0,0;;3,59;2.4;83L50DOMN83;4,6;466;spajan01;3,59;3,88;100;;160518 22:16;3,11;50;3,07;;0,06;;3,88;;4,6;3,72;Håk - Har;;1983;Rail Wear varningslista;3,72;;1,54;;110808 00:00;;;;31155;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1350 + 351,65 m;1350 + 753,25 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262535;4831;;;83L50DOMN83;6,0;6,0;Linje;RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1983;5,03;2,0;;B;191.0;1100;1100;4,44;3,52;579,0;;0,37;;4,46;2.4;83L50DOMN83;7,51;402;spajan01;4,21;6,96;100;;160518 22:16;4,44;50;3,7;;0,66;;6,96;;7,51;4,81;Håk - Har;;1983;Rail Wear varningslista;4,81;;5,03;;110808 00:00;;;;31151;;;;;;;;;;;;;;;;;;;;;;;;;
113A;1357 + 291,0 m;1357 + 584,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110808 00:00;111008 00:00;2363262536;4831;;;84L50DOMN84;0,46;0,22;Driftplats (nhsp);RPM_1108081420A_113A_E_1318_147;P-Ec;;;2;1984;0,16;2,0;;B;;1100;1100;2,2;2,17;-908,0;;0,16;;2,76;2.4;84L50DOMN84;2,84;293;spajan01;2,72;2,21;100;;160518 22:16;2,2;50;2,25;;0,46;;2,25;;2,84;2,73;Har;;1984;Rail Wear varningslista;2,73;;0,03;;110808 00:00;;;;50074;;;;;;;;;;;;;;;;;;;;;;;;;
