Bandel;Startläge;Slutläge;Spårnamn;Event Category;Event Type;Start Date;End Date;Reference ID;Day Age;Last Edited By;Last Edited Time;Räl Beskrivning Yttersträng;Max Sidoslitage;Max Sidoslitage Yttersträng;Sträcka;Mätning;Befästningsmodell;Längd sträcka H > 6 mm Innersträng (m);Mätning Spårvidd;Spårklass;Räl Inläggningsår Innersträng;Medel Sidoslitage Cirkulärkurva;Hastighetsklass;Medel Spårvidd Cirkulärkurva;Slipermodell;Längd sträcka H > 6 mm Yttersträng (m);Räl Stålsort Yttersträng;Räl Stålsort Innersträng;Medel Höjdslitage Yttersträng Cirkulärkurva;Medel Höjdslitage Innersträng Cirkulärkurva;Radie;Längd sträcka H > 10 mm Innersträng (m);Medel Sidoslitage Innersträng Cirkulärkurva;Procent mätt Spårvidd;Max H Innersträng;Skriptversion;Räl Beskrivning Innersträng;Max H;Längd Kurva (m);_Skapat_av;Max Höjdslitage Innersträng;Medel H Yttersträng Cirkulärkurva;Procent mätt;Medel Spårvidd - Sidoslitage Cirkulärkurva;_Skapat_datum;Medel Höjdslitage Cirkulärkurva;Rälvikt (kg);Medel H Innersträng Cirkulärkurva;Längd sträcka H > 10 mm Yttersträng (m);Max Sidoslitage Innersträng;Max Spårvidd;Medel H Cirkulärkurva;Max Spårvidd - Max Sidoslitage;Max H Yttersträng;Max Höjdslitage;Plats;Längd Spårvidd max över UH1 gräns;Räl Inläggningsår Yttersträng;Skriptnamn;Max Höjdslitage Yttersträng;Min Spårvidd;Medel Sidoslitage Yttersträng Cirkulärkurva;Mätvagn;Mätdatum;Geometrityp;Räl Stålsort Höger räl;Medel Höjdslitage Vänster räl;BIS objnr;Längd sträcka H > 10 mm Vänster räl (m);Medel H Vänster räl;Medel Sidoslitage Vänster räl;Räl Inläggningsår Vänster räl;Räl Inläggningsår Höger räl;Max H Vänster räl;Max Höjdslitage Höger räl;Längd sträcka H > 10 mm Höger räl (m);Max Höjdslitage Vänster räl;Max Sidoslitage Vänster räl;Max Sidoslitage Höger räl;Medel Höjdslitage Höger räl;Medel H Höger räl;Medel Sidoslitage Höger räl;Max H Höger räl;Räl Beskrivning Vänster räl;Längd sträcka H > 6 mm Höger räl (m);Räl Stålsort Vänster räl;Räl Beskrivning Höger räl;Längd sträcka H > 6 mm Vänster räl (m);Medel Sidoslitage;Medel H;Medel Höjdslitage;Radie (meter);Event ID
118;1203 + 230,1 m;1203 + 255,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267451;3698;;;;4,4;4,4;Driftplats (ahsp);RPM_1409140956A_118_E_1311_499;;;SPL_1409140956A_118A_E_1311_503;;;1,88;1,0;2,2;;;;;1,85;1,38;760,0;;0,36;100,0;1,94;2.4;;4,28;25;spajan01;1,77;2,79;100;0,32;160514 12:46;1,85;;1,56;;0,46;5,3;2,79;0,9;4,28;2,08;Lkä;;;Rail Wear varningslista;2,08;-0,0;1,88;;140914 00:00;;;;38197;;;;;;;;;;;;;;;;;;;;;;;;;
118;1227 + 730,0 m;1228 + 185,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267452;4459;;;93L60DO93;8,0;8,0;Linje;RPM_1208141106A_118_E_1193_940;P-Ec;21.0;;1;1993;6,26;2,0;;B2.5;382.0;1100;1100;6,01;5,38;-585,0;;0,5;;6,21;2.4;93L60DO93;10,41;458;spajan01;6,03;9,13;99;;160518 02:33;6,01;60;5,63;6.0;0,61;;9,13;;10,41;6,57;Tet - Mk;;1993;Rail Wear varningslista;6,57;;6,26;;120814 00:00;;;;494;;;;;;;;;;;;;;;;;;;;;;;;;
118;1191 + 556,0 m;1191 + 825,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267453;3698;;;05L60DO05;6,19;6,19;Linje;RPM_1409140956A_118_E_1311_499;p-Ecd;19.0;SPL_1409140956A_118A_E_1311_503;1;2014;4,18;2,0;16,4;B;295.0;900A;LHT;5,56;1,42;-450,0;;0,25;100,0;6,68;2.4;14L60?;9,71;267;spajan01;6,31;7,64;100;12,22;160514 12:46;5,56;60;1,55;;1,54;19,5;7,64;13,31;9,71;6,7;Stä - Glt;397.29999999999995;2005;Rail Wear varningslista;6,7;3,9;4,18;;140914 00:00;;;;813;;;;;;;;;;;;;;;;;;;;;;;;;
118;1199 + 115,0 m;1199 + 157,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267454;4459;;;91L60DO91;3,67;3,67;Linje;RPM_1208141106A_118_E_1193_940;-;;;1;1991;3,21;2,0;;B;;900A;900A;3,74;1,49;-682,0;;0,0;;1,64;2.4;91L60DO91;5,65;42;spajan01;1,64;5,34;100;;160518 02:33;3,74;60;1,49;;0,0;;5,34;;5,65;3,99;Glt - Lkä;;1991;Rail Wear varningslista;3,99;;3,21;;120814 00:00;;;;447;;;;;;;;;;;;;;;;;;;;;;;;;
118;1199 + 723,0 m;1200 + 44,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267455;4459;;;05L60DO05;4,26;4,26;Linje;RPM_1208141106A_118_E_1193_940;-;323.0;;1;2009;3,14;2,0;;B;70.0;900A;LHT;4,22;1,82;535,0;;0,03;;9,16;2.4;09L60DO09;9,16;319;spajan01;9,13;5,79;100;;160518 02:33;4,22;60;1,84;;0,32;;5,79;;8,96;9,13;Glt - Lkä;;2005;Rail Wear varningslista;8,81;;3,14;;120814 00:00;;;;847;;;;;;;;;;;;;;;;;;;;;;;;;
118;1206 + 120,0 m;1206 + 392,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267456;3698;;;93L60DO93;5,14;5,14;Linje;RPM_1409140956A_118_E_1311_499;-;1.0;SPL_1409140956A_118A_E_1311_503;1;1993;3,71;2,0;17,3;B2.5;151.0;1100;1100;4,42;5,16;-753,0;;0,0;100,0;6,48;2.4;93L60DO93;7,2;272;spajan01;6,48;6,28;100;13,59;160514 12:46;5,16;60;5,16;;0,01;21,9;6,28;16,76;7,2;6,48;Lkä - Nb;372.6;1993;Rail Wear varningslista;4,77;4,6;3,71;;140914 00:00;;;;34857;;;;;;;;;;;;;;;;;;;;;;;;;
118;1161 + 754,0 m;1162 + 361,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267458;3698;;;91L60DO90;0,6;0,49;Driftplats (nhsp);RPM_1409140956A_118_E_1311_499;P-Ec;;SPL_1409140956A_118A_E_1311_503;1;2008;0,39;3,0;5,1;B;;900A;900A;1,17;2,19;-1600,0;;0,39;100,0;3,43;2.4;91L60DO90;3,43;439;spajan01;3,24;1,18;100;4,71;160514 12:46;2,19;60;2,38;;0,6;6,4;2,38;5,8;2,6;3,24;Lså;;2008;Rail Wear varningslista;2,59;0,2;0,01;;140914 00:00;;;;762;;;;;;;;;;;;;;;;;;;;;;;;;
118;1217 + 489,0 m;1217 + 785,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267461;4459;;;93L60DO93;2,75;2,75;Linje;RPM_1208141106A_118_E_1193_940;P-Ec;;;1;1993;1,76;3,0;;B2.5;;1100;1100;4,17;4,03;920,0;;0,0;;4,77;2.4;93L60DO93;5,74;296;spajan01;4,77;5,05;100;;160518 02:33;4,17;60;4,03;;0,56;;5,05;;5,74;5,03;Nb - Tet;;1993;Rail Wear varningslista;5,03;;1,76;;120814 00:00;;;;902;;;;;;;;;;;;;;;;;;;;;;;;;
118;1212 + 928,0 m;1213 + 77,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267462;3698;;;93L60DO93;0,67;0,67;Linje;RPM_1409140956A_118_E_1311_499;P-Ec;;SPL_1409140956A_118A_E_1311_503;1;1993;0,5;3,0;3,7;B2.5;;1100;1100;2,76;3,02;-3520,0;;0,0;100,0;3,67;2.4;93L60DO93;3,78;151;spajan01;3,67;3,01;100;3,2;160514 12:46;3,02;60;3,02;;0,02;7,3;3,02;6,63;3,78;3,67;Lkä - Nb;;1993;Rail Wear varningslista;3,5;-0,8;0,5;;140914 00:00;;;;884;;;;;;;;;;;;;;;;;;;;;;;;;
118;1185 + 653,0 m;1185 + 860,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267466;3698;;;13L60DO13;0,85;0,85;Linje;RPM_1409140956A_118_E_1311_499;-;641.0;SPL_1409140956A_118A_E_1311_503;1;2015;0,62;2,0;14,5;B;;LHT;LHT;1,35;11,87;-590,0;143.0;0,01;100,0;13,93;2.4;15L60DO15;13,93;204;spajan01;13,93;1,66;100;13,88;160514 12:46;11,87;60;11,88;;0,33;21,7;11,88;20,85;5,71;13,93;Stä - Glt;130.7;2014;Rail Wear varningslista;5,56;3,1;0,62;;140914 00:00;;;;801;;;;;;;;;;;;;;;;;;;;;;;;;
118;1205 + 752,0 m;1206 + 120,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267468;3698;;;93L60DO93;4,68;4,68;Linje;RPM_1409140956A_118_E_1311_499;-;;SPL_1409140956A_118A_E_1311_503;1;1993;3,58;2,0;15,2;B2.5;321.0;1100;1100;4,51;5,59;-845,0;;0,0;100,0;5,93;2.4;93L60DO93;7,08;368;spajan01;5,93;6,3;104;11,62;160514 12:46;5,59;60;5,59;;0,0;19,3;6,3;14,62;7,08;5,93;Lkä - Nb;127.4;1993;Rail Wear varningslista;5,0;3,8;3,58;;140914 00:00;;;;20152;;;;;;;;;;;;;;;;;;;;;;;;;
118;1211 + 477,0 m;1211 + 676,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267470;3698;;;93L60DO93;1,67;1,67;Linje;RPM_1409140956A_118_E_1311_499;P-Ec;;SPL_1409140956A_118A_E_1311_503;1;1993;0,57;3,0;6,7;B2.5;;1100;1100;2,81;3,23;-1410,0;;0,57;100,0;3,9;2.4;93L60DO93;4,2;199;spajan01;3,67;2,87;100;6,13;160514 12:46;3,23;60;3,51;;0,78;14,7;3,51;13,03;4,2;3,67;Lkä - Nb;;1993;Rail Wear varningslista;3,36;0,9;0,11;;140914 00:00;;;;883;;;;;;;;;;;;;;;;;;;;;;;;;
118;1222 + 959,0 m;1222 + 991,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267471;3698;;;07L60DO;0,73;0,23;Driftplats (ahsp);RPM_1409140956A_118_E_1311_499;P-Ec;;SPL_1409140956A_118A_E_1311_503;1;2007;0,63;1,0;2,5;B;;LHT;LHT;0,6;1,14;-99005,0;;0,63;100,0;1,51;2.4;07L60DO;1,51;32;spajan01;1,19;0,65;100;1,87;160514 12:46;1,14;60;1,45;;0,73;3,8;1,45;3,07;0,76;1,19;Tet;;2007;Rail Wear varningslista;0,66;1,3;0,1;;140914 00:00;;;;32385;;;;;;;;;;;;;;;;;;;;;;;;;
118;1215 + 937,0 m;1216 + 104,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267472;4459;;;93L60DO93;1,73;1,73;Driftplats (nhsp);RPM_1208141106A_118_E_1193_940;P-Ec;2.0;;1;1993;0,49;3,0;;B2.5;;1100;1100;4,73;5,14;1815,0;;0,27;;6,02;2.4;93L60DO93;6,02;171;spajan01;5,94;4,97;99;;160518 02:33;5,14;60;5,28;;0,46;;5,28;;5,96;5,94;Nb;;1993;Rail Wear varningslista;5,63;;0,49;;120814 00:00;;;;896;;;;;;;;;;;;;;;;;;;;;;;;;
118;1192 + 348,0 m;1192 + 515,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267473;3698;;;91L60DO90;0,14;0,14;Linje;RPM_1409140956A_118_E_1311_499;P-Ec;40.0;SPL_1409140956A_118A_E_1311_503;1;;0,04;2,0;1,0;B;18.0;?;;5,56;5,97;-4000,0;;0,04;100,0;6,48;2.4;;6,49;159;spajan01;6,46;5,58;100;0,96;160514 12:46;5,97;60;5,99;;0,11;4,2;5,99;4,06;6,49;6,49;Stä - Glt;;1991;Rail Wear varningslista;6,49;-2,6;0,04;;140914 00:00;;;;818;;;;;;;;;;;;;;;;;;;;;;;;;
118;1219 + 392,0 m;1219 + 622,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267476;4459;;;93L60DO93;2,93;2,93;Linje;RPM_1208141106A_118_E_1193_940;P-Ec;;;1;1993;1,31;3,0;;B2.5;;1100;1100;3,38;3,15;1170,0;;0,0;;3,48;2.4;93L60DO93;4,81;230;spajan01;3,48;4,04;100;;160518 02:33;3,38;60;3,15;;0,0;;4,04;;4,81;3,8;Nb - Tet;;1993;Rail Wear varningslista;3,8;;1,31;;120814 00:00;;;;907;;;;;;;;;;;;;;;;;;;;;;;;;
118;1197 + 78,0 m;1197 + 375,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267480;4459;;;91L60DO91;0,85;0,84;Linje;RPM_1208141106A_118_E_1193_940;P-Ec;238.0;;1;1991;0,58;2,0;;B;36.0;900A;900A;0,98;0,97;915,0;;0,53;;8,4;2.4;91L60DO91;8,4;297;spajan01;8,22;1,27;100;;160518 02:33;0,98;60;1,23;;0,85;;1,27;;7,47;8,22;Glt - Lkä;;1991;Rail Wear varningslista;7,17;;0,58;;120814 00:00;;;;840;;;;;;;;;;;;;;;;;;;;;;;;;
118;1184 + 662,0 m;1184 + 930,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267481;3698;;;07L60DO;6,87;6,87;Driftplats (nhsp);RPM_1409140956A_118_E_1311_499;p-Ecd;26.0;SPL_1409140956A_118A_E_1311_503;1;2014;5,09;2,0;15,1;B;30.0;LHT;LHT;3,94;1,41;-460,0;1.0;0,33;100,0;10,91;2.4;14L60?;10,91;272;spajan01;10,72;6,49;100;10,01;160514 12:46;3,94;60;1,58;;0,75;17,6;6,49;10,73;7,94;10,72;Stä;179.8;2007;Rail Wear varningslista;4,57;1,9;5,09;;140914 00:00;;;;797;;;;;;;;;;;;;;;;;;;;;;;;;
118;1222 + 236,0 m;1222 + 392,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267482;4459;;;91L60DO90;1,16;1,16;Driftplats (nhsp);RPM_1208141106A_118_E_1193_940;P-Ec;;;1;1991;0,52;3,0;;B;;900;900;3,98;3,92;2130,0;;0,0;;4,31;2.4;91L60DO90;4,75;156;spajan01;4,31;4,24;100;;160518 02:33;3,98;60;3,92;;0,0;;4,24;;4,75;4,48;Tet;;1991;Rail Wear varningslista;4,48;;0,52;;120814 00:00;;;;914;;;;;;;;;;;;;;;;;;;;;;;;;
118;1199 + 157,0 m;1199 + 494,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267489;3698;;;91L60DO91;4,71;4,71;Linje;RPM_1409140956A_118_E_1311_499;-;;SPL_1409140956A_118A_E_1311_503;1;1991;4,02;2,0;17,3;B;375.0;900A;900A;4,22;2,61;-555,0;;0,0;100,0;4,31;2.4;91L60DO91;11,62;337;spajan01;4,31;6,23;100;13,28;160514 12:46;4,22;60;2,61;85.0;0,01;20,1;6,23;15,39;11,62;11,62;Glt - Lkä;349.40000000000003;1991;Rail Wear varningslista;11,62;0,9;4,02;;140914 00:00;;;;448;;;;;;;;;;;;;;;;;;;;;;;;;
118;1209 + 662,0 m;1209 + 874,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267490;4459;;;93L60DO93;2,06;2,06;Linje;RPM_1208141106A_118_E_1193_940;P-Ec;;;1;1993;0,51;3,0;;B2.5;;1100;1100;2,4;2,59;1040,0;;0,51;;3,2;2.4;93L60DO93;4,04;212;spajan01;2,99;2,62;100;;160518 02:33;2,59;60;2,84;;0,69;;2,84;;4,04;3,39;Lkä - Nb;;1993;Rail Wear varningslista;3,39;;0,45;;120814 00:00;;;;880;;;;;;;;;;;;;;;;;;;;;;;;;
118;1181 + 865,0 m;1182 + 321,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;140914 00:00;141114 00:00;2363267495;3698;;;91L60DO90;3,04;3,04;Linje;RPM_1409140956A_118_E_1311_499;P-Ec;513.0;SPL_1409140956A_118A_E_1311_503;1;1991;2,23;3,0;12,5;B;498.0;900;900;7,28;7,33;-1400,0;;0,01;100,0;8,28;2.4;91L60DO90;9,34;448;spajan01;8,28;8,4;100;10,27;160514 12:46;7,33;60;7,33;;0,22;15,1;8,4;12,06;9,34;8,28;Grs - Stä;0.7;1991;Rail Wear varningslista;8,11;2,5;2,23;;140914 00:00;;;;418;;;;;;;;;;;;;;;;;;;;;;;;;
118;1201 + 143,0 m;1201 + 526,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267496;4459;;;91L60DO91;3,12;3,12;Linje;RPM_1208141106A_118_E_1193_940;P-Ec;396.0;;1;1991;2,25;2,0;;B;;900A;900A;1,81;7,75;-673,0;;0,01;;8,66;2.4;91L60DO91;8,66;383;spajan01;8,66;2,94;100;;160518 02:33;7,75;60;7,75;;0,12;;7,75;;3,47;8,66;Glt - Lkä;;1991;Rail Wear varningslista;2,71;;2,25;;120814 00:00;;;;452;;;;;;;;;;;;;;;;;;;;;;;;;
118;1207 + 501,0 m;1207 + 826,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267500;4459;;;93L60DO93;2,77;2,77;Linje;RPM_1208141106A_118_E_1193_940;-;;;1;1993;1,2;3,0;;B2.5;;1100;1100;3,26;3,29;-1000,0;;0,0;;3,66;2.4;93L60DO93;4,93;325;spajan01;3,67;3,85;100;;160518 02:33;3,29;60;3,29;;0,72;;3,85;;4,93;3,74;Lkä - Nb;;1993;Rail Wear varningslista;3,74;;1,2;;120814 00:00;;;;463;;;;;;;;;;;;;;;;;;;;;;;;;
118;1196 + 529,0 m;1196 + 703,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120814 00:00;121014 00:00;2363267502;4459;;;14L60?;2,63;2,63;Linje;RPM_1208141106A_118_E_1193_940;-;61.0;;1;1991;1,77;2,0;;B;886.0;LHT;900A;9,08;8,54;-1274,0;;0,06;;9,45;2.4;91L60DO91;11,39;174;spajan01;9,45;9,96;100;;160518 02:33;9,08;60;8,57;14.0;0,75;;9,96;;11,39;10,08;Glt - Lkä;;2014;Rail Wear varningslista;10,08;;1,77;;120814 00:00;;;;836;;;;;;;;;;;;;;;;;;;;;;;;;
