Bandel;Startläge;Slutläge;Spårnamn;Event Category;Event Type;Start Date;End Date;Reference ID;Day Age;Last Edited By;Last Edited Time;Räl Beskrivning Yttersträng;Max Sidoslitage;Max Sidoslitage Yttersträng;Sträcka;Mätning;Befästningsmodell;Längd sträcka H > 6 mm Innersträng (m);Mätning Spårvidd;Spårklass;Räl Inläggningsår Innersträng;Medel Sidoslitage Cirkulärkurva;Hastighetsklass;Medel Spårvidd Cirkulärkurva;Slipermodell;Längd sträcka H > 6 mm Yttersträng (m);Räl Stålsort Yttersträng;Räl Stålsort Innersträng;Medel Höjdslitage Yttersträng Cirkulärkurva;Medel Höjdslitage Innersträng Cirkulärkurva;Radie;Längd sträcka H > 10 mm Innersträng (m);Medel Sidoslitage Innersträng Cirkulärkurva;Procent mätt Spårvidd;Max H Innersträng;Skriptversion;Räl Beskrivning Innersträng;Max H;Längd Kurva (m);_Skapat_av;Max Höjdslitage Innersträng;Medel H Yttersträng Cirkulärkurva;Procent mätt;Medel Spårvidd - Sidoslitage Cirkulärkurva;_Skapat_datum;Medel Höjdslitage Cirkulärkurva;Rälvikt (kg);Medel H Innersträng Cirkulärkurva;Längd sträcka H > 10 mm Yttersträng (m);Max Sidoslitage Innersträng;Max Spårvidd;Medel H Cirkulärkurva;Max Spårvidd - Max Sidoslitage;Max H Yttersträng;Max Höjdslitage;Plats;Längd Spårvidd max över UH1 gräns;Räl Inläggningsår Yttersträng;Skriptnamn;Max Höjdslitage Yttersträng;Min Spårvidd;Medel Sidoslitage Yttersträng Cirkulärkurva;Mätvagn;Mätdatum;Geometrityp;Räl Stålsort Höger räl;Medel Höjdslitage Vänster räl;BIS objnr;Längd sträcka H > 10 mm Vänster räl (m);Medel H Vänster räl;Medel Sidoslitage Vänster räl;Räl Inläggningsår Vänster räl;Räl Inläggningsår Höger räl;Max H Vänster räl;Max Höjdslitage Höger räl;Längd sträcka H > 10 mm Höger räl (m);Max Höjdslitage Vänster räl;Max Sidoslitage Vänster räl;Max Sidoslitage Höger räl;Medel Höjdslitage Höger räl;Medel H Höger räl;Medel Sidoslitage Höger räl;Max H Höger räl;Räl Beskrivning Vänster räl;Längd sträcka H > 6 mm Höger räl (m);Räl Stålsort Vänster räl;Räl Beskrivning Höger räl;Längd sträcka H > 6 mm Vänster räl (m);Medel Sidoslitage;Medel H;Medel Höjdslitage;Radie (meter);Event ID
117A;1242 + 407,0 m;1242 + 831,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160921 00:00;161121 00:00;2363268277;2960;;;93L60DO93;4,11;4,11;Driftplats (nhsp);RPM_1609210938A_117A_E_1242_334;P-Ec;18.0;SPL_1609210938A_118A_E_1242_328;1;2000;1,79;2,0;7,7;B;27.0;1100;1100;4,91;7,25;-967,0;;0,66;28,0;9,64;2.5;93L60DO93;10,64;424;zeimik02;8,99;5,8;28;5,91;161004 16:10;7,25;60;7,58;5.0;1,47;15,7;7,58;11,59;10,64;9,16;Pc;;2000;Rail Wear varningslista;9,16;1,9;1,79;;160921 00:00;;;;526;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1231 + 950,0 m;1232 + 8,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110415 00:00;110615 00:00;2363268288;4946;;;93L60DO93;3,31;3,31;Driftplats (nhsp);RPM_1104151350A_117A_E_1233_92;-;;;1;1993;2,19;2,0;;B2.5;7.0;1100;1100;3,2;2,48;959,0;;0,0;;5,78;2.4;93L60DO93;6,91;469;spajan01;5,78;4,3;94;;160518 19:19;3,2;60;2,48;;1,3;;4,3;;6,91;6,5;Mk;;1993;Rail Wear varningslista;6,5;;2,19;;110415 00:00;;;;499;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1232 + 329,0 m;1232 + 577,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110415 00:00;110615 00:00;2363268294;4946;;;93L60DO93;2,76;2,76;Linje;RPM_1104151350A_117A_E_1233_92;P-Ec;;;1;1993;2,13;2,0;;B2.5;;1100;1100;3,09;3,35;-803,0;;0,46;;4,88;2.4;93L60DO93;5,02;248;spajan01;4,27;4,16;100;;160518 19:19;3,35;60;3,58;;1,22;;4,16;;5,02;4,3;Mk - Pc;;1993;Rail Wear varningslista;4,3;;2,13;;110415 00:00;;;;945;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1248 + 113,0 m;1248 + 329,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160809 09:01;161009 09:01;2363268296;3003;;;93L60DO93;4,99;4,99;Linje;RPM_1608090901A_117A_E_1150_890;P-Ec;1.0;SPL_1608090901A_118A_E_1150_890;1;1993;3,01;2,0;12,9;B;31.0;1100;1100;4,64;3,82;950,0;;-0,62;100,0;9,15;2.7;93L60DO93;9,15;216;anubjo02;8,81;6,14;100;9,89;161216 09:39;4,64;60;3,52;;1,18;17,0;6,14;12,01;7,54;8,81;Pc - Kva;27.3;1993;Rail Wear varningslista;5,31;2,4;3,01;;160809 09:01;;;;1004;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1301 + 70,0 m;1301 + 354,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160809 09:01;161009 09:01;2363268308;3003;;;15L60DO15;0,95;0,69;Linje;RPM_1608090901A_117A_E_1150_890;P-Ec;;SPL_1608090901A_118A_E_1150_890;1;2015;0,44;3,0;2,2;B2.5F;;LHT;LHT;1,05;0,81;2400,0;;0,23;100,0;1,65;2.7;15L60DO15;1,65;284;anubjo02;1,17;1,27;100;1,76;161216 09:39;1,05;60;0,92;;0,95;4,8;1,27;3,85;1,58;1,29;Hrt - Kaa;;2015;Rail Wear varningslista;1,29;-0,5;0,44;;160809 09:01;;;;601;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1265 + 533,0 m;1265 + 878,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160809 09:01;161009 09:01;2363268313;3003;;;89L60DO89;9,08;9,08;Driftplats (nhsp);RPM_1608090901A_117A_E_1150_890;P-Ec;38.0;SPL_1608090901A_118A_E_1150_890;1;1989;8,05;2,0;16,9;B;321.0;900;900;6,19;4,4;470,0;;0,13;100,0;9,41;2.7;89L60DO89;11,39;345;anubjo02;9,67;10,22;100;8,85;161216 09:39;6,19;60;4,47;84.0;0,5;20,0;10,22;10,92;11,39;9,67;Ntv;653.5000000000002;1989;Rail Wear varningslista;7,26;0,4;8,05;;160809 09:01;;;;1051;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1277 + 279,0 m;1277 + 502,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160809 09:01;161009 09:01;2363268315;3003;;;13L60DO13;4,06;4,06;Linje;RPM_1608090901A_117A_E_1150_890;P-Ec;;SPL_1608090901A_118A_E_1150_890;1;1993;2,23;3,0;12,3;B;2.0;LHT;1100;3,41;3,31;1055,0;;0,16;100,0;4,33;2.7;93L60DO93;6,05;223;anubjo02;4,02;4,53;100;10,07;161216 09:39;3,41;60;3,39;;0,94;17,2;4,53;13,14;6,05;4,02;Klv - Nrt;142.6;2013;Rail Wear varningslista;4,02;-0,1;2,23;;160809 09:01;;;;1086;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1237 + 646,0 m;1237 + 815,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110401 00:00;110601 00:00;2363268322;4960;;;93L60DO93;5,96;5,96;Linje;RPM_1104010939A_117A_E_1150_893;P-Ec;46.0;;1;1993;5,96;2,0;;B2.5;7.0;1100;1100;6,3;6,71;-525,0;;0,35;;7,22;2.4;93L60DO93;9,27;169;spajan01;7,14;9,27;100;;160518 18:50;6,71;60;6,89;;1,87;;9,27;;9,27;7,14;Mk - Pc;;1993;Rail Wear varningslista;6,3;;5,96;;110401 00:00;;;;967;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1232 + 778,0 m;1233 + 146,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110401 00:00;110601 00:00;2363268328;4960;;;12L60DO12;9,69;9,69;Linje;RPM_1104010939A_117A_E_1150_893;-;2.0;;1;2012;8,01;2,0;;B2.5;239.0;LHT;LHT;5,06;4,65;516,0;;0,04;;7,41;2.4;12L60DO12;10,77;367;spajan01;7,41;9,07;98;;160518 18:50;5,06;60;4,67;3.0;0,35;;9,07;;10,77;7,41;Mk - Pc;;2012;Rail Wear varningslista;5,93;;8,01;;110401 00:00;;;;29997;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1237 + 839,0 m;1238 + 82,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110401 00:00;110601 00:00;2363268338;4960;;;12L60DO12;10,97;10,97;Linje;RPM_1104010939A_117A_E_1150_893;-;1.0;;1;2012;9,15;2,0;;B2.5;196.0;LHT;LHT;5,85;5,25;488,0;;0,0;;6,22;2.4;12L60DO12;11,35;245;spajan01;6,22;10,43;103;;160518 18:50;5,85;60;5,25;83.0;0,0;;10,43;;11,35;6,26;Mk - Pc;;2012;Rail Wear varningslista;6,26;;9,15;;110401 00:00;;;;515;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1267 + 222,0 m;1267 + 580,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160809 09:01;161009 09:01;2363268364;3003;;;89L60DO89;2,49;2,49;Linje;RPM_1608090901A_117A_E_1150_890;P-Ec;325.0;SPL_1608090901A_118A_E_1150_890;1;1989;1,66;2,0;6,0;B;2.0;900;900;1,96;8,18;830,0;;-0,44;100,0;9,98;2.7;89L60DO89;9,98;358;anubjo02;10,17;2,79;100;4,34;161216 09:39;8,18;60;7,96;;0,18;9,7;7,96;7,21;6,66;10,17;Ntv - Klv;;1989;Rail Wear varningslista;6,43;-0,2;1,66;;160809 09:01;;;;1054;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1255 + 309,0 m;1255 + 523,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160809 09:01;161009 09:01;2363268365;3003;;;04L60DO04;8,61;8,61;Linje;RPM_1608090901A_117A_E_1150_890;P-Ec;3.0;SPL_1608090901A_118A_E_1150_890;1;2016;7,19;2,0;15,1;B;280.0;LHT;LHT;7,69;0,91;480,0;;0,08;100,0;6,17;2.7;10L60DO10;12,72;210;anubjo02;6,19;11,29;100;7,91;161216 09:39;7,69;60;0,95;78.0;0,37;16,8;11,29;8,19;12,72;8,63;Kva - Ntv;493.69999999999993;2004;Rail Wear varningslista;8,63;3,3;7,19;;160809 09:01;;;;1023;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1237 + 193,0 m;1237 + 392,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;160809 09:01;161009 09:01;2363268366;3003;;;93L60DO93;4,99;4,99;Linje;RPM_1608090901A_117A_E_1150_890;P-Ec;156.0;SPL_1608090901A_118A_E_1150_890;1;1993;3,98;2,0;17,0;B2.5;67.0;1100;1100;4,06;4,16;361,0;;0,37;100,0;8,15;2.7;93L60DO93;8,44;199;anubjo02;8,53;6,05;100;13,02;161216 09:39;4,16;60;4,35;;0,61;19,5;6,05;14,51;8,44;8,53;Mk - Pc;307.1999999999998;1993;Rail Wear varningslista;8,15;2,7;3,98;;160809 09:01;;;;513;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1243 + 108,0 m;1243 + 482,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;110401 00:00;110601 00:00;2363268373;4960;;;93L60DO93;0,42;0,42;Driftplats (nhsp);RPM_1104010939A_117A_E_1150_893;-;;;1;2012;;2,0;;B;;1100;LHT;;;-600,0;;;;1,49;2.4;12L60DO12;1,49;373;spajan01;1,33;;23;;160518 18:50;;60;;;0,35;;;;1,49;1,4;Pc;;1993;Rail Wear varningslista;1,4;;;;110401 00:00;;;;527;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1299 + 136,0 m;1299 + 337,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;121101 00:00;130101 00:00;2363268384;4380;;;93L60DO93;0,46;0,46;Driftplats (nhsp);RPM_1211010846A_117A_E_1150_893;P-Ec;;;1;1993;0,42;3,0;;B;;1100;1100;0,88;1,27;1810,0;;0,0;;1,27;2.4;93L60DO93;1,27;201;spajan01;1,27;1,09;100;;160518 09:31;1,27;60;1,27;;0,0;;1,27;;1,21;1,27;Hrt;;1993;Rail Wear varningslista;0,99;;0,42;;121101 00:00;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1292 + 929,0 m;1293 + 588,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;121101 00:00;130101 00:00;2363268443;4380;;;93L60DO93;;6,08;Driftplats (nhsp);RPM_1211010846A_117A_E_1150_893;P-Ec;;;1;2014;;2,0;;B;7.0;1100;1100;7,63;;-964,0;;;;;2.4;93L60DO93;;656;spajan01;;10,58;100;;160518 09:31;;60;;7.0;;;;;10,82;;Rps;;2014;Rail Wear varningslista;7,79;;5,91;;121101 00:00;;;;38175;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1261 + 251,0 m;1261 + 586,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268450;4092;;;89L60DO89;4,41;4,41;Linje;RPM_1308160821A_117A_E_1150_894;;6.0;;1;2010;3,24;2,0;;B;21.0;900;LHT;3,55;1,85;620,0;;0,12;;6,43;2.4;10L60DO10;7,28;335;spajan01;6,26;5,17;100;;160517 09:01;3,55;60;1,91;;0,57;;5,17;;7,28;7,17;Kva - Ntv;;1989;Rail Wear varningslista;7,17;;3,24;;130816 00:00;;;;1038;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1272 + 908,0 m;1273 + 221,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120429 00:00;120629 00:00;2363268476;4566;;;89L60DO89;4,36;4,36;Linje;RPM_1204291110A_117A_E_1311_500;P-Ec;;;1;1989;2,88;2,0;;B;;900;900;0,0;0,0;-466,0;;0,22;;0,18;2.4;89L60DO89;2,18;314;spajan01;0,0;1,44;100;;160518 15:21;0,0;60;0,11;;0,36;;1,44;;2,18;0,0;Ntv - Klv;;1989;Rail Wear varningslista;0,0;;2,88;;120429 00:00;;;;1070;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1234 + 707,0 m;1234 + 981,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268477;4092;;;12L60DO12;2,03;2,03;Linje;RPM_1308160821A_117A_E_1150_894;-;56.0;;1;2012;0,94;2,0;;B2.5;207.0;LHT;LHT;2,33;1,42;420,0;;0,04;;7,43;2.4;12L60DO12;7,71;274;spajan01;7,03;2,8;100;;160517 09:01;2,33;60;1,44;;1,18;;2,8;;7,71;7,2;Mk - Pc;;2012;Rail Wear varningslista;7,2;;0,94;;130816 00:00;;;;956;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1249 + 957,0 m;1250 + 589,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120429 00:00;120629 00:00;2363268497;4566;;;14L60?;6,07;6,07;Linje;RPM_1204291110A_117A_E_1311_500;p-Ecd;;;1;2012;3,54;2,0;;B;;LHT;1100;0,0;0,0;595,0;;0,54;;0,35;2.4;93L60DO93;3,03;625;spajan01;0,0;1,77;100;;160518 15:21;0,0;60;0,27;;0,7;;1,77;;3,03;0,0;Pc - Kva;;2014;Rail Wear varningslista;0,0;;3,54;;120429 00:00;;;;535;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1267 + 222,0 m;1267 + 580,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120429 00:00;120629 00:00;2363268523;4566;;;89L60DO89;0,69;0,69;Linje;RPM_1204291110A_117A_E_1311_500;P-Ec;;;1;1989;0,44;2,0;;B;;900;900;0,0;0,0;830,0;;0,21;;0,2;2.4;89L60DO89;0,34;358;spajan01;0,0;0,22;100;;160518 15:21;0,0;60;0,1;;0,41;;0,22;;0,34;0,0;Ntv - Klv;;1989;Rail Wear varningslista;0,0;;0,44;;120429 00:00;;;;1054;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1274 + 901,0 m;1275 + 95,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;150505 00:00;150705 00:00;2363268527;3465;;;??L50?;3,92;3,92;Driftplats (ahsp);RPM_1505051551A_117A_E_1274_194;Hey;6.0;SPL_1505051551A_118A_E_1274_171;2;1998;1,21;0,0;8,1;T;8.0;?;?;3,77;3,33;-700,0;;0,11;100,0;6,16;2.4;??L50?;6,49;205;spajan01;5,91;4,38;100;6,89;160514 20:13;3,77;50;3,38;;0,63;13,6;4,38;9,68;6,49;5,91;Klv;;1998;Rail Wear varningslista;4,79;0,6;1,21;;150505 00:00;;;;27835;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1274 + 541,0 m;1274 + 570,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;150505 00:00;150705 00:00;2363268542;3465;;;??L50?;0,8;0,8;Driftplats (ahsp);RPM_1505051551A_117A_E_1274_194;Hey;;SPL_1505051551A_118A_E_1274_171;2;"=""0""";0,2;0,0;4,9;T;;?;?;3,88;3,79;-450,0;;0,04;100,0;4,09;2.4;??L50?;5,48;29;spajan01;4,09;3,98;100;4,7;160514 20:13;3,88;50;3,81;;0,15;8,6;3,98;7,8;5,48;5,08;Klv;;"=""0""";Rail Wear varningslista;5,08;0,2;0,2;;150505 00:00;;;;27834;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1270 + 759,0 m;1271 + 382,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268555;4092;;;08L60DO07;1,8;1,8;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;746.0;;1;1989;0,89;3,0;;B;;LHT;900;1,52;7,54;1001,0;;0,01;;9,44;2.4;89L60DO89;9,44;626;spajan01;9,43;1,97;100;;160517 09:01;7,54;60;7,54;;1,03;;7,54;;3,43;9,43;Ntv - Klv;;2008;Rail Wear varningslista;3,42;;0,89;;130816 00:00;;;;567;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1277 + 279,0 m;1277 + 502,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268557;4092;;;13L60DO13;2,7;2,7;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;;;1;1993;1,85;3,0;;B;;LHT;1100;3,36;2,61;1055,0;;0,3;;3,68;2.4;93L60DO93;5,06;223;spajan01;3,39;4,28;100;;160517 09:01;3,36;60;2,76;;0,79;;4,28;;5,06;3,83;Klv - Nrt;;2013;Rail Wear varningslista;3,83;;1,85;;130816 00:00;;;;1086;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1241 + 240,0 m;1241 + 460,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268565;4092;;;93L60DO93;5,7;5,7;Linje;RPM_1308160821A_117A_E_1150_894;-;4.0;;1;2014;3,67;2,0;;B2.5F;69.0;1100;1100;6,05;5,39;700,0;;0,61;;6,84;2.4;93L60DO93;9,4;220;spajan01;6,41;7,88;100;;160517 09:01;6,05;60;5,7;;2,11;;7,88;;9,4;6,55;Mk - Pc;;1993;Rail Wear varningslista;6,55;;3,67;;130816 00:00;;;;988;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1297 + 513,0 m;1297 + 830,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268574;4092;;;93L60DO93;5,11;5,11;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;6.0;;1;1993;4,15;2,0;;B;168.0;1100;1100;5,37;4,97;820,0;;0,62;;6,15;2.4;93L60DO93;7,98;317;spajan01;5,94;7,45;100;;160517 09:01;5,37;60;5,28;;0,96;;7,45;;7,98;6,06;Rps - Hrt;;1993;Rail Wear varningslista;6,06;;4,15;;130816 00:00;;;;1124;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1290 + 271,0 m;1290 + 591,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268582;4092;;;93L60DO93;6,78;6,78;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;68.0;;1;1993;5,81;2,0;;B;226.0;1100;1100;6,19;5,18;-601,0;;0,05;;6,77;2.4;93L60DO93;10,18;320;spajan01;6,7;9,09;100;;160517 09:01;6,19;60;5,2;1.0;0,31;;9,09;;10,18;7,05;Nrt - Rps;;1993;Rail Wear varningslista;7,05;;5,81;;130816 00:00;;;;587;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1240 + 783,0 m;1240 + 968,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268585;4092;;;93L60DO93;6,9;6,9;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;;;1;1993;5,39;2,0;;B2.5;90.0;1100;1100;4,98;5,16;-733,0;;0,0;;5,37;2.4;93L60DO93;9,07;185;spajan01;5,37;7,67;100;;160517 09:01;5,16;60;5,16;;0,0;;7,67;;9,07;5,62;Mk - Pc;;1993;Rail Wear varningslista;5,62;;5,39;;130816 00:00;;;;983;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1303 + 120,0 m;1303 + 582,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268591;4092;;;12L60DO12;1,67;1,67;Linje;RPM_1308160821A_117A_E_1150_894;-;;;1;2007;0,61;2,0;;B2.5F;222.0;LHT;1100;1,33;3,75;-590,0;;0,49;;4,76;2.4;07L60DO07;8,29;462;spajan01;4,64;1,63;100;;160517 09:01;3,75;60;3,99;;0,87;;3,99;;8,29;8,29;Kaa - Gv;;2012;Rail Wear varningslista;8,29;;0,61;;130816 00:00;;;;604;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1252 + 915,0 m;1252 + 949,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268593;4092;;;;2,23;2,23;Driftplats (nhsp);RPM_1308160821A_117A_E_1150_894;;25.0;;;;0,74;2,0;;;;;;2,27;7,95;-1320,0;;0,01;;8,6;2.4;;8,6;35;spajan01;8,6;2,64;100;;160517 09:01;7,95;;7,96;;0,08;;7,96;;3,51;8,6;Kva;;;Rail Wear varningslista;3,2;;0,74;;130816 00:00;;;;540;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1240 + 105,0 m;1240 + 355,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268607;4092;;;93L60DO93;1,87;1,8;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;;;1;1993;0,95;2,0;;B2.5;;1100;1100;4,94;3,88;1218,0;;0,71;;5,13;2.4;93L60DO93;5,99;250;spajan01;4,65;5,41;100;;160517 09:01;4,94;60;4,23;;1,87;;5,41;;5,99;5,39;Mk - Pc;;1993;Rail Wear varningslista;5,39;;0,95;;130816 00:00;;;;519;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1290 + 803,0 m;1291 + 19,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268614;4092;;;13L60DO13;1,68;1,68;Linje;RPM_1308160821A_117A_E_1150_894;-;;;1;2012;0,29;2,0;;B;1.0;LHT;LHT;1,15;1,47;580,0;;0,29;;5,18;2.4;12L60DO12;6,24;219;spajan01;4,92;1,18;98;;160517 09:01;1,47;60;1,61;;0,68;;1,61;;6,24;6,24;Nrt - Rps;;2013;Rail Wear varningslista;6,24;;0,05;;130816 00:00;;;;1108;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1255 + 309,0 m;1255 + 523,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268618;4092;;;04L60DO04;6,2;6,2;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;543.0;;1;2010;5,85;2,0;;B;765.0;LHT;LHT;6,38;4,45;480,0;;0,0;;9,76;2.4;10L60DO10;9,76;210;spajan01;9,32;9,29;100;;160517 09:01;6,38;60;4,45;;0,88;;9,29;;9,71;9,32;Kva - Ntv;;2004;Rail Wear varningslista;8,93;;5,85;;130816 00:00;;;;1023;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1234 + 48,0 m;1234 + 569,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268623;4092;;;09L60DO09;4,71;4,71;Linje;RPM_1308160821A_117A_E_1150_894;-;497.0;;1;2012;3,46;2,0;;B2.5;;LHT;LHT;3,34;1,65;-394,0;;0,33;;9,16;2.4;12L60DO12;9,16;521;spajan01;8,64;5,07;100;;160517 09:01;3,34;60;1,81;;1,05;;5,07;;5,81;8,64;Mk - Pc;;2009;Rail Wear varningslista;3,91;;3,46;;130816 00:00;;;;506;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1242 + 407,0 m;1242 + 831,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268625;4092;;;93L60DO93;3,56;3,56;Driftplats (nhsp);RPM_1308160821A_117A_E_1150_894;P-Ec;36.0;;1;2000;1,61;2,0;;B;17.0;1100;1100;3,55;4,0;-967,0;;0,34;;8,76;2.4;93L60DO93;9,54;424;spajan01;8,28;4,36;100;;160517 09:01;4,0;60;4,18;;1,29;;4,36;;9,54;8,28;Pc;;2000;Rail Wear varningslista;8,0;;1,61;;130816 00:00;;;;526;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1267 + 788,0 m;1268 + 149,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268636;4092;;;14L60?;7,6;7,6;Linje;RPM_1308160821A_117A_E_1150_894;P-Ec;249.0;;1;1989;6,53;2,0;;B;295.0;LHT;900;7,44;6,69;-927,0;;0,37;;7,97;2.4;89L60DO89;11,78;363;spajan01;7,69;10,7;99;;160517 09:01;7,44;60;6,88;161.0;1,23;;10,7;;11,78;8,08;Ntv - Klv;;2014;Rail Wear varningslista;8,08;;6,53;;130816 00:00;;;;561;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1259 + 476,0 m;1259 + 881,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268641;4092;;;12L60DO12;2,11;2,11;Linje;RPM_1308160821A_117A_E_1150_894;-;402.0;;1;2010;0,28;3,0;;B;245.0;LHT;LHT;1,76;6,95;1010,0;;0,19;;8,15;2.4;10L60DO10;8,22;401;spajan01;7,93;1,9;100;;160517 09:01;6,95;60;7,04;;1,17;;7,04;;8,22;7,93;Kva - Ntv;;2012;Rail Wear varningslista;7,85;;0,28;;130816 00:00;;;;551;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1238 + 912,0 m;1239 + 241,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;130816 00:00;131016 00:00;2363268643;4092;;;93L60DO93;8,33;8,33;Linje;RPM_1308160821A_117A_E_1150_894;p-Ecd;;;1;2014;6,98;2,0;;B2.5;215.0;1100;1100;5,43;4,5;597,0;;0,02;;5,29;2.4;93L60DO93;9,74;332;spajan01;5,29;8,92;96;;160517 09:01;5,43;60;4,52;;0,51;;8,92;;9,74;5,77;Mk - Pc;;1993;Rail Wear varningslista;5,77;;6,98;;130816 00:00;;;;974;;;;;;;;;;;;;;;;;;;;;;;;;
