Bandel;Startläge;Slutläge;Spårnamn;Event Category;Event Type;Start Date;End Date;Reference ID;Day Age;Last Edited By;Last Edited Time;Räl Beskrivning Yttersträng;Max Sidoslitage;Max Sidoslitage Yttersträng;Sträcka;Mätning;Befästningsmodell;Längd sträcka H > 6 mm Innersträng (m);Mätning Spårvidd;Spårklass;Räl Inläggningsår Innersträng;Medel Sidoslitage Cirkulärkurva;Hastighetsklass;Medel Spårvidd Cirkulärkurva;Slipermodell;Längd sträcka H > 6 mm Yttersträng (m);Räl Stålsort Yttersträng;Räl Stålsort Innersträng;Medel Höjdslitage Yttersträng Cirkulärkurva;Medel Höjdslitage Innersträng Cirkulärkurva;Radie;Längd sträcka H > 10 mm Innersträng (m);Medel Sidoslitage Innersträng Cirkulärkurva;Procent mätt Spårvidd;Max H Innersträng;Skriptversion;Räl Beskrivning Innersträng;Max H;Längd Kurva (m);_Skapat_av;Max Höjdslitage Innersträng;Medel H Yttersträng Cirkulärkurva;Procent mätt;Medel Spårvidd - Sidoslitage Cirkulärkurva;_Skapat_datum;Medel Höjdslitage Cirkulärkurva;Rälvikt (kg);Medel H Innersträng Cirkulärkurva;Längd sträcka H > 10 mm Yttersträng (m);Max Sidoslitage Innersträng;Max Spårvidd;Medel H Cirkulärkurva;Max Spårvidd - Max Sidoslitage;Max H Yttersträng;Max Höjdslitage;Plats;Längd Spårvidd max över UH1 gräns;Räl Inläggningsår Yttersträng;Skriptnamn;Max Höjdslitage Yttersträng;Min Spårvidd;Medel Sidoslitage Yttersträng Cirkulärkurva;Mätvagn;Mätdatum;Geometrityp;Räl Stålsort Höger räl;Medel Höjdslitage Vänster räl;BIS objnr;Längd sträcka H > 10 mm Vänster räl (m);Medel H Vänster räl;Medel Sidoslitage Vänster räl;Räl Inläggningsår Vänster räl;Räl Inläggningsår Höger räl;Max H Vänster räl;Max Höjdslitage Höger räl;Längd sträcka H > 10 mm Höger räl (m);Max Höjdslitage Vänster räl;Max Sidoslitage Vänster räl;Max Sidoslitage Höger räl;Medel Höjdslitage Höger räl;Medel H Höger räl;Medel Sidoslitage Höger räl;Max H Höger räl;Räl Beskrivning Vänster räl;Längd sträcka H > 6 mm Höger räl (m);Räl Stålsort Vänster räl;Räl Beskrivning Höger räl;Längd sträcka H > 6 mm Vänster räl (m);Medel Sidoslitage;Medel H;Medel Höjdslitage;Radie (meter);Event ID
117A;1299 + 136,0 m;1299 + 337,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:07;171207 09:07;2939473702;2579;;;93L60DO93;1,96;1,96;Driftplats (nhsp);RPM_1710070907A_117A_E_1300_980;P-Ec;5.0;;1;1993;0,64;3,0;;B;7.0;1100;1100;4,73;4,25;1810,0;;0,64;;8,77;2.14;93L60DO93;8,77;201;spajan01;8,37;4,99;59;;190301 12:14;4,73;60;4,57;;1,14;;4,99;;8,15;8,37;Hrt;;1993;Rail Wear varningslista;7,91;;0,51;IMV100M;171007 09:07;Kurva;;;600;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1298 + 980,0 m;1299 + 136,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:07;171207 09:07;2939473703;2579;;;93L60DO93;3,78;3,78;Linje;RPM_1710070907A_117A_E_1300_980;P-Ec;1.0;;1;1993;2,3;3,0;;B;59.0;1100;1100;4,55;4,33;1194,0;;0,59;;6,03;2.14;93L60DO93;7,11;157;spajan01;5,76;5,7;100;;190301 12:14;4,55;60;4,63;;1,26;;5,7;;7,11;6,12;Rps - Hrt;11.900000000000002;1993;Rail Wear varningslista;6,12;;2,3;IMV100M;171007 09:07;Kurva;;;599;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1298 + 942,0 m;1298 + 980,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:07;171207 09:07;2939473704;2579;;;93L60DO93;2,38;2,38;Linje;RPM_1710070907A_117A_E_1300_980;P-Ec;;;1;1993;1,81;3,0;;B;;1100;1100;4,24;4,21;1832,0;;0,6;;5,07;2.14;93L60DO93;5,57;38;spajan01;4,83;5,15;58;;190301 12:14;4,24;60;4,51;;0,76;;5,15;;5,57;4,83;Rps - Hrt;;1993;Rail Wear varningslista;4,58;;1,81;IMV100M;171007 09:07;Kurva;;;598;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1299 + 288,0 m;1299 + 303,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:07;171207 09:07;2939473705;2579;;;??L60?;0,62;0,62;Driftplats (ahsp);RPM_1710070907A_117A_E_1300_980;P-Fc;;;1;"=""0""";0,38;0,0;;B;;LHT;LHT;2,03;1,93;500,0;;0,13;;2,38;2.14;??L60?;2,65;15;spajan01;2,24;2,22;100;;190301 12:14;2,03;60;2,0;;0,48;;2,22;;2,65;2,34;Hrt;;"=""0""";Rail Wear varningslista;2,34;;0,38;IMV100M;171007 09:07;Kurva;;;36979;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1299 + 351,0 m;1299 + 381,0 m;3;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:07;171207 09:07;2939473706;2579;;;94L50DOMN;0,88;0,88;Driftplats (ahsp);RPM_1710070907A_117A_E_1300_980;P-Ec;;;2;1994;0,17;0,0;;H;;800;800;2,17;2,07;-300,0;;0,17;;2,87;2.14;94L50DOMN;3,51;30;spajan01;2,79;2,18;100;;190301 12:14;2,17;50;2,15;;0,74;;2,18;;3,51;3,07;Hrt;;1994;Rail Wear varningslista;3,07;;0,02;IMV100M;171007 09:07;Kurva;;;36980;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1291 + 738,0 m;1292 + 0,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:10;171207 09:10;2939474094;2579;;;93L60DO93;5,31;5,31;Driftplats (nhsp);RPM_1710070910A_117A_E_1294_233;P-Ec;;;1;2014;4,49;2,0;;?;45.0;1100;1100;3,61;3,72;504,0;;-0,15;;4,48;2.14;93L60DO93;6,77;262;spajan01;4,52;5,85;67;;190301 12:15;3,72;60;3,64;;0,93;;5,85;;6,77;4,59;Rps;699.9000000000003;2014;Rail Wear varningslista;4,59;;4,49;IMV100M;171007 09:10;Kurva;;;38173;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1292 + 897,0 m;1292 + 937,0 m;1;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:10;171207 09:10;2939474095;2579;;;14L60DO14;0,76;0,6;Driftplats (ahsp);RPM_1710070910A_117A_E_1294_233;P-Ec;;;1;2014;0,51;0,0;;B2.5;;LHT;LHT;1,04;0,77;300,0;;0,51;;1,39;2.14;14L60DO14;1,75;40;spajan01;1,06;1,19;100;;190301 12:15;1,04;60;1,03;;0,76;;1,19;;1,75;1,64;Rps;;2014;Rail Wear varningslista;1,64;;0,31;IMV100M;171007 09:10;Kurva;;;38185;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1292 + 84,0 m;1292 + 149,0 m;1;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:10;171207 09:10;2939474096;2579;;;94L50DOMN;3,65;3,65;Driftplats (ahsp);RPM_1710070910A_117A_E_1294_233;Hey;;;2;1994;0,95;0,0;;H;;800;800;3,0;3,18;300,0;;0,02;;4,02;2.14;94L50DOMN;4,97;65;spajan01;4,0;2,53;100;;190301 12:15;3,18;50;3,19;;0,4;;3,19;;4,97;6,29;Rps;;1994;Rail Wear varningslista;6,29;;-0,95;IMV100M;171007 09:10;Kurva;;;38182;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1292 + 212,0 m;1292 + 265,0 m;1;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:10;171207 09:10;2939474097;2579;;;94L50DOMN;1,78;0,25;Driftplats (ahsp);RPM_1710070910A_117A_E_1294_233;Hey;2.0;;2;1994;0,32;0,0;;H;13.0;800;800;2,9;2,82;-8000,0;;-0,23;;6,25;2.14;94L50DOMN;6,57;53;spajan01;5,39;2,73;100;;190301 12:15;2,9;50;2,71;;1,78;;2,73;;6,57;6,73;Rps;;1994;Rail Wear varningslista;6,73;;-0,32;IMV100M;171007 09:10;Kurva;;;38183;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1292 + 702,0 m;1292 + 875,0 m;1;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:10;171207 09:10;2939474098;2579;;;14L60DO14;2,08;1,51;Driftplats (ahsp);RPM_1710070910A_117A_E_1294_233;P-Ec;4.0;;1;2014;0,49;0,0;;B2.5;2.0;LHT;LHT;0,93;1,17;-2570,0;;0,35;;8,32;2.14;14L60DO14;8,32;173;spajan01;7,28;1,18;100;;190301 12:15;1,17;60;1,35;;2,08;;1,35;;6,78;7,28;Rps;;2014;Rail Wear varningslista;6,16;;0,49;IMV100M;171007 09:10;Kurva;;;55647;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1292 + 976,0 m;1293 + 25,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:10;171207 09:10;2939474099;2579;;;14L60DO14;0,95;0,95;Driftplats (ahsp);RPM_1710070910A_117A_E_1294_233;P-Fc;;;1;2014;0,47;1,0;;B2.5;;LHT;LHT;1,14;1,25;-3610,0;;0,4;;1,71;2.14;14L60DO14;1,71;47;spajan01;1,41;1,37;100;;190301 12:15;1,25;60;1,45;;0,59;;1,45;;1,54;1,41;Rps;;2014;Rail Wear varningslista;1,35;;0,47;IMV100M;171007 09:10;Kurva;;;55645;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1292 + 929,0 m;1293 + 588,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:10;171207 09:10;2939474100;2579;;;93L60DO93;6,07;6,07;Driftplats (nhsp);RPM_1710070910A_117A_E_1294_233;P-Ec;7.0;;1;2014;4,1;2,0;;B;470.0;1100;1100;5,93;5,31;-964,0;;-0,63;;6,53;2.14;93L60DO93;9,54;657;spajan01;7,04;7,98;80;;190301 12:15;5,93;60;4,99;;5,77;;7,98;;9,54;7,26;Rps;13.2;2014;Rail Wear varningslista;7,26;;4,1;IMV100M;171007 09:10;Kurva;;;38175;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1282 + 730,0 m;1282 + 984,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:16;171207 09:16;2939474232;2579;;;15L60DO15;2,18;2,18;Linje;RPM_1710070916A_117A_E_1283_141;-;;;1;2013;1,8;2,0;;B;4.0;LHT;LHT;1,74;2,73;540,0;;0,09;;4,97;2.14;13L60DO13;6,48;254;spajan01;5,4;2,64;100;;190301 12:16;2,73;60;2,78;;0,91;;2,78;;6,48;5,82;Nrt - Rps;;2015;Rail Wear varningslista;5,82;;1,8;IMV100M;171007 09:16;Kurva;;;1092;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1281 + 341,0 m;1281 + 372,0 m;3;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:16;171207 09:16;2939474233;2579;;;94L50DOMN;3,62;3,62;Driftplats (ahsp);RPM_1710070916A_117A_E_1283_141;Hey;;;2;1994;2,01;0,0;;H;1.0;800;800;3,0;3,06;-273,0;;-0,38;;3,56;2.14;94L50DOMN;6,05;31;spajan01;3,78;4,01;100;;190301 12:16;3,06;50;2,87;;0,35;;4,01;;6,05;5,28;Nrt;;1994;Rail Wear varningslista;5,28;;2,01;IMV100M;171007 09:16;Kurva;;;36178;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1266 + 99,0 m;1266 + 359,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:35;171207 09:35;2939474902;2579;;;89L60DO89;2,34;2,34;Linje;RPM_1710070935A_117A_E_1266_794;P-Ec;513.0;;1;1989;1,25;2,0;;B;26.0;900;900;2,69;8,94;875,0;1.0;-0,66;;10,2;2.14;89L60DO89;10,2;260;spajan01;10,46;3,32;100;;190301 12:16;8,94;60;8,61;1.0;0,02;;8,61;;10,08;10,46;Ntv - Klv;;1989;Rail Wear varningslista;9,78;;1,25;IMV100M;171007 09:35;Kurva;;;1053;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1265 + 533,0 m;1265 + 878,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:35;171207 09:35;2939474903;2579;;;18L60DO18;9,85;9,85;Driftplats (nhsp);RPM_1710070935A_117A_E_1266_794;P-Ec;1.0;;1;2018;8,79;2,0;;B;335.0;LHT;900;6,78;5,03;470,0;;0,12;;6,01;2.14;89L60DO89;12,53;345;spajan01;5,83;11,18;100;;190301 12:16;6,78;60;5,1;147.0;0,49;;11,18;;12,53;10,84;Ntv;513.8;2018;Rail Wear varningslista;10,84;;8,79;IMV100M;171007 09:35;Kurva;;;1050;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1264 + 563,0 m;1264 + 751,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:35;171207 09:35;2939474904;2579;;;17L60?16;2,08;0,88;Driftplats (nhsp);RPM_1710070935A_117A_E_1266_794;P-Ec;55.0;;1;1989;0,61;2,0;;B;11.0;?;900;0,92;9,75;-1350,0;15.0;-0,61;;12,52;2.14;89L60DO89;12,52;188;spajan01;12,76;1,04;45;;190301 12:16;9,75;60;9,45;;2,08;;9,45;;8,08;12,76;Ntv;;2017;Rail Wear varningslista;7,95;;0,24;IMV100M;171007 09:35;Kurva;;;1046;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1264 + 819,0 m;1264 + 846,0 m;3;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:35;171207 09:35;2939474905;2579;;;96L50L96;1,5;1,5;Driftplats (ahsp);RPM_1710070935A_117A_E_1266_794;Hey;;;2;2011;0,55;0,0;;H;;900A;900A;1,75;1,82;-255,0;;-0,11;;2,24;2.14;96L50L96;3,0;27;spajan01;2,14;2,03;100;;190301 12:16;1,82;50;1,76;;0,37;;2,03;;3,0;2,34;Ntv;;2011;Rail Wear varningslista;2,34;;0,55;IMV100M;171007 09:35;Kurva;;;35940;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1265 + 177,0 m;1265 + 467,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;171007 09:35;171207 09:35;2939474906;2579;;;18L60DO18;0,89;0,89;Driftplats (nhsp);RPM_1710070935A_117A_E_1266_794;P-Ec;35.0;;1;2018;;2,0;;B;56.0;LHT;900;;;-460,0;16.0;;;11,86;2.14;88L60DO88;11,86;290;spajan01;11,6;;12;;190301 12:16;;60;;3.0;0,58;;;;11,29;11,6;Ntv;;2018;Rail Wear varningslista;11,32;;;IMV100M;171007 09:35;Kurva;;;557;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1243 + 482,0 m;1243 + 510,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475024;2347;;;;1,59;1,59;Driftplats (nhsp);RPM_1805271241A_117A_E_1242_378;;11.0;;;;0,31;2,0;;;;;;5,18;6,74;-4850,0;;0,31;;7,04;2.14;;7,04;28;spajan01;6,82;5,34;91;;190301 12:17;6,74;;6,89;;0,44;;6,89;;5,99;6,82;Pc;;;Rail Wear varningslista;5,74;;0,31;IMV100M;180527 12:41;Kurva;;;27604;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1242 + 554,0 m;1242 + 564,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475025;2347;;;00L60L00;1,39;1,39;Driftplats (ahsp);RPM_1805271241A_117A_E_1242_378;P-Ec;;;1;2000;0,92;1,0;;B;;1100;1100;4,57;4,33;-967,0;;0,13;;5,15;2.14;00L60L00;5,92;10;spajan01;4,89;5,03;100;;190301 12:17;4,57;60;4,39;;0,68;;5,03;;5,92;5,44;Pc;;2000;Rail Wear varningslista;5,44;;0,92;IMV100M;180527 12:41;Kurva;;;27176;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1242 + 564,0 m;1242 + 653,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475026;2347;;;00L60L00;0,45;0,45;Driftplats (ahsp);RPM_1805271241A_117A_E_1242_378;P-Ec;;;1;2000;0,23;1,0;;B;;1100;1100;0,96;1,08;-500,0;;-0,03;;2,62;2.14;00L60L00;2,93;89;spajan01;2,68;1,07;100;;190301 12:17;1,08;60;1,06;;0,18;;1,07;;2,93;2,82;Pc;;2000;Rail Wear varningslista;2,82;;0,23;IMV100M;180527 12:41;Kurva;;;27177;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1242 + 653,0 m;1242 + 832,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475027;2347;;;00L60L00;0,68;0,51;Driftplats (ahsp);RPM_1805271241A_117A_E_1242_378;P-Ec;;;1;2000;0,28;1,0;;B;;1100;1100;0,56;0,76;-971,0;;-0,0;;3,26;2.14;00L60L00;3,26;179;spajan01;3,51;0,7;100;;190301 12:17;0,76;60;0,76;;0,68;;0,76;;1,35;3,51;Pc;;2000;Rail Wear varningslista;1,46;;0,28;IMV100M;180527 12:41;Kurva;;;27178;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1243 + 510,0 m;1243 + 669,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475028;2347;;;93L60DO93;3,94;3,94;Driftplats (nhsp);RPM_1805271241A_117A_E_1242_378;P-Ec;19.0;;1;1993;2,93;2,0;;B;22.0;1100;1100;4,43;4,28;-958,0;;0,25;;7,26;2.14;93L60DO93;7,26;159;spajan01;7,12;5,9;51;;190301 12:17;4,43;60;4,41;;0,75;;5,9;;6,84;7,12;Pc;2.5;1993;Rail Wear varningslista;6,43;;2,93;IMV100M;180527 12:41;Kurva;;;31891;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1243 + 95,0 m;1243 + 296,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475029;2347;;;00L50?;3,66;3,66;Driftplats (ahsp);RPM_1805271241A_117A_E_1242_378;Hey;;;2;2000;2,59;1,0;;H;;900A;900A;1,3;1,67;-600,0;;-0,3;;3,0;2.14;00L50?;3,74;201;spajan01;2,85;2,6;100;;190301 12:17;1,67;50;1,52;;0,57;;2,6;;3,74;2,85;Pc;;2000;Rail Wear varningslista;2,26;;2,59;IMV100M;180527 12:41;Kurva;;;27179;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1243 + 296,0 m;1243 + 426,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475030;2347;;;00L50?;3,56;3,56;Driftplats (ahsp);RPM_1805271241A_117A_E_1242_378;Hey;;;2;2000;2,3;1,0;;H;;900A;900A;1,31;1,84;-440,0;;-0,18;;2,18;2.14;00L50?;3,25;130;spajan01;2,1;2,46;100;;190301 12:17;1,84;50;1,75;;0,61;;2,46;;3,25;2,17;Pc;;2000;Rail Wear varningslista;2,17;;2,3;IMV100M;180527 12:41;Kurva;;;45273;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1242 + 407,0 m;1242 + 831,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:41;180727 12:41;2939475031;2347;;;93L60DO93;3,99;3,99;Driftplats (nhsp);RPM_1805271241A_117A_E_1242_378;P-Ec;21.0;;1;2000;1,14;2,0;;B;36.0;1100;1100;4,95;6,77;-967,0;;0,58;;9,76;2.14;93L60DO93;10,76;424;spajan01;9,38;5,52;28;;190301 12:17;6,77;60;7,06;6.0;1,17;;7,06;;10,76;9,44;Pc;;2000;Rail Wear varningslista;9,44;;1,14;IMV100M;180527 12:41;Kurva;;;526;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1252 + 126,0 m;1252 + 355,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:51;180727 12:51;2939475090;2347;;;16L60DO16;0,92;0,92;Driftplats (ahsp);RPM_1805271251A_117A_E_1251_527;P-Fc;;;1;2016;0,37;1,0;;B;;LHT;LHT;0,65;0,52;900,0;;0,37;;2,3;2.14;16L60DO16;2,96;229;spajan01;1,84;0,81;100;;190301 12:18;0,65;60;0,71;;0,92;;0,81;;2,96;1,84;Kva;;2016;Rail Wear varningslista;1,45;;0,31;IMV100M;180527 12:51;Kurva;;;56800;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1252 + 594,0 m;1252 + 645,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:51;180727 12:51;2939475091;2347;;;16L60DO16;0,65;0,65;Driftplats (ahsp);RPM_1805271251A_117A_E_1251_527;P-Fc;;;1;2016;0,26;1,0;;B;;LHT;LHT;1,09;1,06;-760,0;;0,26;;1,6;2.14;16L60DO16;1,88;51;spajan01;1,44;1,22;100;;190301 12:18;1,09;60;1,19;;0,62;;1,22;;1,88;1,56;Kva;;2016;Rail Wear varningslista;1,56;;0,26;IMV100M;180527 12:51;Kurva;;;39572;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1252 + 717,0 m;1252 + 915,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:51;180727 12:51;2939475092;2347;;;89L60DO89;4,36;4,36;Driftplats (nhsp);RPM_1805271251A_117A_E_1251_527;P-Ec;;;1;2016;3,63;2,0;;B;;900;LHT;3,28;2,91;-650,0;;0,11;;3,31;2.14;13L60DO13;5,6;198;spajan01;3,26;5,09;61;;190301 12:18;3,28;60;2,97;;0,4;;5,09;;5,6;3,62;Kva;;2016;Rail Wear varningslista;3,62;;3,63;IMV100M;180527 12:51;Kurva;;;539;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1251 + 723,0 m;1251 + 812,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:51;180727 12:51;2939475093;2347;;;16L60DO16;0,93;0,69;Driftplats (ahsp);RPM_1805271251A_117A_E_1251_527;P-Fc;;;1;2016;0,35;1,0;;B;;LHT;LHT;0,41;0,58;-890,0;;0,29;;1,44;2.14;16L60DO16;1,44;89;spajan01;1,22;0,58;100;;190301 12:18;0,58;60;0,73;;0,93;;0,73;;1,15;1,22;Kva;;2016;Rail Wear varningslista;0,91;;0,35;IMV100M;180527 12:51;Kurva;;;56797;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1264 + 563,0 m;1264 + 751,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:59;180727 12:59;2939475267;2347;;;17L60?16;1,08;0,79;Driftplats (nhsp);RPM_1805271259A_117A_E_1264_531;P-Ec;166.0;;1;1989;0,52;2,0;;B;1.0;?;900;0,78;9,59;-1350,0;19.0;-0,52;;12,27;2.14;89L60DO89;12,27;188;spajan01;12,6;0,94;100;;190301 12:19;9,59;60;9,33;;1,08;;9,33;;7,68;12,6;Ntv;;2017;Rail Wear varningslista;7,55;;0,32;IMV100M;180527 12:59;Kurva;;;1046;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1265 + 533,0 m;1265 + 878,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:59;180727 12:59;2939475268;2347;;;18L60DO18;0,52;0,52;Driftplats (nhsp);RPM_1805271259A_117A_E_1264_531;P-Ec;17.0;;1;2018;;2,0;;B;;LHT;900;;;470,0;13.0;;;12,61;2.14;89L60DO89;12,61;345;spajan01;12,88;;26;;190301 12:19;;60;;;0,46;;;;1,09;12,88;Ntv;513.8;2018;Rail Wear varningslista;0,9;;;IMV100M;180527 12:59;Kurva;;;1050;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1265 + 177,0 m;1265 + 467,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 12:59;180727 12:59;2939475269;2347;;;18L60DO18;0,93;0,93;Driftplats (nhsp);RPM_1805271259A_117A_E_1264_531;P-Ec;;;1;2018;;2,0;;B;49.0;LHT;900;;;-460,0;;;;3,8;2.14;88L60DO88;11,45;290;spajan01;3,62;;12;;190301 12:19;;60;;3.0;0,82;;;;11,45;11,4;Ntv;393.2;2018;Rail Wear varningslista;11,4;;;IMV100M;180527 12:59;Kurva;;;557;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1274 + 122,0 m;1274 + 459,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 13:09;180727 13:09;2939475382;2347;;;18L60DO18;9,95;9,95;Driftplats (nhsp);RPM_1805271309A_117A_E_1274_324;P-Ec;;;1;2018;8,59;2,0;;B;122.0;LHT;900;7,14;4,19;490,0;;-0,46;;4,63;2.14;89L60DO89;12,91;337;spajan01;4,9;11,43;40;;190301 12:19;7,14;60;3,97;50.0;0,17;;11,43;;12,91;7,93;Klv;401.4999999999999;2018;Rail Wear varningslista;7,93;;8,59;IMV100M;180527 13:09;Kurva;;;1076;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1274 + 901,0 m;1275 + 95,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 13:09;180727 13:09;2939475383;2347;;;??L50?;5,06;5,06;Driftplats (ahsp);RPM_1805271309A_117A_E_1274_324;Hey;;;2;1998;1,33;0,0;;T;12.0;?;?;3,18;3,35;-700,0;;-0,03;;4,25;2.14;??L50?;7,35;204;spajan01;4,21;3,85;100;;190301 12:19;3,35;50;3,33;;0,9;;3,85;;7,35;5,29;Klv;;1998;Rail Wear varningslista;5,29;;1,33;IMV100M;180527 13:09;Kurva;;;27835;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1274 + 541,0 m;1274 + 570,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 13:09;180727 13:09;2939475384;2347;;;??L50?;0,92;0,92;Driftplats (ahsp);RPM_1805271309A_117A_E_1274_324;Hey;;;2;"=""0""";0,19;0,0;;T;;?;?;3,42;3,81;-450,0;;-0,02;;4,49;2.14;??L50?;4,49;29;spajan01;4,66;3,32;100;;190301 12:19;3,81;50;3,8;;0,38;;3,8;;4,44;4,66;Klv;;"=""0""";Rail Wear varningslista;4,47;;-0,19;IMV100M;180527 13:09;Kurva;;;27834;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1275 + 293,0 m;1275 + 323,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;180527 13:09;180727 13:09;2939475385;2347;;;98L60?;0,23;0,23;Driftplats (ahsp);RPM_1805271309A_117A_E_1274_324;P-Ec;;;1;1998;0,17;0,0;;B;;1100;1100;1,35;1,85;-450,0;;0,02;;2,96;2.14;98L60?;2,96;30;spajan01;2,96;1,26;100;;190301 12:19;1,85;60;1,86;;0,17;;1,86;;2,23;2,96;Klv;;1998;Rail Wear varningslista;2,33;;-0,17;IMV100M;180527 13:09;Kurva;;;27836;;;;;;;;;;;;;;;;;;;;;;;;;
117A;1291 + 738,0 m;1292 + 0,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;180527 13:24;180727 13:24;2939475596;2347;;;93L60DO93;5,79;5,79;Driftplats (nhsp);RPM_1805271324A_117A_E_1291_800;P-Ec;;;1;2014;4,89;2,0;;?;70.0;1100;1100;3,49;3,63;504,0;;-0,25;;4,51;2.14;93L60DO93;6,95;262;spajan01;4,4;5,93;76;;190301 12:21;3,63;60;3,5;;1,07;;5,93;;6,95;4,55;Rps;1060.8000000000004;2014;Rail Wear varningslista;4,55;;4,89;IMV100M;180527 13:24;Kurva;;;38173;;;;;;;;;;;;;;;;;;;;;;;;;
