Bandel;Startläge;Slutläge;Spårnamn;Event Category;Event Type;Start Date;End Date;Reference ID;Day Age;Last Edited By;Last Edited Time;Räl Beskrivning Yttersträng;Max Sidoslitage;Max Sidoslitage Yttersträng;Sträcka;Mätning;Befästningsmodell;Längd sträcka H > 6 mm Innersträng (m);Mätning Spårvidd;Spårklass;Räl Inläggningsår Innersträng;Medel Sidoslitage Cirkulärkurva;Hastighetsklass;Medel Spårvidd Cirkulärkurva;Slipermodell;Längd sträcka H > 6 mm Yttersträng (m);Räl Stålsort Yttersträng;Räl Stålsort Innersträng;Medel Höjdslitage Yttersträng Cirkulärkurva;Medel Höjdslitage Innersträng Cirkulärkurva;Radie;Längd sträcka H > 10 mm Innersträng (m);Medel Sidoslitage Innersträng Cirkulärkurva;Procent mätt Spårvidd;Max H Innersträng;Skriptversion;Räl Beskrivning Innersträng;Max H;Längd Kurva (m);_Skapat_av;Max Höjdslitage Innersträng;Medel H Yttersträng Cirkulärkurva;Procent mätt;Medel Spårvidd - Sidoslitage Cirkulärkurva;_Skapat_datum;Medel Höjdslitage Cirkulärkurva;Rälvikt (kg);Medel H Innersträng Cirkulärkurva;Längd sträcka H > 10 mm Yttersträng (m);Max Sidoslitage Innersträng;Max Spårvidd;Medel H Cirkulärkurva;Max Spårvidd - Max Sidoslitage;Max H Yttersträng;Max Höjdslitage;Plats;Längd Spårvidd max över UH1 gräns;Räl Inläggningsår Yttersträng;Skriptnamn;Max Höjdslitage Yttersträng;Min Spårvidd;Medel Sidoslitage Yttersträng Cirkulärkurva;Mätvagn;Mätdatum;Geometrityp;Räl Stålsort Höger räl;Medel Höjdslitage Vänster räl;BIS objnr;Längd sträcka H > 10 mm Vänster räl (m);Medel H Vänster räl;Medel Sidoslitage Vänster räl;Räl Inläggningsår Vänster räl;Räl Inläggningsår Höger räl;Max H Vänster räl;Max Höjdslitage Höger räl;Längd sträcka H > 10 mm Höger räl (m);Max Höjdslitage Vänster räl;Max Sidoslitage Vänster räl;Max Sidoslitage Höger räl;Medel Höjdslitage Höger räl;Medel H Höger räl;Medel Sidoslitage Höger räl;Max H Höger räl;Räl Beskrivning Vänster räl;Längd sträcka H > 6 mm Höger räl (m);Räl Stålsort Vänster räl;Räl Beskrivning Höger räl;Längd sträcka H > 6 mm Vänster räl (m);Medel Sidoslitage;Medel H;Medel Höjdslitage;Radie (meter);Event ID
119;1177 + 404,0 m;1177 + 903,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272761;4468;;;93L60DO92;4,07;0,72;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;42.0;;1;1993;0,84;2,0;;B2.5;21.0;900A;900A;4,79;4,3;1404,0;;0,84;;9,69;2.4;93L60DO92;9,69;499;spajan01;7,65;4,84;100;;160518 02:05;4,79;60;4,72;;4,07;;4,84;;6,87;7,65;Nvn - Le;;1993;Rail Wear varningslista;6,87;;0,11;;120805 00:00;;;;640;;;;;;;;;;;;;;;;;;;;;;;;;
119;1152 + 477,0 m;1152 + 924,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272762;4468;;;94L60DO93;1,07;1,07;Driftplats (nhsp);RPM_1208050947A_119_E_1179_494;P-Ec;;;1;2014;0,56;2,0;;B2.5;;1100;1100;0,06;0,27;790,0;;0,0;;0,4;2.4;94L60DO93;0,67;447;spajan01;0,4;0,34;100;;160518 02:05;0,27;60;0,28;;0,06;;0,34;;0,67;0,4;Svt;;2014;Rail Wear varningslista;0,23;;0,56;;120805 00:00;;;;17401;;;;;;;;;;;;;;;;;;;;;;;;;
119;1165 + 80,0 m;1165 + 153,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272763;4468;;;94L60DO93;0,65;0,65;Driftplats (nhsp);RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,41;3,0;;B2.5;;1100;1100;0,2;0,23;99999,0;;0,0;;0,52;2.4;94L60DO93;0,61;73;spajan01;0,52;0,41;100;;160518 02:05;0,23;60;0,23;;0,0;;0,41;;0,61;0,52;Sus;;1994;Rail Wear varningslista;0,45;;0,41;;120805 00:00;;;;26633;;;;;;;;;;;;;;;;;;;;;;;;;
119;1178 + 767,0 m;1179 + 109,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272764;4468;;;93L60DO92;0,99;0,23;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1993;0,83;2,0;;B2.5;;900A;900A;1,95;2,38;600,0;;0,83;;3,13;2.4;93L60DO92;3,13;348;spajan01;2,66;1,96;100;;160518 02:05;2,38;60;2,8;;0,99;;2,8;;3,03;3,03;Nvn - Le;;1993;Rail Wear varningslista;3,03;;0,01;;120805 00:00;;;;643;;;;;;;;;;;;;;;;;;;;;;;;;
119;1166 + 529,0 m;1166 + 564,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272765;4468;;;94L60DO93;0,78;0,78;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,39;3,0;;B2.5;;1100;1100;0,2;0,57;20000,0;;0,03;;0,81;2.4;94L60DO93;0,81;35;spajan01;0,72;0,39;100;;160518 02:05;0,57;60;0,58;;0,18;;0,58;;0,6;0,72;Sus - Gst;;1994;Rail Wear varningslista;0,37;;0,39;;120805 00:00;;;;26257;;;;;;;;;;;;;;;;;;;;;;;;;
119;1160 + 460,0 m;1160 + 511,0 m;2;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272766;4468;;;01L60L01;1,22;1,22;Driftplats (ahsp);RPM_1208050947A_119_E_1179_494;P-Ec;;;1;2001;0,69;1,0;;B;;900A;900A;0,02;0,54;760,0;;0,13;;0,69;2.4;01L60L01;0,69;51;spajan01;0,6;0,36;100;;160518 02:05;0,54;60;0,61;;0,27;;0,61;;0,61;0,6;Sby;;2001;Rail Wear varningslista;0,1;;0,69;;120805 00:00;;;;24856;;;;;;;;;;;;;;;;;;;;;;;;;
119;1169 + 745,0 m;1169 + 941,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272767;4468;;;94L60DO93;0,67;0,67;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,39;3,0;;B2.5;;1100;1100;0,16;0,65;3000,0;;0,0;;1,29;2.4;94L60DO93;1,29;196;spajan01;1,06;0,35;100;;160518 02:05;0,65;60;0,65;;0,47;;0,65;;0,61;1,06;Sus - Gst;;1994;Rail Wear varningslista;0,61;;0,39;;120805 00:00;;;;1187;;;;;;;;;;;;;;;;;;;;;;;;;
119;1177 + 943,0 m;1178 + 194,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272768;4468;;;93L60DO92;2,21;2,21;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1993;0,34;2,0;;B2.5;17.0;900A;900A;3,93;3,56;800,0;;0,34;;5,81;2.4;93L60DO92;6,59;242;spajan01;5,72;4,06;100;;160518 02:05;3,93;60;3,73;;0,61;;4,06;;6,59;6,56;Nvn - Le;;1993;Rail Wear varningslista;6,56;;0,25;;120805 00:00;;;;641;;;;;;;;;;;;;;;;;;;;;;;;;
119;1152 + 64,0 m;1152 + 272,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272773;4468;;;94L60DO93;0,46;0,46;Driftplats (nhsp);RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,02;2,0;;B2.5;;1100;1100;0,36;0,62;-765,0;;0,0;;0,78;2.4;94L60DO93;0,78;208;spajan01;0,78;0,37;100;;160518 02:05;0,62;60;0,62;;0,23;;0,62;;0,72;0,78;Svt;;1994;Rail Wear varningslista;0,54;;0,02;;120805 00:00;;;;1174;;;;;;;;;;;;;;;;;;;;;;;;;
119;1164 + 708,0 m;1164 + 752,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272774;4468;;;94L60DO93;0,56;0,0;Driftplats (nhsp);RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,33;3,0;;B2.5;;1100;1100;0,34;0,21;-99999,0;;0,33;;0,56;2.4;94L60DO93;0,56;44;spajan01;0,42;0,34;100;;160518 02:05;0,34;60;0,37;;0,56;;0,37;;0,48;0,48;Sus;;1994;Rail Wear varningslista;0,48;;0,0;;120805 00:00;;;;26632;;;;;;;;;;;;;;;;;;;;;;;;;
119;1148 + 90,0 m;1148 + 219,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272775;4468;;;94L60DO93;0,66;0,05;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,5;3,0;;B2.5;;1100;1100;0,13;0,09;-2150,0;;0,5;;0,65;2.4;94L60DO93;0,65;129;spajan01;0,37;0,13;100;;160518 02:05;0,13;60;0,34;;0,66;;0,34;;0,32;0,37;Bdn - Sän;;1994;Rail Wear varningslista;0,32;;0,0;;120805 00:00;;;;1168;;;;;;;;;;;;;;;;;;;;;;;;;
119;1159 + 914,0 m;1160 + 311,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272776;4468;;;94L60DO93;1,03;0,5;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,33;3,0;;B2.5;;1100;1100;0,54;0,29;-977,0;;0,33;;0,83;2.4;94L60DO93;0,89;397;spajan01;0,57;0,64;100;;160518 02:05;0,54;60;0,45;;1,03;;0,64;;0,89;0,73;Svt - Sby;;1994;Rail Wear varningslista;0,73;;0,18;;120805 00:00;;;;629;;;;;;;;;;;;;;;;;;;;;;;;;
119;1153 + 672,0 m;1154 + 176,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272777;4468;;;94L60DO93;0,83;0,83;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,45;3,0;;B2.5;;1100;1100;0,05;0,25;985,0;;0,0;;0,58;2.4;94L60DO93;0,58;504;spajan01;0,58;0,27;100;;160518 02:05;0,25;60;0,26;;0,53;;0,27;;0,47;0,58;Svt - Sby;;1994;Rail Wear varningslista;0,15;;0,45;;120805 00:00;;;;627;;;;;;;;;;;;;;;;;;;;;;;;;
119;1175 + 22,0 m;1175 + 448,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272778;4468;;;93L60DO92;1,27;1,27;Driftplats (nhsp);RPM_1208050947A_119_E_1179_494;P-Ec;11.0;;1;1993;0,52;3,0;;B2.5;43.0;900A;900A;2,83;3,2;1570,0;;0,12;;7,82;2.4;93L60DO92;8,29;426;spajan01;7,56;3,09;100;;160518 02:05;3,2;60;3,25;;0,62;;3,25;;8,29;7,92;Nvn;;1993;Rail Wear varningslista;7,92;;0,52;;120805 00:00;;;;638;;;;;;;;;;;;;;;;;;;;;;;;;
119;1149 + 231,0 m;1149 + 697,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272779;4468;;;94L60DO93;0,73;0,73;Linje;RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1994;0,25;3,0;;B2.5;;1100;1100;0,21;0,13;-963,0;;0,2;;0,52;2.4;94L60DO93;0,78;466;spajan01;0,25;0,34;100;;160518 02:05;0,21;60;0,23;;0,68;;0,34;;0,78;0,42;Bdn - Sän;;1994;Rail Wear varningslista;0,42;;0,25;;120805 00:00;;;;623;;;;;;;;;;;;;;;;;;;;;;;;;
119;1176 + 799,0 m;1177 + 34,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;120805 00:00;121005 00:00;2363272780;4468;;;93L60DO92;0,69;0,24;Driftplats (nhsp);RPM_1208050947A_119_E_1179_494;P-Ec;;;1;1993;0,4;3,0;;B2.5;;900A;900A;0,32;0,7;7000,0;;0,4;;1,23;2.4;93L60DO92;1,23;235;spajan01;0,89;0,38;100;;160518 02:05;0,7;60;0,91;;0,69;;0,91;;0,62;0,89;Nvn;;1993;Rail Wear varningslista;0,59;;0,12;;120805 00:00;;;;639;;;;;;;;;;;;;;;;;;;;;;;;;
119;1175 + 681,0 m;1175 + 734,0 m;5;RPM Rälslitage i kurva;Rälslitage i kurva;150427 00:00;150627 00:00;2363272781;3473;;;10L60DO10;0,61;0,58;Driftplats (ahsp);RPM_1504271542A_119_E_1175_536;P-Ec;;SPL_1504271542A_119_E_1175_523;1;2010;0,5;1,0;3,0;B2.5;;LHT;LHT;1,54;1,02;800,0;;0,5;100,0;1,47;2.4;10L60DO10;2,16;53;spajan01;1,16;1,72;100;2,5;160513 19:56;1,54;60;1,27;;0,61;5,2;1,72;4,59;2,16;1,87;Nvn;;2010;Rail Wear varningslista;1,87;0,5;0,36;;150427 00:00;;;;36188;;;;;;;;;;;;;;;;;;;;;;;;;
119;1178 + 194,0 m;1178 + 446,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;100920 00:00;101120 00:00;2363272782;5153;;;93L60DO92;2,2;2,2;Linje;RPM_1009201023A_119_E_1179_495;P-Ec;;;1;1993;1,73;2,0;;B2.5;;900A;900A;1,74;4,06;-615,0;;0,0;;4,43;2.4;93L60DO92;4,54;252;spajan01;4,43;2,61;100;;160519 18:16;4,06;60;4,06;;0,58;;4,06;;4,54;4,43;Nvn - Le;;1993;Rail Wear varningslista;4,37;;1,73;;100920 00:00;;;;1210;;;;;;;;;;;;;;;;;;;;;;;;;
119;1176 + 799,0 m;1177 + 34,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;150427 00:00;150627 00:00;2363272783;3473;;;93L60DO92;1,6;0,25;Driftplats (nhsp);RPM_1504271542A_119_E_1175_536;P-Ec;;SPL_1504271542A_119_E_1175_523;1;1993;0,66;3,0;2,0;B2.5;;900A;900A;4,9;3,82;7000,0;;0,66;38,0;5,04;2.4;93L60DO92;5,74;235;spajan01;4,45;4,9;36;1,34;160513 19:56;4,9;60;4,15;;1,6;6,2;4,9;4,6;5,74;5,74;Nvn;;1993;Rail Wear varningslista;5,74;0,0;0,0;;150427 00:00;;;;639;;;;;;;;;;;;;;;;;;;;;;;;;
119;1164 + 640,0 m;1164 + 714,0 m;1;RPM Rälslitage i kurva;Rälslitage i kurva;100920 00:00;101120 00:00;2363272784;5153;;;99L60?;0,44;0,18;Driftplats (ahsp);RPM_1009201023A_119_E_1179_495;P-Ec;;;1;1999;0,34;1,0;;B2.5;;?;?;0,39;0,04;-1100,0;;0,34;;0,31;2.4;99L60?;0,61;74;spajan01;0,09;0,44;100;;160519 18:16;0,39;60;0,21;;0,44;;0,44;;0,61;0,56;Sus;;1999;Rail Wear varningslista;0,56;;0,1;;100920 00:00;;;;25408;;;;;;;;;;;;;;;;;;;;;;;;;
119;1171 + 212,0 m;1171 + 493,0 m;fdE;RPM Rälslitage i kurva;Rälslitage i kurva;100920 00:00;101120 00:00;2363272785;5153;;;93L60DO92;5,35;5,35;Driftplats (nhsp);RPM_1009201023A_119_E_1179_495;;;;1;1993;4,46;3,0;;B2.5;43.0;900A;900A;4,25;3,4;-1070,0;;0,0;;4,03;2.4;93L60DO92;7,42;281;spajan01;4,03;6,48;100;;160519 18:16;4,25;60;3,4;;0,11;;6,48;;7,42;4,78;Gst;;1993;Rail Wear varningslista;4,78;;4,46;;100920 00:00;;;;1196;;;;;;;;;;;;;;;;;;;;;;;;;
119;1175 + 876,0 m;1175 + 974,0 m;5;RPM Rälslitage i kurva;Rälslitage i kurva;150427 00:00;150627 00:00;2363272786;3473;;;10L60DO10;0,54;0,41;Driftplats (ahsp);RPM_1504271542A_119_E_1175_536;P-Ec;;SPL_1504271542A_119_E_1175_523;1;2010;0,36;1,0;1,3;B2.5;;LHT;LHT;1,3;0,62;2000,0;;0,36;100,0;1,2;2.4;10L60DO10;1,7;98;spajan01;0,96;1,45;100;0,94;160513 19:56;1,3;60;0,8;;0,54;2,8;1,45;2,26;1,7;1,49;Nvn;;2010;Rail Wear varningslista;1,49;-0,8;0,32;;150427 00:00;;;;35617;;;;;;;;;;;;;;;;;;;;;;;;;
119;1172 + 899,0 m;1172 + 943,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;100920 00:00;101120 00:00;2363272787;5153;;;93L60DO92;1,32;1,32;Linje;RPM_1009201023A_119_E_1179_495;P-Ec;;;1;1993;1,0;3,0;;B2.5;;900A;900A;2,55;1,97;-25000,0;;0,7;;2,71;2.4;93L60DO92;3,27;44;spajan01;2,22;3,05;100;;160519 18:16;2,55;60;2,32;;0,99;;3,05;;3,27;2,62;Gst - Nvn;;1993;Rail Wear varningslista;2,62;;1,0;;100920 00:00;;;;17416;;;;;;;;;;;;;;;;;;;;;;;;;
119;1173 + 184,0 m;1173 + 938,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;100920 00:00;101120 00:00;2363272788;5153;;;93L60DO92;5,76;5,76;Linje;RPM_1009201023A_119_E_1179_495;P-Ec;;;1;1993;4,11;3,0;;B2.5;29.0;900A;900A;3,4;1,93;-1200,0;;0,02;;3,56;2.4;93L60DO92;6,31;754;spajan01;2,99;5,46;100;;160519 18:16;3,4;60;1,93;;1,47;;5,46;;6,31;4,04;Gst - Nvn;;1993;Rail Wear varningslista;4,04;;4,11;;100920 00:00;;;;637;;;;;;;;;;;;;;;;;;;;;;;;;
119;1148 + 90,0 m;1148 + 219,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;100920 00:00;101120 00:00;2363272789;5153;;;94L60DO93;1,15;1,15;Linje;RPM_1009201023A_119_E_1179_495;P-Ec;;;1;1994;1,01;3,0;;B2.5;;1100;1100;3,2;2,65;-2150,0;;0,0;;3,02;2.4;94L60DO93;4,17;129;spajan01;3,02;3,71;100;;160519 18:16;3,2;60;2,65;;0,0;;3,71;;4,17;3,74;Bdn - Sän;;1994;Rail Wear varningslista;3,74;;1,01;;100920 00:00;;;;1168;;;;;;;;;;;;;;;;;;;;;;;;;
119;1159 + 914,0 m;1160 + 311,0 m;E;RPM Rälslitage i kurva;Rälslitage i kurva;100920 00:00;101120 00:00;2363272790;5153;;;94L60DO93;3,73;3,73;Linje;RPM_1009201023A_119_E_1179_495;P-Ec;;;1;1994;2,47;3,0;;B2.5;;1100;1100;3,21;2,47;-977,0;;0,26;;3,31;2.4;94L60DO93;5,45;397;spajan01;3,31;4,44;100;;160519 18:16;3,21;60;2,6;;1,44;;4,44;;5,45;3,99;Svt - Sby;;1994;Rail Wear varningslista;3,99;;2,47;;100920 00:00;;;;629;;;;;;;;;;;;;;;;;;;;;;;;;
