Bandel,Startläge,Slutläge,Spårnamn,Start Date,End Date,Day Age,Radie,Medel Spårvidd Cirkulärkurva,Mätning Spårvidd
111,"1483 + 157,0 m","1483 + 178,0 m",3,190513 10:37,190713 10:37,1996,22000,"0,7",SPL_1809231338A_111_E_1484_155
111,"1482 + 587,0 m","1483 + 122,0 m",3,190513 10:37,190713 10:37,1996,"2464,5","0,2",SPL_1809231338A_111_E_1484_155
111,"1482 + 485,5 m","1482 + 511,0 m",3,190513 10:37,190713 10:37,1996,760,"2,9",SPL_1809231338A_111_E_1484_155
111,"1482 + 523,0 m","1482 + 587,0 m",3,190513 10:37,190713 10:37,1996,-902,"2,7",SPL_1809231338A_111_E_1484_155
111,"1481 + 910,09 m","1482 + 188,0 m",E,190513 10:37,190713 10:37,1996,1188,"6,4",SPL_1904131037A_111_E_1417_874
111,"1493 + 900,1 m","1494 + 717,0 m",E,190513 10:45,190713 10:45,1996,1995,"6,1",SPL_1904131037A_111_E_1417_874
111,"1494 + 924,0 m","1494 + 949,0 m",2,190513 10:45,190713 10:45,1996,"3510,5","1,3",SPL_1811231020A_111_E_1541_885
111,"1495 + 805,81 m","1495 + 821,22 m",2,190513 10:45,190713 10:45,1996,300,"3,6",SPL_1811231020A_111_E_1541_885
111,"1494 + 962,0 m","1495 + 51,05 m",2,190513 10:45,190713 10:45,1996,-530,"9,5",SPL_1811231020A_111_E_1541_885
111,"1495 + 758,76 m","1495 + 792,79 m",2,190513 10:45,190713 10:45,1996,-300,"8,6",SPL_1811231020A_111_E_1541_885
111,"1494 + 949,0 m","1494 + 962,0 m",2,190513 10:45,190713 10:45,1996,-970,"1,8",SPL_1811231020A_111_E_1541_885
111,"1495 + 51,05 m","1495 + 288,29 m",2,190513 10:45,190713 10:45,1996,-970,"4,2",SPL_1811231020A_111_E_1541_885
111,"1494 + 821,0 m","1495 + 287,29 m",E,190513 10:45,190713 10:45,1996,-970,"7,8",SPL_1904131037A_111_E_1417_874
111,"1495 + 860,86 m","1496 + 409,0 m",E,190513 10:45,190713 10:45,1996,-581,"15,1",SPL_1904131037A_111_E_1417_874
111,"1504 + 600,0 m","1505 + 328,0 m",E,190513 10:54,190713 10:54,1996,592,"15,6",SPL_1904131037A_111_E_1417_874
111,"1506 + 364,0 m","1506 + 393,0 m",1,190513 10:54,190713 10:54,1996,760,"2,8",SPL_1809231312A_111_E_1506_788
111,"1505 + 466,0 m","1505 + 491,0 m",1,190513 10:54,190713 10:54,1996,760,"3,4",SPL_1809231312A_111_E_1506_788
111,"1505 + 508,0 m","1505 + 559,0 m",1,190513 10:54,190713 10:54,1996,-760,"2,4",SPL_1809231312A_111_E_1506_788
111,"1506 + 300,0 m","1506 + 351,0 m",1,190513 10:54,190713 10:54,1996,-760,"3,2",SPL_1809231312A_111_E_1506_788
111,"1514 + 918,0 m","1514 + 943,0 m",2,190513 11:03,190713 11:03,1996,760,"3,2",SPL_1809231305A_111_E_1516_349
111,"1514 + 461,0 m","1514 + 889,0 m",E,190513 11:03,190713 11:03,1996,584,"9,7",SPL_1904131037A_111_E_1417_874
111,"1515 + 115,0 m","1515 + 630,0 m",2,190513 11:03,190713 11:03,1996,-750,"11,1",SPL_1809231305A_111_E_1516_349
111,"1514 + 961,0 m","1515 + 13,0 m",2,190513 11:03,190713 11:03,1996,-760,6,SPL_1809231305A_111_E_1516_349
111,"1515 + 765,0 m","1515 + 946,0 m",2,190513 11:03,190713 11:03,1996,-675,"10,9",SPL_1809231305A_111_E_1516_349
111,"1515 + 959,0 m","1515 + 987,4 m",2,190513 11:03,190713 11:03,1996,469,,
111,"1515 + 953,0 m","1516 + 314,0 m",E,190513 11:03,190713 11:03,1996,591,"14,4",SPL_1904131037A_111_E_1417_874
111,"1523 + 529,0 m","1523 + 805,0 m",E,190513 11:11,190713 11:11,1996,595,"17,1",SPL_1904131037A_111_E_1417_874
111,"1524 + 105,0 m","1524 + 320,0 m",2,190513 11:11,190713 11:11,1996,825,"0,8",SPL_1809231250A_111_E_1525_109
111,"1524 + 783,0 m","1524 + 833,0 m",2,190513 11:11,190713 11:11,1996,760,"0,7",SPL_1809231250A_111_E_1525_109
111,"1524 + 359,0 m","1524 + 444,0 m",2,190513 11:11,190713 11:11,1996,760,"-0,4",SPL_1809231250A_111_E_1525_109
111,"1523 + 938,0 m","1524 + 105,0 m",2,190513 11:11,190713 11:11,1996,-760,"3,1",SPL_1809231250A_111_E_1525_109
111,"1525 + 149,0 m","1525 + 326,0 m",E,190513 11:11,190713 11:11,1996,-1150,"6,7",SPL_1904131037A_111_E_1417_874
111,"1535 + 147,0 m","1535 + 175,0 m",2,190513 11:19,190713 11:19,1996,1610,"3,3",SPL_1811231020A_111_E_1541_885
111,"1535 + 241,0 m","1535 + 298,0 m",2,190513 11:19,190713 11:19,1996,760,"6,2",SPL_1811231020A_111_E_1541_885
111,"1532 + 815,0 m","1533 + 404,0 m",E,190513 11:19,190713 11:19,1996,494,"16,2",SPL_1904131037A_111_E_1417_874
111,"1533 + 603,0 m","1534 + 24,0 m",E,190513 11:19,190713 11:19,1996,500,"16,5",SPL_1904131037A_111_E_1417_874
111,"1533 + 404,0 m","1533 + 603,0 m",E,190513 11:19,190713 11:19,1996,-495,"18,3",SPL_1904131037A_111_E_1417_874
111,"1535 + 341,0 m","1535 + 766,0 m",E,190513 11:19,190713 11:19,1996,-499,"10,2",SPL_1904131037A_111_E_1417_874
111,"1534 + 461,0 m","1534 + 485,0 m",2,190513 11:19,190713 11:19,1996,-600,"5,4",SPL_1811231020A_111_E_1541_885
111,"1534 + 252,0 m","1534 + 650,0 m",E,190513 11:19,190713 11:19,1996,-600,"14,8",SPL_1904131037A_111_E_1417_874
111,"1535 + 326,0 m","1535 + 340,0 m",2,190513 11:19,190713 11:19,1996,-760,"0,4",SPL_1811231020A_111_E_1541_885
111,"1534 + 648,0 m","1534 + 903,0 m",2,190513 11:19,190713 11:19,1996,-2516,"2,2",SPL_1811231020A_111_E_1541_885
111,"1534 + 524,0 m","1534 + 648,0 m",2,190513 11:19,190713 11:19,1996,-595,"8,3",SPL_1811231020A_111_E_1541_885
111,"1443 + 823,0 m","1444 + 177,0 m",3,190513 13:37,190713 13:37,1996,1600,"0,6",SPL_1811231020A_111_E_1541_885
111,"1443 + 664,0 m","1443 + 717,0 m",3,190513 13:37,190713 13:37,1996,300,"4,5",SPL_1811231020A_111_E_1541_885
111,"1444 + 448,0 m","1444 + 498,0 m",3,190513 13:37,190713 13:37,1996,760,"1,4",SPL_1811231020A_111_E_1541_885
111,"1444 + 515,0 m","1444 + 541,0 m",2,190513 13:37,190713 13:37,1996,760,"0,6",SPL_1811231020A_111_E_1541_885
111,"1443 + 75,0 m","1443 + 588,0 m",E,190513 13:37,190713 13:37,1996,1465,"4,8",SPL_1904131037A_111_E_1417_874
111,"1444 + 634,0 m","1444 + 985,0 m",E,190513 13:37,190713 13:37,1996,-1036,"5,9",SPL_1904131037A_111_E_1417_874
111,"1444 + 585,0 m","1444 + 609,0 m",2,190513 13:37,190713 13:37,1996,-760,"2,1",SPL_1811231020A_111_E_1541_885
111,"1443 + 588,0 m","1443 + 612,0 m",2,190513 13:37,190713 13:37,1996,760,,
111,"1445 + 248,75 m","1445 + 705,29 m",E,190513 13:37,190713 13:37,1996,1900,4,SPL_1904131037A_111_E_1417_874
111,"1424 + 178,0 m","1424 + 497,0 m",E,190513 14:25,190713 14:25,1996,1755,"4,1",SPL_1904131037A_111_E_1417_874
111,"1417 + 874,0 m","1418 + 464,0 m",E,190914 16:55,191114 16:55,1872,1468,"4,2",SPL_1906280930A_111_E_1417_874
111,"1522 + 480,0 m","1522 + 624,0 m",E,190915 08:48,191115 08:48,1871,1098,"10,2",SPL_1906280930A_111_E_1417_874
111,"1425 + 443,0 m","1425 + 756,0 m",E,190915 08:48,191115 08:48,1871,603,"13,5",SPL_1906280930A_111_E_1417_874
111,"1538 + 92,0 m","1538 + 622,0 m",E,190915 08:48,191115 08:48,1871,496,"11,9",SPL_1906281510A_111_E_1535_384
111,"1532 + 815,0 m","1533 + 404,0 m",E,190915 08:48,191115 08:48,1871,494,"16,9",SPL_1906280930A_111_E_1417_874
111,"1419 + 677,0 m","1420 + 19,0 m",E,190915 08:48,191115 08:48,1871,1440,"4,7",SPL_1906280930A_111_E_1417_874
111,"1445 + 248,75 m","1445 + 705,29 m",E,190915 08:48,191115 08:48,1871,1900,"4,1",SPL_1906280930A_111_E_1417_874
111,"1488 + 70,0 m","1488 + 452,0 m",E,190915 08:48,191115 08:48,1871,1945,"5,4",SPL_1906280930A_111_E_1417_874
111,"1472 + 326,0 m","1472 + 576,0 m",E,190915 08:48,191115 08:48,1871,2650,"6,4",SPL_1906280930A_111_E_1417_874
111,"1435 + 949,0 m","1436 + 313,0 m",E,190915 08:48,191115 08:48,1871,954,"7,6",SPL_1906280930A_111_E_1417_874
111,"1489 + 445,0 m","1489 + 664,0 m",E,190915 08:48,191115 08:48,1871,2600,"4,4",SPL_1906280930A_111_E_1417_874
111,"1539 + 347,0 m","1539 + 849,0 m",E,190915 08:48,191115 08:48,1871,491,12,SPL_1906281510A_111_E_1535_384
111,"1468 + 571,0 m","1468 + 821,0 m",E,190915 08:48,191115 08:48,1871,823,"9,5",SPL_1906280930A_111_E_1417_874
111,"1517 + 411,0 m","1517 + 504,0 m",E,190915 08:48,191115 08:48,1871,1460,"4,1",SPL_1906280930A_111_E_1417_874
111,"1517 + 39,0 m","1517 + 200,0 m",E,190915 08:48,191115 08:48,1871,"638,5","6,2",SPL_1906280930A_111_E_1417_874
111,"1526 + 323,0 m","1526 + 519,0 m",E,190915 08:48,191115 08:48,1871,680,"12,2",SPL_1906280930A_111_E_1417_874
111,"1482 + 522,0 m","1483 + 122,0 m",E,190915 08:48,191115 08:48,1871,2469,4,SPL_1906280930A_111_E_1417_874
111,"1540 + 576,0 m","1540 + 839,0 m",E,190915 08:48,191115 08:48,1871,506,"12,7",SPL_1906281510A_111_E_1535_384
111,"1475 + 804,0 m","1476 + 174,0 m",E,190915 08:48,191115 08:48,1871,733,"10,4",SPL_1906280930A_111_E_1417_874
111,"1535 + 91,0 m","1535 + 245,0 m",E,190915 08:48,191115 08:48,1871,4800,4,SPL_1906280930A_111_E_1417_874
111,"1533 + 603,0 m","1534 + 24,0 m",E,190915 08:48,191115 08:48,1871,500,"16,8",SPL_1906280930A_111_E_1417_874
111,"1477 + 245,0 m","1477 + 717,0 m",E,190915 08:48,191115 08:48,1871,1480,"3,9",SPL_1906280930A_111_E_1417_874
111,"1430 + 621,0 m","1431 + 287,0 m",E,190915 08:48,191115 08:48,1871,581,"14,2",SPL_1906280930A_111_E_1417_874
111,"1456 + 247,0 m","1456 + 771,0 m",E,190915 08:48,191115 08:48,1871,578,"14,3",SPL_1906280930A_111_E_1417_874
111,"1451 + 312,0 m","1451 + 547,0 m",E,190915 08:48,191115 08:48,1871,566,"15,3",SPL_1906280930A_111_E_1417_874
111,"1483 + 714,0 m","1484 + 172,17 m",E,190915 08:48,191115 08:48,1871,580,"14,2",SPL_1906280930A_111_E_1417_874
111,"1453 + 703,7 m","1453 + 967,97 m",E,190915 08:48,191115 08:48,1871,709,"11,1",SPL_1906280930A_111_E_1417_874
111,"1448 + 647,0 m","1448 + 968,0 m",E,190915 08:48,191115 08:48,1871,910,"7,3",SPL_1906280930A_111_E_1417_874
111,"1427 + 552,0 m","1428 + 23,0 m",E,190915 08:48,191115 08:48,1871,776,"8,3",SPL_1906280930A_111_E_1417_874
111,"1496 + 409,0 m","1497 + 162,84 m",E,190915 08:48,191115 08:48,1871,587,"13,7",SPL_1906280930A_111_E_1417_874
111,"1434 + 453,0 m","1434 + 926,0 m",E,190915 08:48,191115 08:48,1871,587,"14,8",SPL_1906280930A_111_E_1417_874
111,"1429 + 361,0 m","1429 + 814,0 m",E,190915 08:48,191115 08:48,1871,579,"12,7",SPL_1906280930A_111_E_1417_874
111,"1460 + 330,33 m","1460 + 949,95 m",E,190915 08:48,191115 08:48,1871,589,"13,5",SPL_1906280930A_111_E_1417_874
111,"1535 + 870,0 m","1536 + 259,0 m",E,190915 08:48,191115 08:48,1871,589,"6,9",SPL_1906281510A_111_E_1535_384
111,"1522 + 210,0 m","1522 + 480,0 m",E,190915 08:48,191115 08:48,1871,634,"12,7",SPL_1906280930A_111_E_1417_874
111,"1472 + 83,0 m","1472 + 326,0 m",E,190915 08:48,191115 08:48,1871,634,"14,4",SPL_1906280930A_111_E_1417_874
111,"1463 + 639,0 m","1464 + 23,0 m",E,190915 08:48,191115 08:48,1871,629,"14,3",SPL_1906280930A_111_E_1417_874
111,"1420 + 993,0 m","1421 + 243,0 m",E,190915 08:48,191115 08:48,1871,1545,"3,1",SPL_1906280930A_111_E_1417_874
111,"1464 + 623,0 m","1464 + 934,0 m",E,190915 08:48,191115 08:48,1871,687,"11,8",SPL_1906280930A_111_E_1417_874
111,"1524 + 89,0 m","1524 + 491,0 m",E,190915 08:48,191115 08:48,1871,1003,"8,4",SPL_1906280930A_111_E_1417_874
111,"1510 + 970,0 m","1511 + 143,0 m",E,190915 08:48,191115 08:48,1871,759,"14,4",SPL_1906280930A_111_E_1417_874
111,"1441 + 84,0 m","1441 + 474,0 m",E,190915 08:48,191115 08:48,1871,1948,"4,6",SPL_1906280930A_111_E_1417_874
111,"1518 + 154,85 m","1518 + 307,69 m",E,190915 08:48,191115 08:48,1871,896,"13,1",SPL_1906280930A_111_E_1417_874
111,"1479 + 707,0 m","1480 + 71,0 m",E,190915 08:48,191115 08:48,1871,596,"12,1",SPL_1906280930A_111_E_1417_874
111,"1464 + 287,0 m","1464 + 623,0 m",E,190915 08:48,191115 08:48,1871,820,"7,7",SPL_1906280930A_111_E_1417_874
111,"1478 + 182,0 m","1478 + 532,0 m",E,190915 08:48,191115 08:48,1871,1431,"4,5",SPL_1906280930A_111_E_1417_874
111,"1497 + 851,15 m","1498 + 147,15 m",E,190915 08:48,191115 08:48,1871,1011,"9,6",SPL_1906280930A_111_E_1417_874
111,"1522 + 999,0 m","1523 + 243,0 m",E,190915 08:48,191115 08:48,1871,675,"11,8",SPL_1906280930A_111_E_1417_874
111,"1443 + 805,0 m","1444 + 221,0 m",E,190915 08:48,191115 08:48,1871,1417,"2,9",SPL_1906280930A_111_E_1417_874
111,"1526 + 908,0 m","1527 + 204,8 m",E,190915 08:48,191115 08:48,1871,1052,"8,7",SPL_1906280930A_111_E_1417_874
111,"1472 + 576,0 m","1473 + 88,0 m",E,190915 08:48,191115 08:48,1871,601,15,SPL_1906280930A_111_E_1417_874
111,"1526 + 657,0 m","1526 + 853,0 m",E,190915 08:48,191115 08:48,1871,2015,"5,2",SPL_1906280930A_111_E_1417_874
111,"1483 + 464,0 m","1483 + 540,0 m",E,190915 08:48,191115 08:48,1871,4500,"1,9",SPL_1906280930A_111_E_1417_874
111,"1481 + 392,61 m","1481 + 629,37 m",E,190915 08:48,191115 08:48,1871,614,"14,1",SPL_1906280930A_111_E_1417_874
111,"1428 + 561,0 m","1429 + 19,0 m",E,190915 08:48,191115 08:48,1871,593,"13,3",SPL_1906280930A_111_E_1417_874
111,"1436 + 946,0 m","1436 + 981,0 m",E,190915 08:48,191115 08:48,1871,99999,"2,3",SPL_1906280930A_111_E_1417_874
111,"1450 + 299,0 m","1450 + 677,0 m",E,190915 08:48,191115 08:48,1871,1791,"4,8",SPL_1906280930A_111_E_1417_874
111,"1493 + 900,1 m","1494 + 717,0 m",E,190915 08:48,191115 08:48,1871,1995,"6,1",SPL_1906280930A_111_E_1417_874
111,"1510 + 567,0 m","1510 + 791,0 m",E,190915 08:48,191115 08:48,1871,670,"15,6",SPL_1906280930A_111_E_1417_874
111,"1481 + 910,09 m","1482 + 188,0 m",E,190915 08:48,191115 08:48,1871,1188,"6,5",SPL_1906280930A_111_E_1417_874
111,"1519 + 426,43 m","1519 + 749,75 m",E,190915 08:48,191115 08:48,1871,593,"16,9",SPL_1906280930A_111_E_1417_874
111,"1487 + 341,0 m","1487 + 883,0 m",E,190915 08:48,191115 08:48,1871,586,"18,6",SPL_1906280930A_111_E_1417_874
111,"1502 + 340,0 m","1502 + 366,0 m",E,190915 08:48,191115 08:48,1871,25000,"3,8",SPL_1906280930A_111_E_1417_874
111,"1509 + 775,0 m","1510 + 50,0 m",E,190915 08:48,191115 08:48,1871,610,"17,2",SPL_1906280930A_111_E_1417_874
111,"1529 + 121,12 m","1529 + 585,58 m",E,190915 08:48,191115 08:48,1871,598,"19,5",SPL_1906280930A_111_E_1417_874
111,"1513 + 580,56 m","1513 + 942,91 m",E,190915 08:48,191115 08:48,1871,615,"12,5",SPL_1906280930A_111_E_1417_874
111,"1530 + 721,0 m","1531 + 113,0 m",E,190915 08:48,191115 08:48,1871,590,"9,2",SPL_1906280930A_111_E_1417_874
111,"1450 + 754,0 m","1451 + 76,0 m",E,190915 08:48,191115 08:48,1871,594,"12,9",SPL_1906280930A_111_E_1417_874
111,"1527 + 770,23 m","1528 + 279,0 m",E,190915 08:48,191115 08:48,1871,607,"17,7",SPL_1906280930A_111_E_1417_874
111,"1508 + 396,0 m","1508 + 796,0 m",E,190915 08:48,191115 08:48,1871,595,"16,4",SPL_1906280930A_111_E_1417_874
111,"1523 + 529,0 m","1523 + 805,0 m",E,190915 08:48,191115 08:48,1871,595,"16,9",SPL_1906280930A_111_E_1417_874
111,"1491 + 249,0 m","1491 + 701,0 m",E,190915 08:48,191115 08:48,1871,595,"12,9",SPL_1906280930A_111_E_1417_874
111,"1454 + 125,0 m","1454 + 678,0 m",E,190915 08:48,191115 08:48,1871,595,"14,1",SPL_1906280930A_111_E_1417_874
111,"1486 + 573,0 m","1486 + 964,0 m",E,190915 08:48,191115 08:48,1871,943,"9,3",SPL_1906280930A_111_E_1417_874
111,"1504 + 600,0 m","1505 + 328,0 m",E,190915 08:48,191115 08:48,1871,592,"14,9",SPL_1906280930A_111_E_1417_874
111,"1541 + 235,0 m","1541 + 506,0 m",E,190915 08:48,191115 08:48,1871,565,"5,1",SPL_1906281510A_111_E_1535_384
111,"1438 + 238,0 m","1439 + 284,0 m",E,190915 08:48,191115 08:48,1871,899,"7,9",SPL_1906280930A_111_E_1417_874
111,"1452 + 945,05 m","1453 + 335,34 m",E,190915 08:48,191115 08:48,1871,2200,"3,7",SPL_1906280930A_111_E_1417_874
111,"1435 + 23,0 m","1435 + 396,0 m",E,190915 08:48,191115 08:48,1871,756,"10,6",SPL_1906280930A_111_E_1417_874
111,"1513 + 968,94 m","1514 + 192,0 m",E,190915 08:48,191115 08:48,1871,660,"13,3",SPL_1906280930A_111_E_1417_874
111,"1521 + 612,0 m","1521 + 990,0 m",E,190915 08:48,191115 08:48,1871,480,9,SPL_1906280930A_111_E_1417_874
111,"1539 + 849,0 m","1540 + 4,0 m",E,190915 08:48,191115 08:48,1871,523,"11,8",SPL_1906281510A_111_E_1535_384
111,"1500 + 839,0 m","1501 + 477,0 m",E,190915 08:48,191115 08:48,1871,990,"10,4",SPL_1906280930A_111_E_1417_874
111,"1512 + 178,82 m","1512 + 925,07 m",E,190915 08:48,191115 08:48,1871,800,"11,7",SPL_1906280930A_111_E_1417_874
111,"1458 + 316,0 m","1458 + 744,0 m",E,190915 08:48,191115 08:48,1871,583,"15,2",SPL_1906280930A_111_E_1417_874
111,"1480 + 786,0 m","1481 + 135,86 m",E,190915 08:48,191115 08:48,1871,583,15,SPL_1906280930A_111_E_1417_874
111,"1541 + 604,0 m","1541 + 899,0 m",E,190915 08:48,191115 08:48,1871,583,9,SPL_1906281510A_111_E_1535_384
111,"1507 + 719,0 m","1508 + 396,0 m",E,190915 08:48,191115 08:48,1871,807,"12,1",SPL_1906280930A_111_E_1417_874
111,"1517 + 504,0 m","1517 + 713,0 m",E,190915 08:48,191115 08:48,1871,583,"6,7",SPL_1906280930A_111_E_1417_874
111,"1417 + 874,0 m","1418 + 464,0 m",E,190915 08:48,191115 08:48,1871,1468,"3,7",SPL_1909141655A_111_E_1417_965
111,"1520 + 610,0 m","1521 + 9,0 m",E,190915 08:48,191115 08:48,1871,584,"14,6",SPL_1906280930A_111_E_1417_874
111,"1514 + 461,0 m","1514 + 889,0 m",E,190915 08:48,191115 08:48,1871,584,"9,4",SPL_1906280930A_111_E_1417_874
111,"1459 + 180,82 m","1459 + 524,48 m",E,190915 08:48,191115 08:48,1871,584,"13,2",SPL_1906280930A_111_E_1417_874
111,"1517 + 200,0 m","1517 + 411,0 m",E,190915 08:48,191115 08:48,1871,572,"4,7",SPL_1906280930A_111_E_1417_874
111,"1424 + 178,0 m","1424 + 497,0 m",E,190915 08:48,191115 08:48,1871,1755,"4,3",SPL_1906280930A_111_E_1417_874
111,"1470 + 278,28 m","1470 + 506,51 m",E,190915 08:48,191115 08:48,1871,853,"8,6",SPL_1906280930A_111_E_1417_874
111,"1531 + 486,0 m","1531 + 879,0 m",E,190915 08:48,191115 08:48,1871,608,"8,9",SPL_1906280930A_111_E_1417_874
111,"1469 + 519,0 m","1469 + 795,0 m",E,190915 08:48,191115 08:48,1871,935,"7,9",SPL_1906280930A_111_E_1417_874
111,"1443 + 75,0 m","1443 + 588,0 m",E,190915 08:48,191115 08:48,1871,1465,"4,7",SPL_1906280930A_111_E_1417_874
111,"1515 + 953,0 m","1516 + 314,0 m",E,190915 08:48,191115 08:48,1871,591,"6,6",SPL_1906280930A_111_E_1417_874
111,"1490 + 807,0 m","1491 + 249,0 m",E,190915 08:48,191115 08:48,1871,1495,"6,5",SPL_1906280930A_111_E_1417_874
111,"1538 + 775,0 m","1539 + 214,0 m",E,190915 08:48,191115 08:48,1871,588,"18,2",SPL_1906281510A_111_E_1535_384
111,"1441 + 709,0 m","1442 + 14,0 m",E,190915 08:48,191115 08:48,1871,946,"7,1",SPL_1906280930A_111_E_1417_874
111,"1466 + 454,55 m","1466 + 800,2 m",E,190915 08:48,191115 08:48,1871,588,"14,6",SPL_1906280930A_111_E_1417_874
111,"1455 + 280,0 m","1455 + 831,0 m",E,190915 08:48,191115 08:48,1871,588,14,SPL_1906280930A_111_E_1417_874
111,"1484 + 640,64 m","1485 + 152,0 m",E,190915 08:48,191115 08:48,1871,-1924,7,SPL_1906280930A_111_E_1417_874
111,"1527 + 355,64 m","1527 + 549,45 m",E,190915 08:48,191115 08:48,1871,-1032,"10,6",SPL_1906280930A_111_E_1417_874
111,"1478 + 532,0 m","1478 + 913,0 m",E,190915 08:48,191115 08:48,1871,-773,"9,5",SPL_1906280930A_111_E_1417_874
111,"1518 + 307,69 m","1518 + 695,3 m",E,190915 08:48,191115 08:48,1871,-592,"12,7",SPL_1906280930A_111_E_1417_874
111,"1492 + 894,0 m","1493 + 101,9 m",E,190915 08:48,191115 08:48,1871,-1992,"5,8",SPL_1906280930A_111_E_1417_874
111,"1509 + 157,0 m","1509 + 581,0 m",E,190915 08:48,191115 08:48,1871,-987,"9,5",SPL_1906280930A_111_E_1417_874
111,"1441 + 474,0 m","1441 + 709,0 m",E,190915 08:48,191115 08:48,1871,-1600,"4,3",SPL_1906280930A_111_E_1417_874
111,"1533 + 404,0 m","1533 + 603,0 m",E,190915 08:48,191115 08:48,1871,-495,"8,7",SPL_1906280930A_111_E_1417_874
111,"1454 + 850,0 m","1455 + 280,0 m",E,190915 08:48,191115 08:48,1871,-873,9,SPL_1906280930A_111_E_1417_874
111,"1447 + 438,0 m","1447 + 738,0 m",E,190915 08:48,191115 08:48,1871,-1493,"4,8",SPL_1906280930A_111_E_1417_874
111,"1418 + 588,0 m","1419 + 4,0 m",E,190915 08:48,191115 08:48,1871,-759,"7,4",SPL_1906280930A_111_E_1417_874
111,"1485 + 855,0 m","1486 + 176,0 m",E,190915 08:48,191115 08:48,1871,-2000,"6,9",SPL_1906280930A_111_E_1417_874
111,"1508 + 796,0 m","1509 + 106,0 m",E,190915 08:48,191115 08:48,1871,-591,"17,4",SPL_1906280930A_111_E_1417_874
111,"1531 + 941,0 m","1532 + 242,0 m",E,190915 08:48,191115 08:48,1871,-635,"9,4",SPL_1906280930A_111_E_1417_874
111,"1532 + 262,0 m","1532 + 767,0 m",E,190915 08:48,191115 08:48,1871,-981,"10,7",SPL_1906280930A_111_E_1417_874
111,"1471 + 378,0 m","1471 + 562,0 m",E,190915 08:48,191115 08:48,1871,-2692,"3,8",SPL_1906280930A_111_E_1417_874
111,"1513 + 103,1 m","1513 + 580,56 m",E,190915 08:48,191115 08:48,1871,-798,"7,8",SPL_1906280930A_111_E_1417_874
111,"1530 + 225,0 m","1530 + 461,0 m",E,190915 08:48,191115 08:48,1871,-651,"12,6",SPL_1906280930A_111_E_1417_874
111,"1442 + 14,0 m","1442 + 527,0 m",E,190915 08:48,191115 08:48,1871,-1183,6,SPL_1906280930A_111_E_1417_874
111,"1511 + 436,0 m","1511 + 975,0 m",E,190915 08:48,191115 08:48,1871,-802,"12,3",SPL_1906280930A_111_E_1417_874
111,"1461 + 121,88 m","1461 + 579,42 m",E,190915 08:48,191115 08:48,1871,-1456,"6,2",SPL_1906280930A_111_E_1417_874
111,"1448 + 208,0 m","1448 + 573,0 m",E,190915 08:48,191115 08:48,1871,-1450,"4,9",SPL_1906280930A_111_E_1417_874
111,"1423 + 289,0 m","1423 + 301,0 m",E,190915 08:48,191115 08:48,1871,-99999,"3,4",SPL_1906280930A_111_E_1417_874
111,"1422 + 980,0 m","1423 + 10,0 m",E,190915 08:48,191115 08:48,1871,-99999,"4,1",SPL_1906280930A_111_E_1417_874
111,"1503 + 772,0 m","1503 + 792,0 m",E,190915 08:48,191115 08:48,1871,-99999,"2,7",SPL_1906280930A_111_E_1417_874
111,"1420 + 197,0 m","1420 + 710,0 m",E,190915 08:48,191115 08:48,1871,-2045,"3,3",SPL_1906280930A_111_E_1417_874
111,"1464 + 934,0 m","1465 + 307,0 m",E,190915 08:48,191115 08:48,1871,-725,"12,3",SPL_1906280930A_111_E_1417_874
111,"1534 + 650,0 m","1534 + 907,0 m",E,190915 08:48,191115 08:48,1871,-2521,"6,5",SPL_1906280930A_111_E_1417_874
111,"1515 + 696,0 m","1515 + 953,0 m",E,190915 08:48,191115 08:48,1871,-938,"8,5",SPL_1906280930A_111_E_1417_874
111,"1459 + 846,15 m","1460 + 330,33 m",E,190915 08:48,191115 08:48,1871,-769,8,SPL_1906280930A_111_E_1417_874
111,"1510 + 791,0 m","1510 + 970,0 m",E,190915 08:48,191115 08:48,1871,-868,"11,9",SPL_1906280930A_111_E_1417_874
111,"1473 + 311,0 m","1473 + 825,0 m",E,190915 08:48,191115 08:48,1871,-787,"8,6",SPL_1906280930A_111_E_1417_874
111,"1522 + 624,0 m","1522 + 999,0 m",E,190915 08:48,191115 08:48,1871,-498,"7,5",SPL_1906280930A_111_E_1417_874
111,"1444 + 634,0 m","1444 + 985,0 m",E,190915 08:48,191115 08:48,1871,-1036,"5,8",SPL_1906280930A_111_E_1417_874
111,"1498 + 305,31 m","1498 + 866,87 m",E,190915 08:48,191115 08:48,1871,-998,"8,4",SPL_1906280930A_111_E_1417_874
111,"1527 + 549,45 m","1527 + 714,29 m",E,190915 08:48,191115 08:48,1871,-3025,"5,5",SPL_1906280930A_111_E_1417_874
111,"1432 + 558,0 m","1432 + 880,0 m",E,190915 08:48,191115 08:48,1871,-665,"10,2",SPL_1906280930A_111_E_1417_874
111,"1523 + 866,0 m","1524 + 89,0 m",E,190915 08:48,191115 08:48,1871,-605,"17,8",SPL_1906280930A_111_E_1417_874
111,"1448 + 968,0 m","1449 + 304,0 m",E,190915 08:48,191115 08:48,1871,-1214,5,SPL_1906280930A_111_E_1417_874
111,"1537 + 450,0 m","1538 + 42,0 m",E,190915 08:48,191115 08:48,1871,-597,18,SPL_1906281510A_111_E_1535_384
