Bandel,Startläge,Slutläge,Spårnamn,Start Date,End Date,Day Age,Radie,Medel Spårvidd Cirkulärkurva,Mätning Spårvidd
111,"1541 + 604,0 m","1541 + 899,0 m",E,150727 00:00,150927 00:00,3382,583,20,SPL_1507270844A_111_E_1417_874
111,"1436 + 946,0 m","1436 + 981,0 m",E,160810 09:11,161010 09:11,3002,99999,"2,3",SPL_1608100911A_111_E_1417_874
111,"1538 + 92,0 m","1538 + 622,0 m",E,160810 09:11,161010 09:11,3002,496,"16,7",SPL_1608100911A_111_E_1417_874
111,"1480 + 786,0 m","1481 + 135,86 m",E,150727 00:00,150927 00:00,3382,583,"12,3",SPL_1507270844A_111_E_1417_874
111,"1477 + 245,0 m","1477 + 717,0 m",E,150727 00:00,150927 00:00,3382,1480,"3,7",SPL_1507270844A_111_E_1417_874
111,"1451 + 312,0 m","1451 + 547,0 m",E,160810 09:11,161010 09:11,3002,566,"13,1",SPL_1608100911A_111_E_1417_874
111,"1458 + 316,0 m","1458 + 744,0 m",E,150727 00:00,150927 00:00,3382,583,"12,1",SPL_1507270844A_111_E_1417_874
111,"1542 + 184,0 m","1542 + 321,0 m",E,160810 09:11,161010 09:11,3002,-675,"3,5",SPL_1608100911A_111_E_1417_874
111,"1510 + 567,0 m","1510 + 791,0 m",E,150727 00:00,150927 00:00,3382,670,"12,8",SPL_1507270844A_111_E_1417_874
111,"1522 + 480,0 m","1522 + 624,0 m",E,160810 09:11,161010 09:11,3002,1098,"9,8",SPL_1608100911A_111_E_1417_874
111,"1534 + 252,0 m","1534 + 650,0 m",E,160810 09:11,161010 09:11,3002,-600,"14,7",SPL_1608100911A_111_E_1417_874
111,"1529 + 121,12 m","1529 + 585,58 m",E,150727 00:00,150927 00:00,3382,598,"13,9",SPL_1507270844A_111_E_1417_874
111,"1517 + 504,0 m","1517 + 713,0 m",E,150727 00:00,150927 00:00,3382,583,"11,6",SPL_1507270844A_111_E_1417_874
111,"1461 + 121,88 m","1461 + 579,42 m",E,160810 09:11,161010 09:11,3002,-1456,"5,6",SPL_1608100911A_111_E_1417_874
111,"1517 + 504,0 m","1517 + 713,0 m",E,160810 09:11,161010 09:11,3002,583,"13,8",SPL_1608100911A_111_E_1417_874
111,"1519 + 426,43 m","1519 + 749,75 m",E,150727 00:00,150927 00:00,3382,593,"11,9",SPL_1507270844A_111_E_1417_874
111,"1464 + 287,0 m","1464 + 623,0 m",E,150727 00:00,150927 00:00,3382,820,"6,9",SPL_1507270844A_111_E_1417_874
111,"1513 + 968,94 m","1514 + 192,0 m",E,150727 00:00,150927 00:00,3382,660,11,SPL_1507270844A_111_E_1417_874
111,"1500 + 839,0 m","1501 + 477,0 m",E,150727 00:00,150927 00:00,3382,990,"9,6",SPL_1507270844A_111_E_1417_874
111,"1526 + 657,0 m","1526 + 853,0 m",E,150727 00:00,150927 00:00,3382,2015,"6,1",SPL_1507270844A_111_E_1417_874
111,"1526 + 323,0 m","1526 + 519,0 m",E,160810 09:11,161010 09:11,3002,680,"10,7",SPL_1608100911A_111_E_1417_874
111,"1521 + 612,0 m","1521 + 990,0 m",E,150727 00:00,150927 00:00,3382,480,"15,7",SPL_1507270844A_111_E_1417_874
111,"1538 + 775,0 m","1539 + 214,0 m",E,160810 09:11,161010 09:11,3002,588,"19,4",SPL_1608100911A_111_E_1417_874
111,"1441 + 84,0 m","1441 + 474,0 m",E,160810 09:11,161010 09:11,3002,1948,"4,4",SPL_1608100911A_111_E_1417_874
111,"1504 + 600,0 m","1505 + 328,0 m",E,160810 09:11,161010 09:11,3002,592,"13,7",SPL_1608100911A_111_E_1417_874
111,"1527 + 355,64 m","1527 + 549,45 m",E,160810 09:11,161010 09:11,3002,-1032,"10,4",SPL_1608100911A_111_E_1417_874
111,"1448 + 647,0 m","1448 + 968,0 m",E,150727 00:00,150927 00:00,3382,910,"5,7",SPL_1507270844A_111_E_1417_874
111,"1493 + 900,1 m","1494 + 717,0 m",E,150727 00:00,150927 00:00,3382,1995,6,SPL_1507270844A_111_E_1417_874
111,"1443 + 75,0 m","1443 + 588,0 m",E,150727 00:00,150927 00:00,3382,1465,"4,1",SPL_1507270844A_111_E_1417_874
111,"1514 + 461,0 m","1514 + 889,0 m",E,150727 00:00,150927 00:00,3382,584,"12,6",SPL_1507270844A_111_E_1417_874
111,"1481 + 392,61 m","1481 + 629,37 m",E,160810 09:11,161010 09:11,3002,614,13,SPL_1608100911A_111_E_1417_874
111,"1526 + 323,0 m","1526 + 519,0 m",E,150727 00:00,150927 00:00,3382,680,"8,8",SPL_1507270844A_111_E_1417_874
111,"1429 + 19,0 m","1429 + 361,0 m",E,160810 09:11,161010 09:11,3002,-588,"10,7",SPL_1608100911A_111_E_1417_874
111,"1459 + 180,82 m","1459 + 524,48 m",E,150727 00:00,150927 00:00,3382,584,"9,5",SPL_1507270844A_111_E_1417_874
111,"1541 + 235,0 m","1541 + 506,0 m",E,160810 09:11,161010 09:11,3002,565,"20,9",SPL_1608100911A_111_E_1417_874
111,"1538 + 92,0 m","1538 + 622,0 m",E,150727 00:00,150927 00:00,3382,496,"13,8",SPL_1507270844A_111_E_1417_874
111,"1470 + 278,28 m","1470 + 506,51 m",E,150727 00:00,150927 00:00,3382,853,"7,2",SPL_1507270844A_111_E_1417_874
111,"1467 + 964,0 m","1468 + 513,0 m",E,160810 09:11,161010 09:11,3002,-2009,"3,4",SPL_1608100911A_111_E_1417_874
111,"1524 + 89,0 m","1524 + 491,0 m",E,150727 00:00,150927 00:00,3382,1003,8,SPL_1507270844A_111_E_1417_874
111,"1518 + 154,85 m","1518 + 307,69 m",E,160810 09:11,161010 09:11,3002,896,"12,9",SPL_1608100911A_111_E_1417_874
111,"1519 + 426,43 m","1519 + 749,75 m",E,160810 09:11,161010 09:11,3002,593,"14,4",SPL_1608100911A_111_E_1417_874
111,"1472 + 83,0 m","1472 + 326,0 m",E,150727 00:00,150927 00:00,3382,634,"11,2",SPL_1507270844A_111_E_1417_874
111,"1434 + 453,0 m","1434 + 926,0 m",E,150727 00:00,150927 00:00,3382,587,"10,6",SPL_1507270844A_111_E_1417_874
111,"1526 + 908,0 m","1527 + 204,8 m",E,150727 00:00,150927 00:00,3382,1052,"8,9",SPL_1507270844A_111_E_1417_874
111,"1539 + 347,0 m","1539 + 849,0 m",E,150727 00:00,150927 00:00,3382,491,"17,4",SPL_1507270844A_111_E_1417_874
111,"1420 + 993,0 m","1421 + 243,0 m",E,150727 00:00,150927 00:00,3382,1545,"2,7",SPL_1507270844A_111_E_1417_874
111,"1515 + 953,0 m","1516 + 314,0 m",E,150727 00:00,150927 00:00,3382,591,"10,4",SPL_1507270844A_111_E_1417_874
111,"1510 + 970,0 m","1511 + 143,0 m",E,150727 00:00,150927 00:00,3382,759,"11,8",SPL_1507270844A_111_E_1417_874
111,"1522 + 210,0 m","1522 + 480,0 m",E,150727 00:00,150927 00:00,3382,634,"15,7",SPL_1507270844A_111_E_1417_874
111,"1441 + 709,0 m","1442 + 14,0 m",E,150727 00:00,150927 00:00,3382,946,"6,1",SPL_1507270844A_111_E_1417_874
111,"1469 + 519,0 m","1469 + 795,0 m",E,150727 00:00,150927 00:00,3382,935,"7,1",SPL_1507270844A_111_E_1417_874
111,"1517 + 200,0 m","1517 + 411,0 m",E,150727 00:00,150927 00:00,3382,572,"11,3",SPL_1507270844A_111_E_1417_874
111,"1464 + 623,0 m","1464 + 934,0 m",E,150727 00:00,150927 00:00,3382,687,"9,8",SPL_1507270844A_111_E_1417_874
111,"1523 + 866,0 m","1524 + 89,0 m",E,150727 00:00,150927 00:00,3382,-605,"14,1",SPL_1507270844A_111_E_1417_874
111,"1474 + 671,0 m","1475 + 84,0 m",E,150727 00:00,150927 00:00,3382,-986,"6,1",SPL_1507270844A_111_E_1417_874
111,"1463 + 639,0 m","1464 + 23,0 m",E,150727 00:00,150927 00:00,3382,629,"11,2",SPL_1507270844A_111_E_1417_874
111,"1515 + 89,0 m","1515 + 655,0 m",E,150727 00:00,150927 00:00,3382,-750,"10,3",SPL_1507270844A_111_E_1417_874
111,"1478 + 182,0 m","1478 + 532,0 m",E,150727 00:00,150927 00:00,3382,1431,"3,9",SPL_1507270844A_111_E_1417_874
111,"1450 + 754,0 m","1451 + 76,0 m",E,150727 00:00,150927 00:00,3382,594,"9,7",SPL_1507270844A_111_E_1417_874
111,"1435 + 23,0 m","1435 + 396,0 m",E,150727 00:00,150927 00:00,3382,756,"8,5",SPL_1507270844A_111_E_1417_874
111,"1540 + 576,0 m","1540 + 839,0 m",E,150727 00:00,150927 00:00,3382,506,"15,2",SPL_1507270844A_111_E_1417_874
111,"1447 + 438,0 m","1447 + 738,0 m",E,160810 09:11,161010 09:11,3002,-1493,"4,3",SPL_1608100911A_111_E_1417_874
111,"1509 + 157,0 m","1509 + 581,0 m",E,160810 09:11,161010 09:11,3002,-987,"8,8",SPL_1608100911A_111_E_1417_874
111,"1530 + 721,0 m","1531 + 113,0 m",E,150727 00:00,150927 00:00,3382,590,"12,2",SPL_1507270844A_111_E_1417_874
111,"1428 + 561,0 m","1429 + 19,0 m",E,160810 09:11,161010 09:11,3002,593,"11,7",SPL_1608100911A_111_E_1417_874
111,"1541 + 21,0 m","1541 + 235,0 m",E,160810 09:11,161010 09:11,3002,-508,"15,8",SPL_1608100911A_111_E_1417_874
111,"1507 + 719,0 m","1508 + 396,0 m",E,150727 00:00,150927 00:00,3382,807,"10,9",SPL_1507270844A_111_E_1417_874
111,"1417 + 874,0 m","1418 + 464,0 m",E,160810 09:11,161010 09:11,3002,1468,"4,4",SPL_1608100911A_111_E_1417_874
111,"1522 + 480,0 m","1522 + 624,0 m",E,150727 00:00,150927 00:00,3382,1098,"9,3",SPL_1507270844A_111_E_1417_874
111,"1510 + 567,0 m","1510 + 791,0 m",E,160810 09:11,161010 09:11,3002,670,"14,6",SPL_1608100911A_111_E_1417_874
111,"1497 + 851,15 m","1498 + 147,15 m",E,150727 00:00,150927 00:00,3382,1011,"7,8",SPL_1507270844A_111_E_1417_874
111,"1533 + 603,0 m","1534 + 24,0 m",E,150727 00:00,150927 00:00,3382,500,9,SPL_1507270844A_111_E_1417_874
111,"1428 + 561,0 m","1429 + 19,0 m",E,150727 00:00,150927 00:00,3382,593,"9,7",SPL_1507270844A_111_E_1417_874
111,"1539 + 849,0 m","1540 + 4,0 m",E,150727 00:00,150927 00:00,3382,523,"17,5",SPL_1507270844A_111_E_1417_874
111,"1457 + 249,0 m","1457 + 276,0 m",E,150727 00:00,150927 00:00,3382,-3450,"4,5",SPL_1507270844A_111_E_1417_874
111,"1486 + 573,0 m","1486 + 964,0 m",E,150727 00:00,150927 00:00,3382,943,"8,9",SPL_1507270844A_111_E_1417_874
111,"1529 + 121,12 m","1529 + 585,58 m",E,160810 09:11,161010 09:11,3002,598,"16,9",SPL_1608100911A_111_E_1417_874
111,"1452 + 945,05 m","1453 + 335,34 m",E,160810 09:11,161010 09:11,3002,2200,"3,6",SPL_1608100911A_111_E_1417_874
111,"1433 + 754,0 m","1434 + 259,0 m",E,150727 00:00,150927 00:00,3382,-582,"8,3",SPL_1507270844A_111_E_1417_874
111,"1527 + 549,45 m","1527 + 714,29 m",E,150727 00:00,150927 00:00,3382,-3025,"5,6",SPL_1507270844A_111_E_1417_874
111,"1515 + 696,0 m","1515 + 953,0 m",E,150727 00:00,150927 00:00,3382,-938,8,SPL_1507270844A_111_E_1417_874
111,"1444 + 634,0 m","1444 + 985,0 m",E,150727 00:00,150927 00:00,3382,-1036,5,SPL_1507270844A_111_E_1417_874
111,"1420 + 197,0 m","1420 + 710,0 m",E,150727 00:00,150927 00:00,3382,-2045,"2,6",SPL_1507270844A_111_E_1417_874
111,"1535 + 870,0 m","1536 + 259,0 m",E,160810 09:11,161010 09:11,3002,589,"18,1",SPL_1608100911A_111_E_1417_874
111,"1510 + 50,0 m","1510 + 241,0 m",E,150727 00:00,150927 00:00,3382,-1058,"8,5",SPL_1507270844A_111_E_1417_874
111,"1513 + 103,1 m","1513 + 580,56 m",E,150727 00:00,150927 00:00,3382,-798,7,SPL_1507270844A_111_E_1417_874
111,"1517 + 411,0 m","1517 + 504,0 m",E,160810 09:11,161010 09:11,3002,1460,"8,2",SPL_1608100911A_111_E_1417_874
111,"1485 + 609,0 m","1485 + 855,0 m",E,150727 00:00,150927 00:00,3382,-714,"12,4",SPL_1507270844A_111_E_1417_874
111,"1422 + 980,0 m","1423 + 10,0 m",E,150727 00:00,150927 00:00,3382,-99999,"4,5",SPL_1507270844A_111_E_1417_874
111,"1419 + 677,0 m","1420 + 19,0 m",E,160810 09:11,161010 09:11,3002,1440,"4,8",SPL_1608100911A_111_E_1417_874
111,"1503 + 772,0 m","1503 + 792,0 m",E,150727 00:00,150927 00:00,3382,-99999,"2,7",SPL_1507270844A_111_E_1417_874
111,"1518 + 752,25 m","1518 + 887,11 m",E,150727 00:00,150927 00:00,3382,-952,"9,7",SPL_1507270844A_111_E_1417_874
111,"1447 + 738,0 m","1448 + 208,0 m",E,150727 00:00,150927 00:00,3382,-1504,4,SPL_1507270844A_111_E_1417_874
111,"1418 + 588,0 m","1419 + 4,0 m",E,150727 00:00,150927 00:00,3382,-759,"5,2",SPL_1507270844A_111_E_1417_874
111,"1531 + 941,0 m","1532 + 242,0 m",E,150727 00:00,150927 00:00,3382,-635,"17,1",SPL_1507270844A_111_E_1417_874
111,"1496 + 409,0 m","1497 + 162,84 m",E,150727 00:00,150927 00:00,3382,587,"8,8",SPL_1507270844A_111_E_1417_874
111,"1535 + 341,0 m","1535 + 766,0 m",E,150727 00:00,150927 00:00,3382,-499,14,SPL_1507270844A_111_E_1417_874
111,"1513 + 580,56 m","1513 + 942,91 m",E,150727 00:00,150927 00:00,3382,615,"9,4",SPL_1507270844A_111_E_1417_874
111,"1453 + 703,7 m","1453 + 967,97 m",E,150727 00:00,150927 00:00,3382,709,9,SPL_1507270844A_111_E_1417_874
111,"1488 + 70,0 m","1488 + 452,0 m",E,150727 00:00,150927 00:00,3382,1945,"5,4",SPL_1507270844A_111_E_1417_874
111,"1529 + 947,95 m","1530 + 225,0 m",E,150727 00:00,150927 00:00,3382,-3800,"5,8",SPL_1507270844A_111_E_1417_874
111,"1522 + 624,0 m","1522 + 999,0 m",E,150727 00:00,150927 00:00,3382,-498,"12,2",SPL_1507270844A_111_E_1417_874
111,"1456 + 771,0 m","1457 + 249,0 m",E,150727 00:00,150927 00:00,3382,-579,"10,9",SPL_1507270844A_111_E_1417_874
111,"1451 + 312,0 m","1451 + 547,0 m",E,150727 00:00,150927 00:00,3382,566,"11,3",SPL_1507270844A_111_E_1417_874
111,"1512 + 178,82 m","1512 + 925,07 m",E,150727 00:00,150927 00:00,3382,800,"10,9",SPL_1507270844A_111_E_1417_874
111,"1507 + 221,0 m","1507 + 719,0 m",E,150727 00:00,150927 00:00,3382,-1074,9,SPL_1507270844A_111_E_1417_874
111,"1472 + 576,0 m","1473 + 88,0 m",E,160810 09:11,161010 09:11,3002,601,"14,1",SPL_1608100911A_111_E_1417_874
111,"1509 + 775,0 m","1510 + 50,0 m",E,150727 00:00,150927 00:00,3382,610,"13,4",SPL_1507270844A_111_E_1417_874
111,"1483 + 714,0 m","1484 + 172,17 m",E,150727 00:00,150927 00:00,3382,580,"16,2",SPL_1507270844A_111_E_1417_874
111,"1468 + 571,0 m","1468 + 821,0 m",E,150727 00:00,150927 00:00,3382,823,"8,3",SPL_1507270844A_111_E_1417_874
111,"1483 + 464,0 m","1483 + 540,0 m",E,150727 00:00,150927 00:00,3382,4500,"2,2",SPL_1507270844A_111_E_1417_874
111,"1422 + 980,0 m","1423 + 10,0 m",E,130817 00:00,131017 00:00,4091,-99999,,
111,"1420 + 993,0 m","1421 + 243,0 m",E,130817 00:00,131017 00:00,4091,1545,,
111,"1423 + 289,0 m","1423 + 301,0 m",E,130817 00:00,131017 00:00,4091,-99999,,
111,"1418 + 588,0 m","1419 + 4,0 m",E,130817 00:00,131017 00:00,4091,-759,,
111,"1417 + 874,0 m","1418 + 464,0 m",E,130817 00:00,131017 00:00,4091,1468,,
111,"1424 + 178,0 m","1424 + 497,0 m",E,130817 00:00,131017 00:00,4091,1755,,
111,"1502 + 340,0 m","1502 + 366,0 m",E,160810 09:11,161010 09:11,3002,25000,"3,8",SPL_1608100911A_111_E_1417_874
111,"1460 + 330,33 m","1460 + 949,95 m",E,160810 09:11,161010 09:11,3002,589,"11,9",SPL_1608100911A_111_E_1417_874
111,"1511 + 436,0 m","1511 + 975,0 m",E,150727 00:00,150927 00:00,3382,-802,"10,4",SPL_1507270844A_111_E_1417_874
111,"1490 + 322,0 m","1490 + 767,0 m",E,160810 09:11,161010 09:11,3002,-1070,"9,2",SPL_1608100911A_111_E_1417_874
111,"1498 + 305,31 m","1498 + 866,87 m",E,150727 00:00,150927 00:00,3382,-998,"7,5",SPL_1507270844A_111_E_1417_874
111,"1537 + 450,0 m","1538 + 42,0 m",E,150727 00:00,150927 00:00,3382,-597,16,SPL_1507270844A_111_E_1417_874
111,"1419 + 677,0 m","1420 + 19,0 m",E,130817 00:00,131017 00:00,4091,1440,,
111,"1420 + 197,0 m","1420 + 710,0 m",E,130817 00:00,131017 00:00,4091,-2045,,
111,"1479 + 282,0 m","1479 + 625,0 m",E,150727 00:00,150927 00:00,3382,-767,"6,5",SPL_1507270844A_111_E_1417_874
111,"1425 + 443,0 m","1425 + 756,0 m",E,160810 09:11,161010 09:11,3002,603,"12,4",SPL_1608100911A_111_E_1417_874
111,"1423 + 289,0 m","1423 + 301,0 m",E,150727 00:00,150927 00:00,3382,-99999,"3,4",SPL_1507270844A_111_E_1417_874
111,"1442 + 14,0 m","1442 + 527,0 m",E,150727 00:00,150927 00:00,3382,-1183,"5,3",SPL_1507270844A_111_E_1417_874
111,"1473 + 825,0 m","1474 + 251,0 m",E,150727 00:00,150927 00:00,3382,-2512,"4,5",SPL_1507270844A_111_E_1417_874
111,"1536 + 836,0 m","1537 + 372,0 m",E,150727 00:00,150927 00:00,3382,-589,"16,1",SPL_1507270844A_111_E_1417_874
111,"1457 + 276,0 m","1457 + 716,0 m",E,150727 00:00,150927 00:00,3382,-598,10,SPL_1507270844A_111_E_1417_874
111,"1480 + 496,0 m","1480 + 786,0 m",E,160810 09:11,161010 09:11,3002,-586,"12,8",SPL_1608100911A_111_E_1417_874
111,"1501 + 611,0 m","1501 + 897,0 m",E,160810 09:11,161010 09:11,3002,-2608,"4,6",SPL_1608100911A_111_E_1417_874
111,"1468 + 821,0 m","1469 + 156,0 m",E,160810 09:11,161010 09:11,3002,-760,"9,3",SPL_1608100911A_111_E_1417_874
111,"1431 + 476,0 m","1432 + 160,0 m",E,160810 09:11,161010 09:11,3002,-680,"8,4",SPL_1608100911A_111_E_1417_874
111,"1466 + 42,96 m","1466 + 331,67 m",E,160810 09:11,161010 09:11,3002,-606,"11,9",SPL_1608100911A_111_E_1417_874
111,"1534 + 650,0 m","1534 + 907,0 m",E,160810 09:11,161010 09:11,3002,-2521,"5,5",SPL_1608100911A_111_E_1417_874
111,"1495 + 860,86 m","1496 + 409,0 m",E,160810 09:11,161010 09:11,3002,-581,"11,9",SPL_1608100911A_111_E_1417_874
111,"1535 + 341,0 m","1535 + 766,0 m",E,160810 09:11,161010 09:11,3002,-499,"15,4",SPL_1608100911A_111_E_1417_874
111,"1513 + 580,56 m","1513 + 942,91 m",E,160810 09:11,161010 09:11,3002,615,"11,4",SPL_1608100911A_111_E_1417_874
111,"1453 + 703,7 m","1453 + 967,97 m",E,160810 09:11,161010 09:11,3002,709,"10,6",SPL_1608100911A_111_E_1417_874
111,"1516 + 314,0 m","1517 + 39,0 m",E,160810 09:11,161010 09:11,3002,-600,"10,6",SPL_1608100911A_111_E_1417_874
111,"1525 + 149,0 m","1525 + 326,0 m",E,160810 09:11,161010 09:11,3002,-1150,"6,9",SPL_1608100911A_111_E_1417_874
111,"1435 + 949,0 m","1436 + 313,0 m",E,160810 09:11,161010 09:11,3002,954,"7,4",SPL_1608100911A_111_E_1417_874
111,"1532 + 815,0 m","1533 + 404,0 m",E,160810 09:11,161010 09:11,3002,494,"21,7",SPL_1608100911A_111_E_1417_874
111,"1427 + 552,0 m","1428 + 23,0 m",E,160810 09:11,161010 09:11,3002,776,"8,1",SPL_1608100911A_111_E_1417_874
111,"1521 + 612,0 m","1521 + 990,0 m",E,160810 09:11,161010 09:11,3002,480,"18,1",SPL_1608100911A_111_E_1417_874
111,"1519 + 967,97 m","1520 + 610,0 m",E,160810 09:11,161010 09:11,3002,-596,"10,1",SPL_1608100911A_111_E_1417_874
111,"1527 + 549,45 m","1527 + 714,29 m",E,160810 09:11,161010 09:11,3002,-3025,"5,4",SPL_1608100911A_111_E_1417_874
111,"1466 + 800,2 m","1467 + 75,0 m",E,160810 09:11,161010 09:11,3002,-583,"12,6",SPL_1608100911A_111_E_1417_874
111,"1486 + 964,0 m","1487 + 341,0 m",E,160810 09:11,161010 09:11,3002,-586,"10,5",SPL_1608100911A_111_E_1417_874
111,"1458 + 744,0 m","1459 + 180,82 m",E,160810 09:11,161010 09:11,3002,-581,"12,3",SPL_1608100911A_111_E_1417_874
111,"1491 + 701,0 m","1492 + 419,0 m",E,160810 09:11,161010 09:11,3002,-596,"12,2",SPL_1608100911A_111_E_1417_874
111,"1539 + 849,0 m","1540 + 4,0 m",E,160810 09:11,161010 09:11,3002,523,"19,6",SPL_1608100911A_111_E_1417_874
111,"1496 + 409,0 m","1497 + 162,84 m",E,160810 09:11,161010 09:11,3002,587,"11,9",SPL_1608100911A_111_E_1417_874
111,"1452 + 161,84 m","1452 + 702,3 m",E,160810 09:11,161010 09:11,3002,-588,"11,7",SPL_1608100911A_111_E_1417_874
111,"1451 + 547,0 m","1451 + 873,0 m",E,160810 09:11,161010 09:11,3002,-600,"10,7",SPL_1608100911A_111_E_1417_874
111,"1474 + 671,0 m","1475 + 84,0 m",E,160810 09:11,161010 09:11,3002,-986,"6,8",SPL_1608100911A_111_E_1417_874
111,"1424 + 965,0 m","1425 + 406,0 m",E,160810 09:11,161010 09:11,3002,-596,"11,6",SPL_1608100911A_111_E_1417_874
111,"1485 + 609,0 m","1485 + 855,0 m",E,160810 09:11,161010 09:11,3002,-714,"13,2",SPL_1608100911A_111_E_1417_874
111,"1529 + 947,95 m","1530 + 225,0 m",E,160810 09:11,161010 09:11,3002,-3800,"5,7",SPL_1608100911A_111_E_1417_874
111,"1426 + 658,0 m","1427 + 77,0 m",E,160810 09:11,161010 09:11,3002,-7300,"1,6",SPL_1608100911A_111_E_1417_874
111,"1428 + 23,0 m","1428 + 561,0 m",E,160810 09:11,161010 09:11,3002,-587,"11,1",SPL_1608100911A_111_E_1417_874
111,"1481 + 910,09 m","1482 + 188,0 m",E,150727 00:00,150927 00:00,3382,1188,"5,8",SPL_1507270844A_111_E_1417_874
111,"1441 + 709,0 m","1442 + 14,0 m",E,160810 09:11,161010 09:11,3002,946,"7,2",SPL_1608100911A_111_E_1417_874
111,"1526 + 175,0 m","1526 + 323,0 m",E,150727 00:00,150927 00:00,3382,-1066,"9,2",SPL_1507270844A_111_E_1417_874
111,"1526 + 657,0 m","1526 + 853,0 m",E,160810 09:11,161010 09:11,3002,2015,"6,1",SPL_1608100911A_111_E_1417_874
111,"1538 + 775,0 m","1539 + 214,0 m",E,150727 00:00,150927 00:00,3382,588,"17,7",SPL_1507270844A_111_E_1417_874
111,"1484 + 172,17 m","1484 + 640,64 m",E,160810 09:11,161010 09:11,3002,-594,"12,3",SPL_1608100911A_111_E_1417_874
111,"1466 + 454,55 m","1466 + 800,2 m",E,150727 00:00,150927 00:00,3382,588,"11,4",SPL_1507270844A_111_E_1417_874
111,"1457 + 716,0 m","1458 + 36,0 m",E,160810 09:11,161010 09:11,3002,-594,"11,7",SPL_1608100911A_111_E_1417_874
111,"1455 + 280,0 m","1455 + 831,0 m",E,150727 00:00,150927 00:00,3382,588,"10,1",SPL_1507270844A_111_E_1417_874
111,"1432 + 558,0 m","1432 + 880,0 m",E,160810 09:11,161010 09:11,3002,-665,"8,6",SPL_1608100911A_111_E_1417_874
111,"1448 + 208,0 m","1448 + 573,0 m",E,160810 09:11,161010 09:11,3002,-1450,"4,3",SPL_1608100911A_111_E_1417_874
111,"1528 + 279,0 m","1529 + 121,12 m",E,160810 09:11,161010 09:11,3002,-600,"13,3",SPL_1608100911A_111_E_1417_874
111,"1439 + 431,0 m","1439 + 957,0 m",E,160810 09:11,161010 09:11,3002,-581,"11,1",SPL_1608100911A_111_E_1417_874
111,"1515 + 696,0 m","1515 + 953,0 m",E,160810 09:11,161010 09:11,3002,-938,"8,2",SPL_1608100911A_111_E_1417_874
111,"1444 + 634,0 m","1444 + 985,0 m",E,160810 09:11,161010 09:11,3002,-1036,"5,6",SPL_1608100911A_111_E_1417_874
111,"1522 + 624,0 m","1522 + 999,0 m",E,160810 09:11,161010 09:11,3002,-498,"14,1",SPL_1608100911A_111_E_1417_874
111,"1500 + 839,0 m","1501 + 477,0 m",E,160810 09:11,161010 09:11,3002,990,"10,9",SPL_1608100911A_111_E_1417_874
111,"1443 + 75,0 m","1443 + 588,0 m",E,150506 00:00,150706 00:00,3464,1465,"3,9",SPL_1505061515A_111_E_1445_212
111,"1513 + 968,94 m","1514 + 192,0 m",E,160810 09:11,161010 09:11,3002,660,"12,5",SPL_1608100911A_111_E_1417_874
111,"1443 + 664,0 m","1443 + 717,0 m",3,150506 00:00,150706 00:00,3464,300,3,SPL_1505061515A_111_E_1445_212
111,"1478 + 532,0 m","1478 + 913,0 m",E,150727 00:00,150927 00:00,3382,-773,8,SPL_1507270844A_111_E_1417_874
111,"1512 + 178,82 m","1512 + 925,07 m",E,160810 09:11,161010 09:11,3002,800,"11,4",SPL_1608100911A_111_E_1417_874
111,"1540 + 4,0 m","1540 + 576,0 m",E,150727 00:00,150927 00:00,3382,"-497,5",16,SPL_1507270844A_111_E_1417_874
111,"1468 + 571,0 m","1468 + 821,0 m",E,160810 09:11,161010 09:11,3002,823,"9,3",SPL_1608100911A_111_E_1417_874
111,"1483 + 464,0 m","1483 + 540,0 m",E,160810 09:11,161010 09:11,3002,4500,"2,4",SPL_1608100911A_111_E_1417_874
111,"1443 + 823,0 m","1444 + 177,0 m",3,150506 00:00,150706 00:00,3464,1600,"0,9",SPL_1505061515A_111_E_1445_212
111,"1525 + 574,0 m","1525 + 841,0 m",E,160810 09:11,161010 09:11,3002,-491,14,SPL_1608100911A_111_E_1417_874
111,"1485 + 855,0 m","1486 + 176,0 m",E,150727 00:00,150927 00:00,3382,-2000,"6,2",SPL_1507270844A_111_E_1417_874
111,"1441 + 474,0 m","1441 + 709,0 m",E,160810 09:11,161010 09:11,3002,-1600,"3,9",SPL_1608100911A_111_E_1417_874
111,"1491 + 249,0 m","1491 + 701,0 m",E,150727 00:00,150927 00:00,3382,595,"15,6",SPL_1507270844A_111_E_1417_874
111,"1540 + 576,0 m","1540 + 839,0 m",E,160810 09:11,161010 09:11,3002,506,"17,2",SPL_1608100911A_111_E_1417_874
111,"1454 + 125,0 m","1454 + 678,0 m",E,150727 00:00,150927 00:00,3382,595,"10,7",SPL_1507270844A_111_E_1417_874
111,"1501 + 611,0 m","1501 + 897,0 m",E,150727 00:00,150927 00:00,3382,-2608,"4,5",SPL_1507270844A_111_E_1417_874
111,"1526 + 175,0 m","1526 + 323,0 m",E,160810 09:11,161010 09:11,3002,-1066,"9,3",SPL_1608100911A_111_E_1417_874
111,"1426 + 658,0 m","1427 + 77,0 m",E,150727 00:00,150927 00:00,3382,-7300,"1,6",SPL_1507270844A_111_E_1417_874
111,"1431 + 476,0 m","1432 + 160,0 m",E,150727 00:00,150927 00:00,3382,-680,"7,6",SPL_1507270844A_111_E_1417_874
